donor,independent_global_recovery_shift,candidate_set_directional_score
P1,0.35895540331134695,0.6783172028651012
P2,0.1527099233570965,0.4336655395503007
P3,-0.01316374284332731,1.0483707852568345
P8,0.07002659303974339,0.6060551546028726
P9,0.3290392802743398,0.7744635614772808
P15,0.27118601767190076,0.7607573951382708
