scenario_id,scenario_type,note,top30_overlap_count,top30_overlap_fraction,top30_jaccard,spearman_rank_within_overlap,top30_genes,weights_json
primary_no_docking,primary,Original non-docking weights renormalized after removing docking.,30,1.0,1.0,1.0,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK4, CDK2, APEX1, SYK, TOP2A, HSP90AA1, CHEK1, SIGMAR1, TERT, PTPN11, PTGS2, ARG1, CD38, MDM4, MPO, PRKDC, GSK3B, CCNB1, G6PD, MIF, TBXAS1, AURKB, PIK3CG","{""score_AA_direction_recovery"": 0.10956521739130434, ""score_CD34_expression"": 0.1408695652173913, ""score_CD34_marker_context"": 0.10956521739130434, ""score_GSE165870_bulk_support"": 0.046956521739130425, ""score_WGCNA_module_strength"": 0.23478260869565215, ""score_module_pathology_importance"": 0.1408695652173913, ""score_network_pharmacology_hit"": 0.21739130434782608}"
exp_network_grid_exp_0.6000,experimental_network_weight_grid,Experimental evidence total weight=0.6000; network pharmacology weight=0.4000; no docking.,23,0.7666666666666667,0.6216216216216216,0.7164031620553359,"CDK6, CA2, ACHE, PARP1, TERT, HIF1A, CDK2, SYK, HSP90AB1, TOP2A, GSK3B, ARG1, SIGMAR1, ESR1, CD38, CDK1, IGF1R, CDK4, KIT, PTGS2, AURKB, MPO, CCNB1, FLT3, TBXAS1, MET, CHEK1, AKT1, AR, PTPN11","{""score_AA_direction_recovery"": 0.084, ""score_CD34_expression"": 0.108, ""score_CD34_marker_context"": 0.084, ""score_GSE165870_bulk_support"": 0.036, ""score_WGCNA_module_strength"": 0.18, ""score_module_pathology_importance"": 0.108, ""score_network_pharmacology_hit"": 0.4}"
exp_network_grid_exp_0.6500,experimental_network_weight_grid,Experimental evidence total weight=0.6500; network pharmacology weight=0.3500; no docking.,25,0.8333333333333334,0.7142857142857143,0.7738461538461539,"CDK6, CA2, ACHE, PARP1, HSP90AB1, HIF1A, TERT, CDK2, SYK, TOP2A, SIGMAR1, ARG1, GSK3B, KIT, CDK4, CD38, PTGS2, ESR1, MPO, CDK1, AURKB, IGF1R, CCNB1, CHEK1, APEX1, PTPN11, TBXAS1, FLT3, PIK3CG, MET","{""score_AA_direction_recovery"": 0.09100000000000001, ""score_CD34_expression"": 0.11699999999999999, ""score_CD34_marker_context"": 0.09100000000000001, ""score_GSE165870_bulk_support"": 0.039, ""score_WGCNA_module_strength"": 0.195, ""score_module_pathology_importance"": 0.11699999999999999, ""score_network_pharmacology_hit"": 0.35}"
exp_network_grid_exp_0.7000,experimental_network_weight_grid,Experimental evidence total weight=0.7000; network pharmacology weight=0.3000; no docking.,26,0.8666666666666667,0.7647058823529411,0.8386324786324786,"CDK6, CA2, ACHE, PARP1, HSP90AB1, HIF1A, TERT, CDK2, SYK, KIT, TOP2A, CDK4, SIGMAR1, ARG1, GSK3B, CD38, APEX1, PTGS2, CHEK1, PTPN11, MPO, CCNB1, AURKB, TBXAS1, CDK1, IGF1R, FLT3, PIK3CG, ESR1, HSP90AA1","{""score_AA_direction_recovery"": 0.098, ""score_CD34_expression"": 0.126, ""score_CD34_marker_context"": 0.098, ""score_GSE165870_bulk_support"": 0.041999999999999996, ""score_WGCNA_module_strength"": 0.21, ""score_module_pathology_importance"": 0.126, ""score_network_pharmacology_hit"": 0.30000000000000004}"
exp_network_grid_exp_0.7500,experimental_network_weight_grid,Experimental evidence total weight=0.7500; network pharmacology weight=0.2500; no docking.,28,0.9333333333333333,0.875,0.9726327312534209,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK2, CDK4, SYK, TOP2A, TERT, APEX1, SIGMAR1, CHEK1, ARG1, PTPN11, HSP90AA1, PTGS2, CD38, GSK3B, MPO, CCNB1, AURKB, MDM4, TBXAS1, G6PD, PIK3CG, FLT3, CDK1","{""score_AA_direction_recovery"": 0.10500000000000001, ""score_CD34_expression"": 0.135, ""score_CD34_marker_context"": 0.10500000000000001, ""score_GSE165870_bulk_support"": 0.045, ""score_WGCNA_module_strength"": 0.22499999999999998, ""score_module_pathology_importance"": 0.135, ""score_network_pharmacology_hit"": 0.25}"
exp_network_grid_exp_0.7826,experimental_network_weight_grid,Experimental evidence total weight=0.7826; network pharmacology weight=0.2174; no docking.,30,1.0,1.0,1.0,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK4, CDK2, APEX1, SYK, TOP2A, HSP90AA1, CHEK1, SIGMAR1, TERT, PTPN11, PTGS2, ARG1, CD38, MDM4, MPO, PRKDC, GSK3B, CCNB1, G6PD, MIF, TBXAS1, AURKB, PIK3CG","{""score_AA_direction_recovery"": 0.10956521739800001, ""score_CD34_expression"": 0.140869565226, ""score_CD34_marker_context"": 0.10956521739800001, ""score_GSE165870_bulk_support"": 0.046956521742, ""score_WGCNA_module_strength"": 0.23478260871, ""score_module_pathology_importance"": 0.140869565226, ""score_network_pharmacology_hit"": 0.21739130429999998}"
exp_network_grid_exp_0.8000,experimental_network_weight_grid,Experimental evidence total weight=0.8000; network pharmacology weight=0.2000; no docking.,27,0.9,0.8181818181818182,0.9810744810744811,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK4, APEX1, HSP90AA1, CDK2, TOP2A, SYK, CHEK1, PTPN11, SIGMAR1, TERT, PTGS2, MDM4, CD38, ARG1, PRKDC, MIF, MPO, CCNB1, G6PD, GSK3B, PGD, HDAC1, TP53","{""score_AA_direction_recovery"": 0.11200000000000002, ""score_CD34_expression"": 0.144, ""score_CD34_marker_context"": 0.11200000000000002, ""score_GSE165870_bulk_support"": 0.048, ""score_WGCNA_module_strength"": 0.24, ""score_module_pathology_importance"": 0.144, ""score_network_pharmacology_hit"": 0.19999999999999996}"
exp_network_grid_exp_0.8500,experimental_network_weight_grid,Experimental evidence total weight=0.8500; network pharmacology weight=0.1500; no docking.,26,0.8666666666666667,0.7647058823529411,0.8468376068376068,"CDK6, HSP90AB1, CA2, PARP1, ACHE, KIT, HSP90AA1, HIF1A, CDK4, APEX1, PRKDC, CHEK1, TOP2A, CDK2, MDM4, PTPN11, SYK, MIF, PGD, HDAC1, TP53, SIGMAR1, PTGS2, CD38, ARG1, TERT, G6PD, MPO, CCNB1, PIK3CA","{""score_AA_direction_recovery"": 0.11900000000000001, ""score_CD34_expression"": 0.153, ""score_CD34_marker_context"": 0.11900000000000001, ""score_GSE165870_bulk_support"": 0.051, ""score_WGCNA_module_strength"": 0.255, ""score_module_pathology_importance"": 0.153, ""score_network_pharmacology_hit"": 0.15000000000000002}"
exp_network_grid_exp_0.9000,experimental_network_weight_grid,Experimental evidence total weight=0.9000; network pharmacology weight=0.1000; no docking.,23,0.7666666666666667,0.6216216216216216,0.7015810276679841,"HSP90AB1, CDK6, CA2, PARP1, HSP90AA1, KIT, ACHE, APEX1, PRKDC, CDK4, HIF1A, PGD, HDAC1, MDM4, TP53, MIF, CHEK1, PTPN11, TOP2A, CDK2, SYK, PTGS2, SIGMAR1, CD38, G6PD, DUT, DHFR, PIK3CB, PIK3CA, ARG1","{""score_AA_direction_recovery"": 0.12600000000000003, ""score_CD34_expression"": 0.162, ""score_CD34_marker_context"": 0.12600000000000003, ""score_GSE165870_bulk_support"": 0.054, ""score_WGCNA_module_strength"": 0.27, ""score_module_pathology_importance"": 0.162, ""score_network_pharmacology_hit"": 0.09999999999999998}"
exp_network_grid_exp_0.9500,experimental_network_weight_grid,Experimental evidence total weight=0.9500; network pharmacology weight=0.0500; no docking.,21,0.7,0.5384615384615384,0.6025974025974027,"HSP90AB1, CDK6, CA2, HSP90AA1, PARP1, KIT, PRKDC, APEX1, PGD, HDAC1, TP53, CDK4, ACHE, MDM4, MIF, HIF1A, CHEK1, PTPN11, TOP2A, DUT, DHFR, PIK3CB, CDK2, SYK, PTGS2, TDP1, G6PD, PIK3CA, SIGMAR1, FEN1","{""score_AA_direction_recovery"": 0.133, ""score_CD34_expression"": 0.17099999999999999, ""score_CD34_marker_context"": 0.133, ""score_GSE165870_bulk_support"": 0.056999999999999995, ""score_WGCNA_module_strength"": 0.285, ""score_module_pathology_importance"": 0.17099999999999999, ""score_network_pharmacology_hit"": 0.050000000000000044}"
exp_network_grid_exp_1.0000,experimental_network_weight_grid,Experimental evidence total weight=1.0000; network pharmacology weight=0.0000; no docking.,20,0.6666666666666666,0.5,0.4646616541353384,"HSP90AB1, CDK6, CA2, HSP90AA1, PRKDC, KIT, PGD, HDAC1, PARP1, TP53, APEX1, MIF, MDM4, CDK4, ACHE, HIF1A, DUT, CHEK1, DHFR, PIK3CB, PTPN11, TDP1, TOP2A, FEN1, PIK3CA, CDK2, HDAC8, PTGS2, G6PD, SYK","{""score_AA_direction_recovery"": 0.14, ""score_CD34_expression"": 0.18, ""score_CD34_marker_context"": 0.14, ""score_GSE165870_bulk_support"": 0.06, ""score_WGCNA_module_strength"": 0.3, ""score_module_pathology_importance"": 0.18, ""score_network_pharmacology_hit"": 0.0}"
leave_one_out_score_WGCNA_module_strength,leave_one_evidence_layer_out,Remove WGCNA module strength and renormalize remaining non-docking evidence.,26,0.8666666666666667,0.7647058823529411,0.7791452991452991,"CDK6, CA2, HSP90AB1, PARP1, MPO, HIF1A, ACHE, KIT, CDK2, CHEK1, CDK4, CCNB1, ARG1, APEX1, SYK, HSP90AA1, PLK1, AR, TOP1, PTGS2, TERT, CD38, PTPN11, TBXAS1, MIF, TOP2A, GSK3B, PRKDC, MET, G6PD","{""score_AA_direction_recovery"": 0.14318181818181816, ""score_CD34_expression"": 0.18409090909090908, ""score_CD34_marker_context"": 0.14318181818181816, ""score_GSE165870_bulk_support"": 0.06136363636363635, ""score_module_pathology_importance"": 0.18409090909090908, ""score_network_pharmacology_hit"": 0.28409090909090906}"
leave_one_out_score_module_pathology_importance,leave_one_evidence_layer_out,Remove module-pathology relevance and renormalize remaining non-docking evidence.,27,0.9,0.8181818181818182,0.8064713064713065,"CA2, CDK6, HSP90AB1, ACHE, PARP1, CDK4, SYK, SIGMAR1, APEX1, HSP90AA1, TERT, HIF1A, TOP2A, GSK3B, CD38, KIT, CDK2, PIK3CG, FLT3, IGF1R, ARG1, PTPN11, MIF, AKT1, CHEK1, AURKB, MPO, PTGS2, CCNB1, G6PD","{""score_AA_direction_recovery"": 0.12753036437246965, ""score_CD34_expression"": 0.16396761133603238, ""score_CD34_marker_context"": 0.12753036437246965, ""score_GSE165870_bulk_support"": 0.05465587044534412, ""score_WGCNA_module_strength"": 0.2732793522267206, ""score_network_pharmacology_hit"": 0.25303643724696356}"
leave_one_out_score_CD34_expression,leave_one_evidence_layer_out,Remove CD34 expression and renormalize remaining non-docking evidence.,25,0.8333333333333334,0.7142857142857143,0.8876923076923076,"CDK6, CA2, ACHE, PARP1, KIT, HIF1A, HSP90AB1, CDK2, TERT, PTGS2, ARG1, TOP2A, CHEK1, SYK, SIGMAR1, PTPN11, MDM4, CDK4, GSK3B, CD38, PIK3CG, TBXAS1, AURKB, IGF1R, G6PD, PIK3CA, CCNB1, AR, TP53, FLT3","{""score_AA_direction_recovery"": 0.12753036437246965, ""score_CD34_marker_context"": 0.12753036437246965, ""score_GSE165870_bulk_support"": 0.05465587044534412, ""score_WGCNA_module_strength"": 0.2732793522267206, ""score_module_pathology_importance"": 0.16396761133603238, ""score_network_pharmacology_hit"": 0.25303643724696356}"
leave_one_out_score_CD34_marker_context,leave_one_evidence_layer_out,Remove CD34 marker context and renormalize remaining non-docking evidence.,28,0.9333333333333333,0.875,0.870279146141215,"CA2, CDK6, HSP90AB1, ACHE, PARP1, TOP2A, HIF1A, SIGMAR1, HSP90AA1, CDK4, CDK2, APEX1, KIT, SYK, TERT, ARG1, CD38, PTGS2, AURKB, PTPN11, CCNB1, TBXAS1, MPO, CHEK1, MIF, CDK1, G6PD, GSK3B, MDM4, IGF1R","{""score_AA_direction_recovery"": 0.123046875, ""score_CD34_expression"": 0.158203125, ""score_GSE165870_bulk_support"": 0.05273437499999999, ""score_WGCNA_module_strength"": 0.263671875, ""score_module_pathology_importance"": 0.158203125, ""score_network_pharmacology_hit"": 0.24414062500000003}"
leave_one_out_score_AA_direction_recovery,leave_one_evidence_layer_out,Remove AA direction/recovery and renormalize remaining non-docking evidence.,28,0.9333333333333333,0.875,0.9518336070060207,"CA2, CDK6, ACHE, PARP1, HSP90AB1, HIF1A, KIT, CDK2, TERT, TOP2A, SYK, APEX1, CHEK1, PTPN11, CDK4, SIGMAR1, PTGS2, ARG1, HSP90AA1, CD38, CDK1, MDM4, GSK3B, MPO, G6PD, CCNB1, AURKB, ESR1, MIF, TBXAS1","{""score_CD34_expression"": 0.158203125, ""score_CD34_marker_context"": 0.123046875, ""score_GSE165870_bulk_support"": 0.05273437499999999, ""score_WGCNA_module_strength"": 0.263671875, ""score_module_pathology_importance"": 0.158203125, ""score_network_pharmacology_hit"": 0.24414062500000003}"
leave_one_out_score_GSE165870_bulk_support,leave_one_evidence_layer_out,Remove bulk RNA support and renormalize remaining non-docking evidence.,29,0.9666666666666667,0.9354838709677419,0.9822660098522165,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK4, CDK2, APEX1, TOP2A, SYK, HSP90AA1, CHEK1, PTPN11, SIGMAR1, TERT, MDM4, PTGS2, CD38, MPO, GSK3B, PRKDC, ARG1, MIF, AURKB, G6PD, CCNB1, TBXAS1, PGD","{""score_AA_direction_recovery"": 0.11496350364963503, ""score_CD34_expression"": 0.14781021897810218, ""score_CD34_marker_context"": 0.11496350364963503, ""score_WGCNA_module_strength"": 0.24635036496350363, ""score_module_pathology_importance"": 0.14781021897810218, ""score_network_pharmacology_hit"": 0.2281021897810219}"
leave_one_out_score_network_pharmacology_hit,leave_one_evidence_layer_out,Remove network pharmacology hit and renormalize remaining non-docking evidence.,20,0.6666666666666666,0.5,0.4646616541353384,"HSP90AB1, CDK6, CA2, HSP90AA1, PRKDC, KIT, PGD, HDAC1, PARP1, TP53, APEX1, MIF, MDM4, CDK4, ACHE, HIF1A, DUT, CHEK1, DHFR, PIK3CB, PTPN11, TDP1, TOP2A, FEN1, PIK3CA, CDK2, HDAC8, PTGS2, G6PD, SYK","{""score_AA_direction_recovery"": 0.14, ""score_CD34_expression"": 0.18000000000000002, ""score_CD34_marker_context"": 0.14, ""score_GSE165870_bulk_support"": 0.05999999999999999, ""score_WGCNA_module_strength"": 0.3, ""score_module_pathology_importance"": 0.18000000000000002}"
deterministic_jitter_001,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",27,0.9,0.8181818181818182,0.9810744810744811,"CDK6, CA2, HSP90AB1, ACHE, PARP1, KIT, HIF1A, CDK4, APEX1, CDK2, TOP2A, HSP90AA1, SYK, CHEK1, PTPN11, SIGMAR1, MDM4, PTGS2, TERT, ARG1, PRKDC, CD38, TP53, HDAC1, PGD, G6PD, CCNB1, TBXAS1, GSK3B, PIK3CG","{""score_AA_direction_recovery"": 0.10937214304799986, ""score_CD34_expression"": 0.12292064751028639, ""score_CD34_marker_context"": 0.1078168145965793, ""score_GSE165870_bulk_support"": 0.054306376780913886, ""score_WGCNA_module_strength"": 0.2704818439236208, ""score_module_pathology_importance"": 0.1510803122075814, ""score_network_pharmacology_hit"": 0.18402186193301837}"
deterministic_jitter_002,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",27,0.9,0.8181818181818182,0.8864468864468864,"CA2, CDK6, ACHE, PARP1, HSP90AB1, HIF1A, KIT, TOP2A, CDK2, TERT, SYK, SIGMAR1, CDK4, ARG1, PTGS2, APEX1, PTPN11, CHEK1, CD38, AURKB, GSK3B, CCNB1, TBXAS1, HSP90AA1, MDM4, CDK1, PIK3CG, G6PD, IGF1R, FLT3","{""score_AA_direction_recovery"": 0.08143724562380156, ""score_CD34_expression"": 0.11151507723429213, ""score_CD34_marker_context"": 0.08062695414597311, ""score_GSE165870_bulk_support"": 0.051634116332582115, ""score_WGCNA_module_strength"": 0.2743385325021614, ""score_module_pathology_importance"": 0.1412429247505986, ""score_network_pharmacology_hit"": 0.2592051494105912}"
deterministic_jitter_003,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",28,0.9333333333333333,0.875,0.9813902572523261,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK4, APEX1, HSP90AA1, SYK, CDK2, TOP2A, CHEK1, SIGMAR1, PTPN11, TERT, CD38, MDM4, PTGS2, ARG1, PRKDC, MIF, GSK3B, MPO, G6PD, CCNB1, PIK3CG, HDAC1, PGD","{""score_AA_direction_recovery"": 0.09250634883273245, ""score_CD34_expression"": 0.15227586319070696, ""score_CD34_marker_context"": 0.12402051352755361, ""score_GSE165870_bulk_support"": 0.040611194139238874, ""score_WGCNA_module_strength"": 0.2481916041935776, ""score_module_pathology_importance"": 0.13188367960326142, ""score_network_pharmacology_hit"": 0.210510796512929}"
deterministic_jitter_004,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",27,0.9,0.8181818181818182,0.9267399267399267,"CDK6, CA2, HSP90AB1, PARP1, ACHE, KIT, HIF1A, HSP90AA1, CDK4, APEX1, SYK, CDK2, TOP2A, CHEK1, PTPN11, PRKDC, SIGMAR1, MDM4, MIF, CD38, TERT, PTGS2, ARG1, MPO, PGD, HDAC1, TP53, G6PD, CCNB1, GSK3B","{""score_AA_direction_recovery"": 0.11168641783508185, ""score_CD34_expression"": 0.15981158721378508, ""score_CD34_marker_context"": 0.12249935200713113, ""score_GSE165870_bulk_support"": 0.050019805309632015, ""score_WGCNA_module_strength"": 0.23634417674904423, ""score_module_pathology_importance"": 0.13546223001195495, ""score_network_pharmacology_hit"": 0.1841764308733708}"
deterministic_jitter_005,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",27,0.9,0.8181818181818182,0.9511599511599511,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK2, CDK4, TOP2A, CHEK1, APEX1, PTGS2, PTPN11, HSP90AA1, ARG1, SYK, MDM4, TERT, SIGMAR1, PRKDC, CD38, CCNB1, MPO, TBXAS1, G6PD, TP53, AURKB, HDAC1, PGD","{""score_AA_direction_recovery"": 0.12327588508251841, ""score_CD34_expression"": 0.12062365821212191, ""score_CD34_marker_context"": 0.09850940736775442, ""score_GSE165870_bulk_support"": 0.05395556950804519, ""score_WGCNA_module_strength"": 0.2185349035466673, ""score_module_pathology_importance"": 0.18188231762988816, ""score_network_pharmacology_hit"": 0.20321825865300464}"
deterministic_jitter_006,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",27,0.9,0.8181818181818182,0.9700854700854701,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK2, TOP2A, CDK4, APEX1, CHEK1, HSP90AA1, PTGS2, PTPN11, SYK, ARG1, TERT, SIGMAR1, MDM4, CD38, PRKDC, CCNB1, MPO, TBXAS1, G6PD, AURKB, TP53, HDAC1, PGD","{""score_AA_direction_recovery"": 0.10341945278737978, ""score_CD34_expression"": 0.13242984420841047, ""score_CD34_marker_context"": 0.09172386442126254, ""score_GSE165870_bulk_support"": 0.056947015737839876, ""score_WGCNA_module_strength"": 0.23015006999608387, ""score_module_pathology_importance"": 0.17925242586627788, ""score_network_pharmacology_hit"": 0.2060773269827456}"
deterministic_jitter_007,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",30,1.0,1.0,0.9604004449388208,"CDK6, CA2, HSP90AB1, PARP1, ACHE, CDK4, HIF1A, KIT, HSP90AA1, APEX1, SYK, TOP2A, SIGMAR1, CDK2, TERT, CD38, PTPN11, CHEK1, ARG1, PTGS2, MDM4, GSK3B, MIF, PRKDC, CCNB1, PIK3CG, AURKB, MPO, G6PD, TBXAS1","{""score_AA_direction_recovery"": 0.1267883227321311, ""score_CD34_expression"": 0.1461690509070805, ""score_CD34_marker_context"": 0.09035336860111982, ""score_GSE165870_bulk_support"": 0.058003057412409374, ""score_WGCNA_module_strength"": 0.2610172837581105, ""score_module_pathology_importance"": 0.11102558225716412, ""score_network_pharmacology_hit"": 0.20664333433198467}"
deterministic_jitter_008,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",30,1.0,1.0,0.9661846496106785,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, CDK4, KIT, HSP90AA1, APEX1, SYK, CDK2, TOP2A, SIGMAR1, TERT, CHEK1, MPO, CD38, PTPN11, ARG1, PTGS2, MIF, GSK3B, CCNB1, PRKDC, MDM4, PIK3CG, TBXAS1, G6PD, AURKB","{""score_AA_direction_recovery"": 0.11934295188336837, ""score_CD34_expression"": 0.16666073952758664, ""score_CD34_marker_context"": 0.10387226141949578, ""score_GSE165870_bulk_support"": 0.05655344274773248, ""score_WGCNA_module_strength"": 0.20645635376381877, ""score_module_pathology_importance"": 0.11953452867577491, ""score_network_pharmacology_hit"": 0.22757972198222298}"
deterministic_jitter_009,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",28,0.9333333333333333,0.875,0.9649698960043787,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK4, APEX1, CDK2, HSP90AA1, CHEK1, TOP2A, SYK, PTGS2, PTPN11, ARG1, MPO, TERT, MDM4, SIGMAR1, PRKDC, CD38, CCNB1, MIF, G6PD, TBXAS1, TP53, HDAC1, GSK3B","{""score_AA_direction_recovery"": 0.09706521331649626, ""score_CD34_expression"": 0.1516528151205546, ""score_CD34_marker_context"": 0.11192999983309847, ""score_GSE165870_bulk_support"": 0.0616912454069997, ""score_WGCNA_module_strength"": 0.19981202996071942, ""score_module_pathology_importance"": 0.1688073960389505, ""score_network_pharmacology_hit"": 0.2090413003231811}"
deterministic_jitter_010,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",29,0.9666666666666667,0.9354838709677419,0.9527093596059112,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, CDK4, SYK, KIT, APEX1, TOP2A, CDK2, SIGMAR1, TERT, HSP90AA1, CD38, PTPN11, CHEK1, ARG1, GSK3B, PTGS2, MPO, PIK3CG, AURKB, CCNB1, FLT3, MIF, MDM4, TBXAS1, G6PD","{""score_AA_direction_recovery"": 0.09861832883134015, ""score_CD34_expression"": 0.15287317100352768, ""score_CD34_marker_context"": 0.1028029537848805, ""score_GSE165870_bulk_support"": 0.04538298985010948, ""score_WGCNA_module_strength"": 0.25176876802969034, ""score_module_pathology_importance"": 0.10448791834429445, ""score_network_pharmacology_hit"": 0.2440658701561574}"
deterministic_jitter_011,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",29,0.9666666666666667,0.9354838709677419,0.9600985221674873,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK2, CDK4, SYK, TOP2A, APEX1, TERT, CHEK1, ARG1, PTGS2, SIGMAR1, HSP90AA1, MPO, PTPN11, CD38, CCNB1, GSK3B, TBXAS1, MDM4, AURKB, G6PD, PIK3CG, FLT3, PRKDC","{""score_AA_direction_recovery"": 0.1363390011235518, ""score_CD34_expression"": 0.1299797479899125, ""score_CD34_marker_context"": 0.10979673000592977, ""score_GSE165870_bulk_support"": 0.04840436308457375, ""score_WGCNA_module_strength"": 0.18334961771169772, ""score_module_pathology_importance"": 0.14315839551073223, ""score_network_pharmacology_hit"": 0.2489721445736023}"
deterministic_jitter_012,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",27,0.9,0.8181818181818182,0.92002442002442,"CDK6, CA2, HSP90AB1, PARP1, ACHE, KIT, HIF1A, HSP90AA1, APEX1, CDK4, TOP2A, CDK2, CHEK1, SYK, PTPN11, MDM4, PRKDC, SIGMAR1, MIF, HDAC1, PTGS2, PGD, TP53, TERT, CD38, ARG1, G6PD, MPO, CCNB1, GSK3B","{""score_AA_direction_recovery"": 0.0862783071656633, ""score_CD34_expression"": 0.15847192106778438, ""score_CD34_marker_context"": 0.1205622963391355, ""score_GSE165870_bulk_support"": 0.04966401158139354, ""score_WGCNA_module_strength"": 0.2660082864005129, ""score_module_pathology_importance"": 0.15153441129826906, ""score_network_pharmacology_hit"": 0.1674807661472413}"
deterministic_jitter_013,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",29,0.9666666666666667,0.9354838709677419,0.9881773399014776,"CDK6, CA2, HSP90AB1, PARP1, ACHE, KIT, HIF1A, CDK4, APEX1, SYK, CDK2, HSP90AA1, TOP2A, SIGMAR1, CHEK1, TERT, PTPN11, CD38, PTGS2, ARG1, MDM4, GSK3B, PRKDC, MPO, MIF, PIK3CG, CCNB1, G6PD, AURKB, FLT3","{""score_AA_direction_recovery"": 0.1252165987162196, ""score_CD34_expression"": 0.14054133314189254, ""score_CD34_marker_context"": 0.12041379230226044, ""score_GSE165870_bulk_support"": 0.040224478397977395, ""score_WGCNA_module_strength"": 0.24220852160282125, ""score_module_pathology_importance"": 0.11764863641727433, ""score_network_pharmacology_hit"": 0.2137466394215545}"
deterministic_jitter_014,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",28,0.9333333333333333,0.875,0.9414340448823207,"CDK6, CA2, HSP90AB1, PARP1, ACHE, HIF1A, KIT, CDK2, SYK, TOP2A, TERT, CDK4, APEX1, ARG1, SIGMAR1, CHEK1, PTGS2, CD38, PTPN11, MPO, HSP90AA1, CCNB1, GSK3B, TBXAS1, AURKB, G6PD, CDK1, IGF1R, MDM4, PIK3CG","{""score_AA_direction_recovery"": 0.09769203108594979, ""score_CD34_expression"": 0.1388421992578289, ""score_CD34_marker_context"": 0.09493864019228969, ""score_GSE165870_bulk_support"": 0.055902116876596616, ""score_WGCNA_module_strength"": 0.20353615502005962, ""score_module_pathology_importance"": 0.14654270758724802, ""score_network_pharmacology_hit"": 0.26254614998002734}"
deterministic_jitter_015,deterministic_weight_jitter_pm25pct,"Each non-docking evidence weight multiplied by a deterministic random factor in [0.75, 1.25], then renormalized.",29,0.9666666666666667,0.9354838709677419,0.9330049261083742,"CDK6, CA2, ACHE, HSP90AB1, PARP1, HIF1A, KIT, CDK2, TOP2A, TERT, SYK, CDK4, SIGMAR1, APEX1, PTGS2, CHEK1, PTPN11, ARG1, CD38, HSP90AA1, MDM4, AURKB, GSK3B, CCNB1, TBXAS1, G6PD, PIK3CG, CDK1, PRKDC, MPO","{""score_AA_direction_recovery"": 0.08323508475359107, ""score_CD34_expression"": 0.11498559523372794, ""score_CD34_marker_context"": 0.09718586760533214, ""score_GSE165870_bulk_support"": 0.05163451950748778, ""score_WGCNA_module_strength"": 0.2672101346708918, ""score_module_pathology_importance"": 0.15538334579117774, ""score_network_pharmacology_hit"": 0.2303654524377915}"
