time_ns	temperature_K	pressure_bar	density_kg_m3
20.88	299.168915	-41.465405	1029.412842
20.89	299.352783	206.990128	1037.150391
20.9	299.891571	-37.080704	1034.96521
20.91	300.496216	-33.816994	1030.450439
20.92	300.448822	-24.82135	1034.063721
20.93	299.198029	129.457901	1034.784302
20.94	300.579987	329.133026	1041.42688
20.95	298.351898	-36.614231	1035.446655
20.96	296.581482	-17.730722	1032.939331
20.97	299.911133	-61.535107	1034.932373
20.98	298.520172	-18.95208	1031.057861
20.99	300.389648	-155.220581	1031.632812
21.0	301.266022	-27.29776	1033.786499
21.01	301.564117	-5.550049	1033.005737
21.02	298.536774	47.976269	1037.083008
21.03	300.813263	35.439342	1033.51001
21.04	298.973999	-82.676781	1037.120972
21.05	300.1409	-300.091095	1021.565063
21.06	298.800262	-168.60083	1027.214233
21.07	299.776276	-47.653332	1028.88147
21.08	299.674042	-85.198219	1033.359741
21.09	298.663879	118.622566	1031.851562
21.1	300.747772	33.217869	1035.742065
21.11	300.595947	-93.306984	1034.558716
21.12	300.301239	-4.101751	1025.428467
21.13	298.990295	-72.135658	1031.861084
21.14	298.357788	-138.501724	1035.631714
21.15	298.246887	127.595833	1039.31897
21.16	300.817902	-118.337975	1028.801758
21.17	299.903961	-111.816284	1028.207642
21.18	300.36496	-76.478226	1032.795654
21.19	299.274902	330.217041	1033.958984
21.2	299.812012	95.24839	1033.3479
21.21	299.734894	-137.125412	1024.741455
21.22	299.004669	-75.663811	1028.263062
21.23	299.621674	144.574768	1037.698608
21.24	297.823883	-155.858963	1029.292603
21.25	300.444519	29.892584	1034.002441
21.26	300.169739	-153.061707	1031.970459
21.27	300.872009	309.104431	1037.664062
21.28	299.243652	6.531599	1032.398315
21.29	300.552032	-40.335026	1029.680908
21.3	300.798065	180.172256	1036.514404
21.31	300.194366	232.867752	1033.68689
21.32	300.01297	-98.411217	1031.615723
21.33	299.415771	20.598434	1026.24231
21.34	299.440308	46.201813	1029.387573
21.35	299.366241	-150.589478	1028.19104
21.36	300.257538	62.88438	1030.747681
21.37	297.372345	-207.424927	1027.658936
21.38	301.172638	88.834007	1033.227539
21.39	301.234558	133.187012	1035.646484
21.4	301.401489	172.083969	1036.122192
21.41	301.220367	182.065796	1041.40271
21.42	300.273499	35.483479	1038.20752
21.43	302.021484	-94.710388	1026.626953
21.44	299.600555	-65.403572	1029.478882
21.45	300.612366	142.329163	1035.904785
21.46	300.584412	3.481476	1036.028564
21.47	300.744873	-3.295131	1026.264526
21.48	301.885498	-176.832779	1028.995605
21.49	300.110748	-115.61618	1034.784302
21.5	297.728088	-20.881611	1026.964111
21.51	300.037079	76.81282	1031.02417
21.52	299.713409	114.092407	1034.618774
21.53	299.037598	-86.346657	1032.224609
21.54	301.393677	26.707544	1029.905762
21.55	300.259705	180.987	1038.318481
21.56	300.397278	128.110611	1036.660034
21.57	300.665222	-108.013359	1023.839294
21.58	300.579132	162.433578	1034.324829
21.59	302.220367	20.438635	1035.136108
21.6	299.420074	19.618654	1037.236938
21.61	301.291656	132.961197	1036.626343
21.62	299.321045	80.316322	1035.025269
21.63	299.965424	-51.223652	1028.822388
21.64	299.344086	-72.714142	1028.105103
21.65	299.294891	221.213211	1039.863892
21.66	300.971802	52.348049	1032.330811
21.67	299.848358	-26.318449	1028.544189
21.68	299.680511	-158.670151	1030.198608
21.69	299.949005	-75.081169	1032.474731
21.7	301.893555	243.290283	1041.647217
21.71	301.714386	12.802777	1031.998047
21.72	296.357391	3.944794	1031.137207
21.73	298.5112	16.01631	1032.134277
21.74	299.979065	-26.664253	1032.258179
21.75	299.924957	24.719538	1032.100464
21.76	299.489105	-2.41438	1036.88501
21.77	299.677551	-45.176128	1026.675903
21.78	299.887207	-250.668777	1021.426331
21.79	299.665924	-252.759521	1029.177368
21.8	301.081787	13.723887	1042.067749
21.81	301.877289	33.985325	1031.419189
21.82	299.680145	0.14199	1036.691284
21.83	299.952393	44.798565	1036.772583
21.84	301.192139	-98.479736	1029.439697
21.85	299.519928	-142.211441	1027.894775
21.86	298.929657	8.337117	1034.427734
21.87	299.451569	31.379303	1037.119385
21.88	299.375031	30.490602	1033.359863
21.89	297.847229	-178.97551	1029.906006
21.9	301.704132	-219.958298	1034.137939
21.91	300.95755	-106.419273	1025.732788
21.92	299.715027	-98.318756	1030.066772
21.93	298.982056	140.921158	1039.685547
21.94	300.11261	-72.751991	1026.260986
21.95	299.14859	-6.940408	1029.755371
21.96	300.214508	-129.194107	1036.228271
21.97	299.641113	20.560646	1032.110229
21.98	299.557861	33.444935	1033.633789
21.99	298.859589	-114.215729	1031.921997
22.0	299.263275	-137.917404	1024.57605
22.01	300.304718	-247.730896	1030.685791
22.02	298.574493	50.972534	1033.925903
22.03	299.714447	-81.610695	1037.271729
22.04	300.52179	-6.486176	1034.576904
22.05	299.69693	-80.890717	1030.768188
22.06	299.645874	140.164566	1039.705933
22.07	301.178711	-14.438443	1034.326416
22.08	300.860352	67.243965	1031.719482
22.09	297.483582	15.073944	1032.527344
22.1	302.100189	124.327698	1037.223877
22.11	300.168396	130.855896	1038.916504
22.12	302.056335	37.495071	1035.292847
22.13	301.470673	-139.391739	1023.731628
22.14	302.238434	104.114586	1034.245728
22.15	301.472626	118.030251	1036.941772
22.16	302.064453	-11.400817	1030.664062
22.17	299.722778	42.892742	1035.067505
22.18	301.302582	115.274117	1033.84021
22.19	298.63028	128.087265	1034.190186
22.2	301.316589	-34.708088	1030.864746
22.21	300.894745	202.38176	1038.341553
22.22	299.77417	-28.794573	1037.802002
22.23	299.111938	39.976162	1030.909424
22.24	300.082794	212.933426	1034.889648
22.25	301.236572	-6.949068	1031.053589
22.26	300.948364	-341.306824	1022.168762
22.27	301.076172	-33.40535	1032.244629
22.28	301.689423	50.847946	1033.842529
22.29	300.370361	79.009132	1037.183105
22.3	299.722778	111.353821	1037.176758
22.31	298.650208	145.574448	1032.973022
22.32	300.493896	-34.065975	1028.064575
22.33	299.031281	-198.453674	1034.088379
22.34	298.428528	-60.401489	1027.724731
22.35	301.521973	51.586529	1028.419189
22.36	301.44519	262.11264	1034.667114
22.37	301.445587	-159.041962	1028.758545
22.38	298.34726	1.865417	1030.626709
22.39	298.635651	62.131947	1033.772705
22.4	301.074341	-63.445606	1031.099976
22.41	298.686707	66.397491	1034.47583
22.42	299.79599	-56.591351	1036.107178
22.43	298.485718	-7.356236	1027.864624
22.44	299.938721	21.805115	1030.593628
22.45	299.444153	-21.921127	1031.300049
22.46	299.228424	-101.740196	1028.902954
22.47	299.013977	70.908546	1033.510986
22.48	300.534637	-204.161499	1029.254517
22.49	301.337433	25.62221	1029.010498
22.5	299.331024	11.655835	1029.284912
22.51	299.603638	-68.116997	1035.993042
22.52	302.02655	114.414467	1036.510132
22.53	299.999847	-50.418842	1039.415161
22.54	299.874969	-60.696827	1027.678467
22.55	297.61676	-51.662769	1032.298096
22.56	301.050323	171.373703	1036.421631
22.57	301.610657	-76.491829	1027.579102
22.58	299.215027	57.090618	1037.828735
22.59	298.962769	-36.93441	1032.993774
22.6	300.8974	-14.736615	1028.009033
22.61	299.867035	-35.495159	1036.857666
22.62	301.442047	15.837505	1028.334229
22.63	300.602264	-213.449997	1028.098145
22.64	300.385742	0.506365	1030.977905
22.65	300.468353	23.970957	1037.808716
22.66	300.030487	-34.320553	1030.920532
22.67	298.462921	-47.715702	1034.493896
22.68	298.529144	35.290897	1031.050171
22.69	297.687073	113.751106	1033.348511
22.7	300.62323	354.843628	1034.522583
22.71	300.424835	222.416306	1036.758667
22.72	300.62323	9.814545	1032.354492
22.73	301.242218	-86.999115	1026.970947
22.74	300.52417	-275.044617	1024.261597
22.75	300.006073	-103.245979	1027.77124
22.76	300.880157	-66.571632	1035.523804
22.77	301.334808	262.300049	1041.598877
22.78	301.068176	75.064507	1037.668823
22.79	298.190155	30.88212	1030.819092
22.8	299.009094	-153.627396	1034.233643
22.81	299.842896	-18.741165	1026.190674
22.82	300.790283	-115.892906	1028.037109
22.83	300.575836	39.233681	1030.464478
22.84	301.198364	8.529549	1038.995361
22.85	301.113953	294.719849	1033.44458
22.86	300.269135	48.495205	1033.317139
22.87	299.927399	14.953801	1035.020752
22.88	299.551056	147.685593	1036.184448
22.89	300.783966	4.498293	1032.10144
22.9	299.237579	104.590424	1028.456543
22.91	300.812317	-28.267817	1029.991699
22.92	299.657104	12.565681	1036.762695
22.93	301.089142	16.505661	1032.470947
22.94	299.159576	44.898663	1028.40332
22.95	301.064331	-84.526382	1030.012451
22.96	298.136383	-25.82058	1025.28064
22.97	301.894684	98.98526	1035.315308
22.98	299.214386	120.147247	1035.851929
22.99	300.436005	-36.323528	1027.062256
23.0	298.899078	274.454102	1039.639893
23.01	299.266693	192.921188	1039.551147
23.02	301.60376	-19.743448	1033.601562
23.03	298.676056	-77.574982	1030.992554
23.04	299.209076	40.226295	1028.876465
23.05	299.066589	35.625034	1033.928833
23.06	299.796417	38.623348	1038.606445
23.07	300.332764	-89.97776	1027.685791
23.08	299.531982	-56.202534	1031.795288
23.09	300.0336	-216.890137	1025.930908
23.1	300.074036	10.932307	1030.189819
23.11	300.359833	176.703918	1039.04126
23.12	301.633545	-139.824158	1024.887817
23.13	300.033752	-39.20977	1033.875366
23.14	299.596222	-36.473667	1037.625
23.15	300.814697	-96.445885	1026.766724
23.16	300.484619	-110.800697	1035.332642
23.17	297.829773	-17.345652	1035.491699
23.18	299.596558	210.835526	1033.508911
23.19	298.393188	-176.530075	1032.179443
23.2	300.42923	55.236553	1030.843872
23.21	300.913055	-89.205528	1032.973022
23.22	301.170013	79.240303	1029.740845
23.23	298.683685	-284.639557	1021.385742
23.24	300.888702	200.009048	1042.564453
23.25	302.351196	4.140818	1031.533569
23.26	301.433655	151.338257	1038.185547
23.27	301.483704	6.408121	1034.122681
23.28	301.106812	-20.061335	1033.040894
23.29	300.321747	97.870659	1030.020264
23.3	299.192352	71.583717	1030.579956
23.31	300.235474	-124.821899	1030.623657
23.32	298.926056	-139.062119	1031.047485
23.33	299.945343	175.371353	1035.36438
23.34	298.586823	110.724525	1035.703369
23.35	300.089264	23.511358	1026.432617
23.36	299.884827	-22.89102	1026.788818
23.37	300.421234	67.575104	1035.542847
23.38	300.465179	154.248184	1041.134399
23.39	298.16217	69.707375	1034.938843
23.4	299.06308	67.8284	1036.819092
23.41	299.231415	-21.192196	1028.842529
23.42	298.219055	-54.777588	1030.012085
23.43	297.995056	86.605003	1034.653198
23.44	301.027802	46.49715	1035.953735
23.45	298.617188	-127.809662	1026.545288
23.46	298.571106	-133.408066	1025.962036
23.47	299.578735	-44.456436	1030.229614
23.48	300.452026	-89.524162	1027.793945
23.49	300.661499	21.722048	1035.690308
23.5	299.420929	-64.484444	1036.759521
23.51	299.955505	84.002319	1030.82019
23.52	299.420074	-18.543497	1029.164673
23.53	299.584656	97.358345	1036.71582
23.54	300.524292	458.763519	1046.921143
23.55	300.692505	36.594692	1038.333984
23.56	300.479675	-3.60058	1034.015015
23.57	299.379761	-30.095932	1029.255493
23.58	299.925018	99.452171	1042.930786
23.59	298.717316	-67.413673	1030.914917
23.6	299.961945	137.252579	1032.103149
23.61	301.361237	44.628941	1037.299072
23.62	299.916351	64.673149	1033.535278
23.63	298.322418	-95.211876	1028.17041
23.64	299.422638	-188.659134	1026.371094
23.65	300.457489	-92.254066	1029.930786
23.66	299.919678	-58.299652	1031.458618
23.67	299.891663	93.339806	1036.796631
23.68	299.833771	96.814796	1031.897339
23.69	300.526611	96.041298	1039.283447
23.7	299.826385	238.014084	1033.919312
23.71	299.751892	-152.509827	1027.216309
23.72	298.212616	-224.632996	1025.950195
23.73	299.726868	-166.965622	1025.451172
23.74	301.391541	143.089401	1036.662964
23.75	301.929565	180.304733	1034.097046
23.76	301.194519	108.30703	1036.956421
23.77	298.645844	55.254795	1033.873657
23.78	298.141907	-47.588223	1032.356079
23.79	299.19519	99.738678	1038.840942
23.8	299.405243	95.201813	1033.584229
23.81	300.649323	165.238785	1037.498047
23.82	300.384308	-9.926925	1031.948853
23.83	300.323578	-95.68396	1028.506592
23.84	299.079681	-51.59639	1026.014404
23.85	300.485748	95.306252	1037.848633
23.86	300.01059	22.194815	1032.443115
23.87	298.826324	98.669983	1036.01123
23.88	300.435547	48.733631	1033.467041
23.89	300.674225	96.99691	1036.140625
23.9	300.705261	-148.181442	1031.369263
23.91	301.348846	-163.680435	1031.634155
23.92	300.70285	40.959293	1031.905762
23.93	299.731445	68.367592	1029.299316
23.94	298.555084	147.686691	1038.303223
23.95	301.096039	184.657059	1033.115479
23.96	300.60495	-23.483301	1029.195068
23.97	298.189697	1.300448	1027.896851
23.98	299.890747	-92.596046	1034.337402
23.99	301.446716	-46.149124	1029.963867
24.0	299.504303	341.594269	1039.353882
24.01	301.040771	-3.185092	1033.34314
24.02	298.467743	-53.442654	1031.421997
24.03	299.332123	22.391603	1031.613647
24.04	297.364746	92.820625	1038.876465
24.05	299.681976	124.749687	1039.328491
24.06	301.450043	75.896904	1031.91272
24.07	299.540466	73.435883	1031.609375
24.08	299.682434	23.178217	1039.037842
24.09	300.387665	-8.59937	1027.603394
24.1	298.912689	-134.524918	1024.289307
24.11	300.757568	129.092941	1037.186401
24.12	299.281616	199.891464	1037.057617
24.13	299.247375	119.764076	1040.838013
24.14	299.918121	-22.772415	1030.327759
24.15	302.048676	-110.423698	1027.910645
24.16	300.000092	-162.024521	1026.344727
24.17	300.271545	6.866491	1030.892334
24.18	299.456268	43.138287	1030.03064
24.19	299.276062	-12.700737	1034.880615
24.2	300.659088	-73.495766	1032.72937
24.21	300.148926	136.300217	1034.382202
24.22	299.195862	-190.556717	1028.17749
24.23	299.569244	-269.988403	1028.406372
24.24	299.721252	42.702389	1035.349609
24.25	299.225739	-66.690323	1027.828979
24.26	300.715607	198.934326	1041.514648
24.27	299.529633	78.385155	1032.736084
24.28	301.371857	-107.037941	1030.305054
24.29	300.059448	92.79911	1036.487427
24.3	299.840546	-124.193901	1028.73584
24.31	302.062805	-88.58432	1028.686768
24.32	299.528076	-156.230698	1030.153687
24.33	300.454742	-6.371385	1031.88501
24.34	299.00885	141.809967	1040.328247
24.35	300.155975	156.25853	1035.295288
24.36	301.00708	68.547386	1032.069336
24.37	300.535187	-115.092461	1032.580444
24.38	300.999237	-193.887497	1030.632446
24.39	300.531158	10.733429	1032.955078
24.4	300.247009	246.925858	1041.578979
24.41	299.646545	150.911148	1033.680664
24.42	299.727356	-52.027496	1025.424683
24.43	302.146271	-204.154282	1026.039917
24.44	299.460052	-144.968872	1034.310181
24.45	302.547882	0.631841	1033.41748
24.46	300.439362	-69.881355	1020.233643
24.47	300.41922	-88.862312	1033.672485
24.48	299.049988	-52.622837	1037.365479
24.49	300.433228	-21.191702	1035.035156
24.5	302.471497	35.789848	1030.678711
24.51	298.781311	-187.901413	1028.589111
24.52	300.995331	-13.263969	1030.053711
24.53	299.571381	52.722309	1030.122803
24.54	299.830505	118.385002	1036.012085
24.55	300.470306	57.115753	1025.431152
24.56	299.434204	-71.871315	1023.266907
24.57	301.006927	141.092529	1035.262939
24.58	300.810089	31.324244	1034.583252
24.59	298.917633	74.413338	1036.448608
24.6	300.409576	-156.029556	1030.670166
24.61	300.000519	106.334084	1033.590454
24.62	299.808258	81.444824	1037.279785
24.63	299.51004	-46.677158	1032.624268
24.64	297.503082	-200.06813	1030.634888
24.65	299.436829	-112.75724	1029.914062
24.66	300.835449	40.546444	1034.193359
24.67	300.204773	8.149816	1031.092163
24.68	301.296265	80.714012	1032.448364
24.69	300.929016	-31.772284	1031.219604
24.7	299.453308	-64.592567	1034.091797
24.71	299.193909	17.658533	1026.419678
24.72	302.024323	138.018875	1036.029419
24.73	300.46405	74.829475	1033.566406
24.74	300.749268	46.01506	1036.816406
24.75	298.474976	-180.04924	1033.219604
24.76	299.67099	-46.256207	1029.443604
24.77	300.502594	-123.377167	1027.180176
24.78	300.823914	71.459045	1032.683838
24.79	299.760406	178.569214	1037.255981
24.8	298.152893	-3.890592	1030.56604
24.81	300.395813	127.603798	1036.027466
24.82	299.917877	154.194168	1034.643066
24.83	301.81955	23.849791	1029.398804
24.84	301.503052	35.651058	1037.319092
24.85	299.37796	-208.11731	1024.688232
24.86	298.119965	-6.347136	1032.561157
24.87	299.776337	166.445938	1035.636597
24.88	301.650909	-101.263588	1024.226318
24.89	301.296997	214.145004	1031.643433
24.9	299.328552	-267.646637	1027.272583
24.91	300.2323	-156.827316	1023.170166
24.92	298.386017	111.534233	1036.059082
24.93	299.881958	223.321121	1040.597534
24.94	299.419006	-82.057526	1028.469482
24.95	301.263123	-68.818947	1026.579468
24.96	300.540192	175.850479	1033.312744
24.97	303.26947	-70.405334	1033.268311
24.98	301.257172	-28.033539	1034.02356
24.99	299.502228	19.087885	1032.89978
25.0	300.665222	-56.920506	1034.961426
25.01	300.997406	79.198166	1036.601318
25.02	300.9935	-60.8367	1033.253052
25.03	299.658813	-49.724606	1033.953613
25.04	298.941467	-57.26474	1033.156738
25.05	300.820862	-75.407288	1026.091553
25.06	301.531006	63.829517	1035.493408
25.07	299.812439	-119.643013	1030.579224
25.08	300.166412	57.215851	1034.295776
25.09	299.002136	49.446331	1028.952759
25.1	302.076813	-37.799198	1032.799683
25.11	299.750763	81.508751	1039.849365
25.12	299.098267	3.265854	1035.207642
25.13	300.370575	-23.647652	1033.586182
25.14	297.754761	-239.697205	1026.019653
25.15	300.227234	-228.4991	1033.449951
25.16	299.674469	40.259251	1031.681885
25.17	301.097778	265.75354	1032.181519
25.18	299.622864	138.662003	1042.916748
25.19	299.114685	34.802135	1038.255127
25.2	300.333527	7.087971	1035.986084
25.21	301.801514	163.161987	1034.098389
25.22	301.420227	-48.197224	1033.179443
25.23	300.409821	15.772885	1025.885864
25.24	300.140594	-152.97319	1027.035645
25.25	300.165405	102.798943	1033.935059
25.26	300.54364	234.409988	1040.121826
25.27	300.530548	10.110694	1038.934326
25.28	299.149414	39.655121	1030.870117
25.29	301.247192	113.555603	1038.551392
25.3	299.708923	56.911121	1035.94519
25.31	298.340851	69.943932	1030.771606
25.32	300.389526	103.695557	1036.949219
25.33	300.586823	98.61779	1034.107788
25.34	300.137329	-67.349083	1028.642822
25.35	298.410828	-143.567871	1031.55542
25.36	298.563721	-2.416013	1037.161987
25.37	298.553436	-128.400223	1027.296143
25.38	301.067902	-25.827888	1033.035767
25.39	298.464752	-35.624592	1035.993286
25.4	300.656555	103.312927	1033.292847
25.41	300.921783	131.313614	1029.946045
25.42	300.599609	-13.591675	1037.012085
25.43	300.606537	87.778725	1033.858765
25.44	300.612183	1.561994	1032.780884
25.45	300.496674	-120.335518	1030.148682
25.46	299.582153	-27.253275	1034.149902
25.47	299.332916	150.52536	1027.052002
25.48	299.792725	-47.867664	1035.058838
25.49	299.076721	58.552471	1039.151611
25.5	301.394348	-3.333647	1031.391235
25.51	299.505035	-165.567917	1027.481689
25.52	298.60379	-38.096371	1031.358032
25.53	301.734253	-90.738747	1030.362061
25.54	300.762421	44.605591	1032.834595
25.55	298.165863	-45.553211	1029.313477
25.56	298.628387	-93.362122	1028.157715
25.57	300.893707	-6.860419	1032.677979
25.58	300.240326	-98.346313	1029.119629
25.59	300.519623	-133.172165	1026.475708
25.6	298.765747	-151.254639	1027.024048
25.61	299.710602	-24.929785	1028.873291
25.62	300.647919	78.45105	1034.330933
25.63	301.58786	28.23995	1034.245361
25.64	299.622742	212.86731	1038.108521
25.65	300.060303	72.027641	1037.850586
25.66	300.930237	102.090935	1028.255371
25.67	302.256042	-62.157505	1028.785767
25.68	299.57312	171.552979	1038.077148
25.69	298.705475	59.364643	1039.250122
25.7	299.956757	-146.395157	1032.283691
25.71	300.30481	-96.448395	1025.618408
25.72	299.516083	0.983248	1026.752441
25.73	299.903748	59.551392	1029.546021
25.74	299.358643	-377.599243	1025.44812
25.75	299.690063	-179.520203	1024.553467
25.76	299.919098	-177.492752	1026.163452
25.77	299.373169	-54.5103	1032.560425
25.78	299.188324	2.682606	1034.044556
25.79	300.787079	179.412796	1033.380981
25.8	299.384888	-52.955246	1029.234863
25.81	298.005524	12.534291	1029.547119
25.82	299.664886	-199.937134	1027.890991
25.83	298.909637	14.227979	1034.14917
25.84	298.556305	88.746559	1032.694092
25.85	298.11084	106.344269	1035.397217
25.86	298.639465	-58.967564	1034.342896
25.87	299.332397	40.412689	1034.395264
25.88	299.05545	-47.336456	1031.76001
25.89	299.137756	-10.259186	1032.550537
25.9	300.141296	21.802439	1035.871704
25.91	300.980042	-14.656418	1033.809448
25.92	299.78476	125.33506	1035.221802
25.93	300.347412	124.861122	1032.942627
25.94	303.287079	188.376236	1034.44165
25.95	300.675446	13.163849	1031.180298
25.96	299.503967	-24.016243	1032.408936
25.97	300.833374	31.280024	1028.976929
25.98	299.640503	-191.714355	1030.514771
25.99	300.497437	26.158529	1035.939819
26.0	299.979919	-137.837967	1029.116455
26.01	297.671967	48.12878	1035.942017
26.02	301.291016	24.558737	1027.373657
26.03	299.856689	71.190575	1027.669922
26.04	300.118866	-52.3288	1031.984741
26.05	300.81424	-29.844101	1026.771973
26.06	300.491852	34.178318	1031.473755
26.07	299.686401	97.702599	1035.398804
26.08	299.413208	-52.313736	1030.438477
26.09	300.953156	60.244812	1025.548462
26.1	300.817413	-81.434517	1029.003052
26.11	300.375946	46.011902	1034.181152
26.12	298.293793	-107.639351	1036.025635
26.13	301.310486	-87.794014	1026.963013
26.14	299.358887	-20.017811	1030.703003
26.15	301.323181	-95.300316	1033.179565
26.16	300.11615	-46.164078	1028.286865
26.17	300.11319	-139.416611	1033.509399
26.18	300.089813	59.732479	1031.040894
26.19	299.521271	55.434849	1033.192383
26.2	301.474762	129.532715	1036.4021
26.21	298.817505	9.642877	1027.424316
26.22	302.340057	-55.333454	1028.537476
26.23	299.792572	105.423248	1032.711548
26.24	300.593658	66.647827	1039.605835
26.25	299.503448	75.561485	1035.172607
26.26	301.748749	99.841301	1029.416382
26.27	297.833038	-28.020828	1028.431274
26.28	299.47644	-103.959969	1030.505615
26.29	301.368591	-121.848259	1025.633423
26.3	301.520233	-171.994888	1027.291382
26.31	299.155762	-248.188492	1024.10022
26.32	296.822388	-0.356252	1031.031494
26.33	299.177185	-117.036926	1025.438232
26.34	297.665192	-39.990726	1030.247681
26.35	300.28717	44.454838	1033.833008
26.36	300.098419	84.291924	1035.143799
26.37	300.306091	84.700371	1032.895264
26.38	299.771545	14.859006	1033.438721
26.39	300.295502	-101.871681	1026.592285
26.4	300.054321	31.738249	1030.647949
26.41	301.147461	110.037041	1035.036987
26.42	298.074768	154.37468	1038.193848
26.43	301.462097	211.424927	1036.341431
26.44	299.217682	-45.54364	1034.651367
26.45	299.840607	252.089249	1038.291626
26.46	299.78537	336.610077	1041.358276
26.47	299.645203	-67.055931	1031.234497
26.48	301.077362	221.118088	1032.200195
26.49	299.81839	129.763809	1037.167847
26.5	300.039307	-72.80201	1029.760986
26.51	298.186188	-17.656456	1029.66687
26.52	298.558014	-53.247997	1035.145996
26.53	300.963837	36.73941	1031.85498
26.54	301.515717	-76.032509	1026.434448
26.55	301.769836	116.898834	1035.450195
26.56	297.777679	3.560446	1034.99585
26.57	298.72287	119.805824	1033.795776
26.58	300.852356	51.061691	1036.180176
26.59	301.411072	214.4599	1040.025391
26.6	300.127441	-91.878227	1030.807983
26.61	299.001373	58.275639	1032.302002
26.62	299.296844	-85.194984	1030.533936
26.63	301.584412	-75.325409	1030.618408
26.64	300.318634	-57.940495	1035.639282
26.65	299.097778	-61.000134	1029.976807
26.66	297.152344	-9.056516	1031.671021
26.67	300.435822	57.163204	1036.631104
26.68	300.90451	26.328409	1024.866089
26.69	299.388184	-111.457787	1029.196411
26.7	299.88382	131.871109	1037.18396
26.71	299.427765	12.400172	1033.412476
26.72	301.429596	-45.305634	1036.604614
26.73	299.565247	19.366955	1032.912842
26.74	299.810547	-41.310349	1033.845215
26.75	298.8237	-46.289703	1032.887817
26.76	300.661346	-15.52563	1034.211182
26.77	301.731323	-55.446209	1030.182373
26.78	300.304749	-105.505318	1032.170166
26.79	300.562958	-191.099869	1031.084106
26.8	301.420288	124.052849	1035.903564
26.81	299.420013	16.99733	1031.534424
26.82	300.152985	216.554428	1043.410156
26.83	299.782806	-32.013424	1032.4375
26.84	300.20163	-80.442917	1029.944458
26.85	299.617188	8.284663	1027.787109
26.86	299.126984	150.775436	1036.048584
26.87	302.443756	-120.136009	1027.539062
26.88	301.048279	60.230373	1034.250122
26.89	299.806274	110.259666	1035.014648
26.9	300.624268	168.741226	1037.078735
26.91	301.07019	38.934872	1033.635132
26.92	300.248779	115.715004	1034.637817
26.93	298.13092	160.948013	1034.835815
26.94	298.004364	82.680916	1032.663452
26.95	299.003937	-222.022949	1023.99707
26.96	299.669678	25.896597	1036.620361
26.97	300.738617	61.08345	1038.512817
26.98	298.881012	-17.143244	1029.97229
26.99	299.564331	-75.025246	1030.976562
27.0	299.148407	-67.887367	1027.974487
27.01	301.878143	-20.082685	1034.071045
27.02	299.121155	76.844757	1033.04834
27.03	300.125336	161.995392	1031.179199
27.04	300.016022	-67.015144	1031.843506
27.05	298.083435	-81.680359	1036.891968
27.06	298.743683	-35.623062	1026.825317
27.07	300.75946	-108.449196	1036.928589
27.08	299.941772	25.369431	1031.272461
27.09	301.038849	17.309366	1034.69458
27.1	300.967804	155.073761	1038.867432
27.11	299.499908	-168.647934	1029.674316
27.12	298.628998	58.339359	1036.066772
27.13	301.469299	92.564903	1035.010376
27.14	299.348724	127.207741	1029.397339
27.15	300.126892	-133.766052	1034.607666
27.16	299.974457	6.277921	1031.295288
27.17	300.82959	-97.086571	1034.46936
27.18	299.815399	57.529724	1035.066162
27.19	300.673035	67.12072	1030.158569
27.2	300.696838	-97.849609	1032.186646
27.21	299.346558	-101.147766	1028.729492
27.22	301.250854	305.627991	1037.037231
27.23	298.155731	-93.047241	1037.408081
27.24	301.667084	-39.621494	1022.329407
27.25	301.733643	-32.430607	1027.772583
27.26	300.169891	35.62582	1033.967285
27.27	300.631927	98.335022	1031.339111
27.28	300.046509	-192.704346	1023.839294
27.29	297.496918	-113.943764	1021.647705
27.3	301.551605	119.951256	1034.666626
27.31	300.121857	132.771606	1033.156006
27.32	301.593109	119.422363	1031.609131
27.33	301.161133	-233.773483	1023.261963
27.34	300.243896	-15.091929	1037.648315
27.35	299.562622	61.31319	1039.16687
27.36	300.771149	80.53791	1038.599243
27.37	300.299408	-47.95171	1023.492554
27.38	299.876007	-191.070938	1031.628296
27.39	300.655762	210.003098	1039.824951
27.4	300.34491	38.79797	1030.405518
27.41	299.625397	-28.817863	1032.359497
27.42	297.234497	14.217275	1031.864624
27.43	299.63736	-157.704849	1026.257812
27.44	300.452148	10.131145	1035.352661
27.45	302.868011	5.689222	1036.592773
27.46	300.896454	122.573975	1032.557739
27.47	297.520416	-148.495529	1026.250732
27.48	302.106079	-87.823997	1024.334351
27.49	299.220886	123.382851	1033.876343
27.5	300.948212	-44.68475	1029.928833
27.51	301.077789	51.382687	1041.477173
27.52	299.836365	8.254079	1032.241699
27.53	300.092804	7.890395	1034.285889
27.54	300.459534	151.046173	1036.129395
27.55	299.967743	55.141071	1027.884521
27.56	300.360168	166.118393	1037.073364
27.57	299.411285	65.194023	1031.669189
27.58	299.225372	-138.994308	1025.002075
27.59	299.826599	16.512688	1034.888916
27.6	299.441223	44.959473	1034.537231
27.61	299.858643	-107.221748	1026.762207
27.62	297.723602	-54.524872	1027.605469
27.63	300.292328	-159.536789	1029.598267
27.64	296.952423	-178.04248	1031.848022
27.65	300.111603	11.801647	1029.574707
27.66	299.610474	45.476246	1028.097412
27.67	300.445251	29.491667	1035.097412
27.68	300.248871	47.705608	1029.592407
27.69	299.91391	-137.96965	1032.750366
