time_ns	protein_sasa_nm2	protein_sasa_output_group_nm2
51.03	332.574	332.574
51.04	335.451	335.451
51.05	334.021	334.021
51.06	332.956	332.956
51.07	335.968	335.968
51.08	336.089	336.089
51.09	331.77	331.77
51.1	332.882	332.882
51.11	336.095	336.095
51.12	332.943	332.943
51.13	332.849	332.849
51.14	330.365	330.365
51.15	334.171	334.171
51.16	333.296	333.296
51.17	329.814	329.814
51.18	335.103	335.103
51.19	334.475	334.475
51.2	339.226	339.226
51.21	337.528	337.528
51.22	333.544	333.544
51.23	332.626	332.626
51.24	334.024	334.024
51.25	333.429	333.429
51.26	334.134	334.134
51.27	338.407	338.407
51.28	336.588	336.588
51.29	335.707	335.707
51.3	337.371	337.371
51.31	336.537	336.537
51.32	337.307	337.307
51.33	337.05	337.05
51.34	335.426	335.426
51.35	334.468	334.468
51.36	339.791	339.791
51.37	335.01	335.01
51.38	335.455	335.455
51.39	333.539	333.539
51.4	334.412	334.412
51.41	334.387	334.387
51.42	334.863	334.863
51.43	336.211	336.211
51.44	333.804	333.804
51.45	336.238	336.238
51.46	337.545	337.545
51.47	334.14	334.14
51.48	333.635	333.635
51.49	330.996	330.996
51.5	328.635	328.635
51.51	335.667	335.667
51.52	332.86	332.86
51.53	336.188	336.188
51.54	334.504	334.504
51.55	331.485	331.485
51.56	330.361	330.361
51.57	334.166	334.166
51.58	335.548	335.548
51.59	333.917	333.917
51.6	338.835	338.835
51.61	335.458	335.458
51.62	339.134	339.134
51.63	334.316	334.316
51.64	337.597	337.597
51.65	339.79	339.79
51.66	335.8	335.8
51.67	339.068	339.068
51.68	340.379	340.379
51.69	335.27	335.27
51.7	336.394	336.394
51.71	333.172	333.172
51.72	335.89	335.89
51.73	337.248	337.248
51.74	336.622	336.622
51.75	335.245	335.245
51.76	335.819	335.819
51.77	335.295	335.295
51.78	336.739	336.739
51.79	332.76	332.76
51.8	331.264	331.264
51.81	334.05	334.05
51.82	338.467	338.467
51.83	336.694	336.694
51.84	332.762	332.762
51.85	335.17	335.17
51.86	335.721	335.721
51.87	334.559	334.559
51.88	331.86	331.86
51.89	329.115	329.115
51.9	333.307	333.307
51.91	334.045	334.045
51.92	335.434	335.434
51.93	333.028	333.028
51.94	333.452	333.452
51.95	334.193	334.193
51.96	333.919	333.919
51.97	330.36	330.36
51.98	333.955	333.955
51.99	329.395	329.395
52.0	336.209	336.209
52.01	331.99	331.99
52.02	335.207	335.207
52.03	332.906	332.906
52.04	333.375	333.375
52.05	331.309	331.309
52.06	334.358	334.358
52.07	334.11	334.11
52.08	334.701	334.701
52.09	335.855	335.855
52.1	335.478	335.478
52.11	333.768	333.768
52.12	336.347	336.347
52.13	334.491	334.491
52.14	335.589	335.589
52.15	332.85	332.85
52.16	334.104	334.104
52.17	337.647	337.647
52.18	338.947	338.947
52.19	336.891	336.891
52.2	337.231	337.231
52.21	335.622	335.622
52.22	335.95	335.95
52.23	339.023	339.023
52.24	338.882	338.882
52.25	334.89	334.89
52.26	333.891	333.891
52.27	335.445	335.445
52.28	330.649	330.649
52.29	333.04	333.04
52.3	332.354	332.354
52.31	337.331	337.331
52.32	330.636	330.636
52.33	336.339	336.339
52.34	334.213	334.213
52.35	331.563	331.563
52.36	334.329	334.329
52.37	333.411	333.411
52.38	333.22	333.22
52.39	333.854	333.854
52.4	333.736	333.736
52.41	334.892	334.892
52.42	335.455	335.455
52.43	336.769	336.769
52.44	336.203	336.203
52.45	337.453	337.453
52.46	337.146	337.146
52.47	340.251	340.251
52.48	335.612	335.612
52.49	335.352	335.352
52.5	341.53	341.53
52.51	336.185	336.185
52.52	338.375	338.375
52.53	332.302	332.302
52.54	335.47	335.47
52.55	338.295	338.295
52.56	334.664	334.664
52.57	332.392	332.392
52.58	333.391	333.391
52.59	336.769	336.769
52.6	335.818	335.818
52.61	338.365	338.365
52.62	338.416	338.416
52.63	339.384	339.384
52.64	334.082	334.082
52.65	332.571	332.571
52.66	338.299	338.299
52.67	338.708	338.708
52.68	335.624	335.624
52.69	336.057	336.057
52.7	338.529	338.529
52.71	339.196	339.196
52.72	337.601	337.601
52.73	337.221	337.221
52.74	338.014	338.014
52.75	336.153	336.153
52.76	337.006	337.006
52.77	334.336	334.336
52.78	333.499	333.499
52.79	335.166	335.166
52.8	331.746	331.746
52.81	334.643	334.643
52.82	334.592	334.592
52.83	334.461	334.461
52.84	337.686	337.686
52.85	333.064	333.064
52.86	338.285	338.285
52.87	332.005	332.005
52.88	333.193	333.193
52.89	335.902	335.902
52.9	333.049	333.049
52.91	329.401	329.401
52.92	332.766	332.766
52.93	334.139	334.139
52.94	335.947	335.947
52.95	332.737	332.737
52.96	337.859	337.859
52.97	331.456	331.456
52.98	336.303	336.303
52.99	337.51	337.51
53.0	334.573	334.573
53.01	341.859	341.859
53.02	341.185	341.185
53.03	339.63	339.63
53.04	334.888	334.888
53.05	337.687	337.687
53.06	338.152	338.152
53.07	332.14	332.14
53.08	330.369	330.369
53.09	333.158	333.158
53.1	332.053	332.053
53.11	332.507	332.507
53.12	334.216	334.216
53.13	332.48	332.48
53.14	336.582	336.582
53.15	340.234	340.234
53.16	333.36	333.36
53.17	331.173	331.173
53.18	337.579	337.579
53.19	333.855	333.855
53.2	327.5	327.5
53.21	336.358	336.358
53.22	334.788	334.788
53.23	339.694	339.694
53.24	336.703	336.703
53.25	336.434	336.434
53.26	335.305	335.305
53.27	332.585	332.585
53.28	334.045	334.045
53.29	333.66	333.66
53.3	333.768	333.768
53.31	332.119	332.119
53.32	338.048	338.048
53.33	334.076	334.076
53.34	335.536	335.536
53.35	335.738	335.738
53.36	338.16	338.16
53.37	334.12	334.12
53.38	338.171	338.171
53.39	337.154	337.154
53.4	334.269	334.269
53.41	331.814	331.814
53.42	335.043	335.043
53.43	339.41	339.41
53.44	335.422	335.422
53.45	334.016	334.016
53.46	331.591	331.591
53.47	331.072	331.072
53.48	332.197	332.197
53.49	333.959	333.959
53.5	334.467	334.467
53.51	335.76	335.76
53.52	336.136	336.136
53.53	336.793	336.793
53.54	332.293	332.293
53.55	333.849	333.849
53.56	337.346	337.346
53.57	338.234	338.234
53.58	332.419	332.419
53.59	332.262	332.262
53.6	335.853	335.853
53.61	332.32	332.32
53.62	335.681	335.681
53.63	330.165	330.165
53.64	333.528	333.528
53.65	337.687	337.687
53.66	334.188	334.188
53.67	335.695	335.695
53.68	336.089	336.089
53.69	335.982	335.982
53.7	333.445	333.445
53.71	334.932	334.932
53.72	332.951	332.951
53.73	333.853	333.853
53.74	331.424	331.424
53.75	328.949	328.949
53.76	330.347	330.347
53.77	335.833	335.833
53.78	337.431	337.431
53.79	337.655	337.655
53.8	335.483	335.483
53.81	334.514	334.514
53.82	340.561	340.561
53.83	335.822	335.822
53.84	334.221	334.221
53.85	335.035	335.035
53.86	335.833	335.833
53.87	331.826	331.826
53.88	335.711	335.711
53.89	334.318	334.318
53.9	333.28	333.28
53.91	331.524	331.524
53.92	332.504	332.504
53.93	333.136	333.136
53.94	329.435	329.435
53.95	331.544	331.544
53.96	333.412	333.412
53.97	333.726	333.726
53.98	329.22	329.22
53.99	336.614	336.614
54.0	335.792	335.792
54.01	335.468	335.468
54.02	332.99	332.99
54.03	331.927	331.927
54.04	338.369	338.369
54.05	329.64	329.64
54.06	330.296	330.296
54.07	333.951	333.951
54.08	332.861	332.861
54.09	337.959	337.959
54.1	329.737	329.737
54.11	333.384	333.384
54.12	331.509	331.509
54.13	332.447	332.447
54.14	333.961	333.961
54.15	331.327	331.327
54.16	334.004	334.004
54.17	335.699	335.699
54.18	335.583	335.583
54.19	331.82	331.82
54.2	328.87	328.87
54.21	336.507	336.507
54.22	336.132	336.132
54.23	332.549	332.549
54.24	334.69	334.69
54.25	332.509	332.509
54.26	333.597	333.597
54.27	333.602	333.602
54.28	332.083	332.083
54.29	331.026	331.026
54.3	329.324	329.324
54.31	333.222	333.222
54.32	335.303	335.303
54.33	330.23	330.23
54.34	332.275	332.275
54.35	335.589	335.589
54.36	339.536	339.536
54.37	334.824	334.824
54.38	333.961	333.961
54.39	334.658	334.658
54.4	334.858	334.858
54.41	333.825	333.825
54.42	336.51	336.51
54.43	334.798	334.798
54.44	334.124	334.124
54.45	335.744	335.744
54.46	336.937	336.937
54.47	334.163	334.163
54.48	339.289	339.289
54.49	335.727	335.727
54.5	339.105	339.105
54.51	334.703	334.703
54.52	340.363	340.363
54.53	341.086	341.086
54.54	334.336	334.336
54.55	334.028	334.028
54.56	339.186	339.186
54.57	335.356	335.356
54.58	335.846	335.846
54.59	342.062	342.062
54.6	337.288	337.288
54.61	334.107	334.107
54.62	337.911	337.911
54.63	336.431	336.431
54.64	334.074	334.074
54.65	335.237	335.237
54.66	334.322	334.322
54.67	335.577	335.577
54.68	332.485	332.485
54.69	332.754	332.754
54.7	331.06	331.06
54.71	328.729	328.729
54.72	329.628	329.628
54.73	333.068	333.068
54.74	333.671	333.671
54.75	330.568	330.568
54.76	333.111	333.111
54.77	332.825	332.825
54.78	332.37	332.37
54.79	333.099	333.099
54.8	330.98	330.98
54.81	329.386	329.386
54.82	331.216	331.216
54.83	329.165	329.165
54.84	331.45	331.45
54.85	330.711	330.711
54.86	330.617	330.617
54.87	331.702	331.702
54.88	332.206	332.206
54.89	333.955	333.955
54.9	332.076	332.076
54.91	335.636	335.636
54.92	331.972	331.972
54.93	330.944	330.944
54.94	335.011	335.011
54.95	333.674	333.674
54.96	332.207	332.207
54.97	331.488	331.488
54.98	335.036	335.036
54.99	332.679	332.679
55.0	331.826	331.826
55.01	330.412	330.412
55.02	332.793	332.793
55.03	328.238	328.238
55.04	329.475	329.475
55.05	334.524	334.524
55.06	331.326	331.326
55.07	327.788	327.788
55.08	334.784	334.784
55.09	332.787	332.787
55.1	330.261	330.261
55.11	329.457	329.457
55.12	332.404	332.404
55.13	330.199	330.199
55.14	330.642	330.642
55.15	330.764	330.764
55.16	336.739	336.739
55.17	333.002	333.002
55.18	332.291	332.291
55.19	332.284	332.284
55.2	333.887	333.887
55.21	332.033	332.033
55.22	331.938	331.938
55.23	330.418	330.418
55.24	329.442	329.442
55.25	333.611	333.611
55.26	328.075	328.075
55.27	328.781	328.781
55.28	324.415	324.415
55.29	330.74	330.74
55.3	329.486	329.486
55.31	329.74	329.74
55.32	331.353	331.353
55.33	329.78	329.78
55.34	328.937	328.937
55.35	330.815	330.815
55.36	335.012	335.012
55.37	327.017	327.017
55.38	326.988	326.988
55.39	327.025	327.025
55.4	329.099	329.099
55.41	331.897	331.897
55.42	334.243	334.243
55.43	327.59	327.59
55.44	330.345	330.345
55.45	332.711	332.711
55.46	327.373	327.373
55.47	326.578	326.578
55.48	330.678	330.678
55.49	322.22	322.22
55.5	330.554	330.554
55.51	329.842	329.842
55.52	331.603	331.603
55.53	330.705	330.705
55.54	332.087	332.087
55.55	328.507	328.507
55.56	333.299	333.299
55.57	332.572	332.572
55.58	332.431	332.431
55.59	329.219	329.219
55.6	329.074	329.074
55.61	328.254	328.254
55.62	327.398	327.398
55.63	328.531	328.531
55.64	330.548	330.548
55.65	332.738	332.738
55.66	329.359	329.359
55.67	330.836	330.836
55.68	328.379	328.379
55.69	326.579	326.579
55.7	326.677	326.677
55.71	325.729	325.729
55.72	327.315	327.315
55.73	327.16	327.16
55.74	327.207	327.207
55.75	327.439	327.439
55.76	329.595	329.595
55.77	328.422	328.422
55.78	323.513	323.513
55.79	328.725	328.725
55.8	328.83	328.83
55.81	328.896	328.896
55.82	331.274	331.274
55.83	323.609	323.609
55.84	331.756	331.756
55.85	326.437	326.437
55.86	327.815	327.815
55.87	331.866	331.866
55.88	328.795	328.795
55.89	329.294	329.294
55.9	329.141	329.141
55.91	329.255	329.255
55.92	327.414	327.414
55.93	331.448	331.448
55.94	331.23	331.23
55.95	329.58	329.58
55.96	329.353	329.353
55.97	327.465	327.465
55.98	331.78	331.78
55.99	333.911	333.911
56.0	330.328	330.328
56.01	331.521	331.521
56.02	328.365	328.365
56.03	333.005	333.005
56.04	328.515	328.515
56.05	331.696	331.696
56.06	328.859	328.859
56.07	328.989	328.989
56.08	330.168	330.168
56.09	331.814	331.814
56.1	326.572	326.572
56.11	332.668	332.668
56.12	330.617	330.617
56.13	332.002	332.002
56.14	328.026	328.026
56.15	333.983	333.983
56.16	331.87	331.87
56.17	327.753	327.753
56.18	333.143	333.143
56.19	329.975	329.975
56.2	335.577	335.577
56.21	329.692	329.692
56.22	336.407	336.407
56.23	330.772	330.772
56.24	328.206	328.206
56.25	326.66	326.66
56.26	332.683	332.683
56.27	332.462	332.462
56.28	325.679	325.679
56.29	330.353	330.353
56.3	325.443	325.443
56.31	332.413	332.413
56.32	331.563	331.563
56.33	329.134	329.134
56.34	331.542	331.542
56.35	329.987	329.987
56.36	327.432	327.432
56.37	330.564	330.564
56.38	329.891	329.891
56.39	330.518	330.518
56.4	331.621	331.621
56.41	328.617	328.617
56.42	329.42	329.42
56.43	329.332	329.332
56.44	331.34	331.34
56.45	328.38	328.38
56.46	328.907	328.907
56.47	332.635	332.635
56.48	335.082	335.082
56.49	333.043	333.043
56.5	333.62	333.62
56.51	334.512	334.512
56.52	330.27	330.27
56.53	333.125	333.125
56.54	333.833	333.833
56.55	335.766	335.766
56.56	335.313	335.313
56.57	332.185	332.185
56.58	334.547	334.547
56.59	336.708	336.708
56.6	329.927	329.927
56.61	332.894	332.894
56.62	334.262	334.262
56.63	332.083	332.083
56.64	327.455	327.455
56.65	326.523	326.523
56.66	327.245	327.245
56.67	326.204	326.204
56.68	329.522	329.522
56.69	329.547	329.547
56.7	333.664	333.664
56.71	329.032	329.032
56.72	327.166	327.166
56.73	332.335	332.335
56.74	329.003	329.003
56.75	332.348	332.348
56.76	331.628	331.628
56.77	332.42	332.42
56.78	332.936	332.936
56.79	336.05	336.05
56.8	331.489	331.489
56.81	338.186	338.186
56.82	335.455	335.455
56.83	335.849	335.849
56.84	335.084	335.084
56.85	329.291	329.291
56.86	330.471	330.471
56.87	330.826	330.826
56.88	334.145	334.145
56.89	328.031	328.031
56.9	332.114	332.114
56.91	330.614	330.614
56.92	329.958	329.958
56.93	331.894	331.894
56.94	330.191	330.191
56.95	330.869	330.869
56.96	329.003	329.003
56.97	328.836	328.836
56.98	332.109	332.109
56.99	330.137	330.137
57.0	329.828	329.828
57.01	332.994	332.994
57.02	330.927	330.927
57.03	333.59	333.59
57.04	334.006	334.006
57.05	336.309	336.309
57.06	328.921	328.921
57.07	331.828	331.828
57.08	336.601	336.601
57.09	331.254	331.254
57.1	335.601	335.601
57.11	333.345	333.345
57.12	332.096	332.096
57.13	334.939	334.939
57.14	331.737	331.737
57.15	331.576	331.576
57.16	330.871	330.871
57.17	335.274	335.274
57.18	335.353	335.353
57.19	335.283	335.283
57.2	336.695	336.695
57.21	333.476	333.476
57.22	332.458	332.458
57.23	333.91	333.91
57.24	334.977	334.977
57.25	334.819	334.819
57.26	334.784	334.784
57.27	337.752	337.752
57.28	330.011	330.011
57.29	336.515	336.515
57.3	335.655	335.655
57.31	331.708	331.708
57.32	337.445	337.445
57.33	334.463	334.463
57.34	334.899	334.899
57.35	334.229	334.229
57.36	337.201	337.201
57.37	332.117	332.117
57.38	334.651	334.651
57.39	336.146	336.146
57.4	337.599	337.599
57.41	332.293	332.293
57.42	336.012	336.012
57.43	327.872	327.872
57.44	329.826	329.826
57.45	329.291	329.291
57.46	331.609	331.609
57.47	332.086	332.086
57.48	329.193	329.193
57.49	333.39	333.39
57.5	331.726	331.726
57.51	327.876	327.876
57.52	331.613	331.613
57.53	329.984	329.984
57.54	330.762	330.762
57.55	332.473	332.473
57.56	328.616	328.616
57.57	331.222	331.222
57.58	335.064	335.064
57.59	333.497	333.497
57.6	331.8	331.8
57.61	331.949	331.949
57.62	326.705	326.705
57.63	329.669	329.669
57.64	330.328	330.328
57.65	326.666	326.666
57.66	329.65	329.65
57.67	329.586	329.586
57.68	333.533	333.533
57.69	330.118	330.118
57.7	329.3	329.3
57.71	328.434	328.434
57.72	333.555	333.555
57.73	334.186	334.186
57.74	335.218	335.218
57.75	333.149	333.149
57.76	334.829	334.829
57.77	333.264	333.264
57.78	333.82	333.82
57.79	335.624	335.624
57.8	333.203	333.203
57.81	335.014	335.014
57.82	332.973	332.973
57.83	332.168	332.168
57.84	334.19	334.19
57.85	332.062	332.062
57.86	329.613	329.613
57.87	334.127	334.127
57.88	334.989	334.989
57.89	333.633	333.633
57.9	330.237	330.237
57.91	333.799	333.799
57.92	330.207	330.207
57.93	330.178	330.178
57.94	333.081	333.081
57.95	332.878	332.878
57.96	335.464	335.464
57.97	336.07	336.07
57.98	330.596	330.596
57.99	329.322	329.322
58.0	337.888	337.888
58.01	334.593	334.593
58.02	332.052	332.052
58.03	333.794	333.794
58.04	327.964	327.964
58.05	328.187	328.187
58.06	334.731	334.731
58.07	333.286	333.286
58.08	334.354	334.354
58.09	330.073	330.073
58.1	330.262	330.262
58.11	327.819	327.819
58.12	330.668	330.668
58.13	335.539	335.539
58.14	331.803	331.803
58.15	335.507	335.507
58.16	333.944	333.944
58.17	328.47	328.47
58.18	328.862	328.862
58.19	330.747	330.747
58.2	334.322	334.322
58.21	336.441	336.441
58.22	337.967	337.967
58.23	333.424	333.424
58.24	331.942	331.942
58.25	329.116	329.116
58.26	329.721	329.721
58.27	329.435	329.435
58.28	331.524	331.524
58.29	332.841	332.841
58.3	329.316	329.316
58.31	330.383	330.383
58.32	332.06	332.06
58.33	328.864	328.864
58.34	327.477	327.477
58.35	333.6	333.6
58.36	326.329	326.329
58.37	327.838	327.838
58.38	323.956	323.956
58.39	330.258	330.258
58.4	327.082	327.082
58.41	332.441	332.441
58.42	332.805	332.805
58.43	336.408	336.408
58.44	333.376	333.376
58.45	334.21	334.21
58.46	334.632	334.632
58.47	330.567	330.567
58.48	328.36	328.36
58.49	331.698	331.698
58.5	331.184	331.184
58.51	330.752	330.752
58.52	329.653	329.653
58.53	332.917	332.917
58.54	330.316	330.316
58.55	336.192	336.192
58.56	335.374	335.374
58.57	334.744	334.744
58.58	336.13	336.13
58.59	336.154	336.154
58.6	336.585	336.585
58.61	340.54	340.54
58.62	336.015	336.015
58.63	337.823	337.823
58.64	338.849	338.849
58.65	335.878	335.878
58.66	335.529	335.529
58.67	335.046	335.046
58.68	335.925	335.925
58.69	331.55	331.55
58.7	333.749	333.749
58.71	334.449	334.449
58.72	330.784	330.784
58.73	333.805	333.805
58.74	334.691	334.691
58.75	331.735	331.735
58.76	329.063	329.063
58.77	335.553	335.553
58.78	329.22	329.22
58.79	331.711	331.711
58.8	329.234	329.234
58.81	335.119	335.119
58.82	332.887	332.887
58.83	333.473	333.473
58.84	334.228	334.228
58.85	332.02	332.02
58.86	335.375	335.375
58.87	335.103	335.103
58.88	337.685	337.685
58.89	334.633	334.633
58.9	335.496	335.496
58.91	339.979	339.979
58.92	334.23	334.23
58.93	339.214	339.214
58.94	334.82	334.82
58.95	335.728	335.728
58.96	336.756	336.756
58.97	334.77	334.77
58.98	336.715	336.715
58.99	336.497	336.497
59.0	335.234	335.234
59.01	332.957	332.957
59.02	336.264	336.264
59.03	333.158	333.158
59.04	330.532	330.532
59.05	326.845	326.845
59.06	326.467	326.467
59.07	333.589	333.589
59.08	331.686	331.686
59.09	338.518	338.518
59.1	332.831	332.831
59.11	335.206	335.206
59.12	333.928	333.928
59.13	338.239	338.239
59.14	337.763	337.763
59.15	330.394	330.394
59.16	334.312	334.312
59.17	335.91	335.91
59.18	330.472	330.472
59.19	334.224	334.224
59.2	331.658	331.658
59.21	336.493	336.493
59.22	332.656	332.656
59.23	328.355	328.355
59.24	333.878	333.878
59.25	335.617	335.617
59.26	333.604	333.604
59.27	332.787	332.787
59.28	331.565	331.565
59.29	334.924	334.924
59.3	332.7	332.7
59.31	328.75	328.75
59.32	332.174	332.174
59.33	331.235	331.235
59.34	331.007	331.007
59.35	326.607	326.607
59.36	331.053	331.053
59.37	330.223	330.223
59.38	330.598	330.598
59.39	328.611	328.611
59.4	331.2	331.2
59.41	328.641	328.641
59.42	332.744	332.744
59.43	331.114	331.114
59.44	329.254	329.254
59.45	334.143	334.143
59.46	325.554	325.554
59.47	330.467	330.467
59.48	326.321	326.321
59.49	328.369	328.369
59.5	326.44	326.44
59.51	326.233	326.233
59.52	331.003	331.003
59.53	327.483	327.483
59.54	331.677	331.677
59.55	327.646	327.646
59.56	330.096	330.096
59.57	326.954	326.954
59.58	324.766	324.766
59.59	328.902	328.902
59.6	328.108	328.108
59.61	326.833	326.833
59.62	328.675	328.675
59.63	333.457	333.457
59.64	334.054	334.054
59.65	332.984	332.984
59.66	332.784	332.784
59.67	331.499	331.499
59.68	332.951	332.951
59.69	329.112	329.112
59.7	331.819	331.819
59.71	330.599	330.599
59.72	331.269	331.269
59.73	329.65	329.65
59.74	326.841	326.841
59.75	329.904	329.904
59.76	327.324	327.324
59.77	329.518	329.518
59.78	324.173	324.173
59.79	327.722	327.722
59.8	328.529	328.529
59.81	328.106	328.106
59.82	327.673	327.673
59.83	324.218	324.218
59.84	329.607	329.607
59.85	328.027	328.027
59.86	324.551	324.551
59.87	323.928	323.928
59.88	325.082	325.082
59.89	329.481	329.481
59.9	327.797	327.797
59.91	330.316	330.316
59.92	331.947	331.947
59.93	332.358	332.358
59.94	329.784	329.784
59.95	334.434	334.434
59.96	332.871	332.871
59.97	339.153	339.153
59.98	335.451	335.451
59.99	333.962	333.962
60.0	331.353	331.353
60.01	330.37	330.37
60.02	331.427	331.427
60.03	331.456	331.456
60.04	325.083	325.083
60.05	328.937	328.937
60.06	330.548	330.548
60.07	329.183	329.183
60.08	330.543	330.543
60.09	331.595	331.595
60.1	332.22	332.22
60.11	332.587	332.587
60.12	333.945	333.945
60.13	328.531	328.531
60.14	336.362	336.362
60.15	333.038	333.038
60.16	331.785	331.785
60.17	334.956	334.956
60.18	329.559	329.559
60.19	330.906	330.906
60.2	331.594	331.594
60.21	333.549	333.549
60.22	330.513	330.513
60.23	327.745	327.745
60.24	329.569	329.569
60.25	328.872	328.872
60.26	330.165	330.165
60.27	330.341	330.341
60.28	330.598	330.598
60.29	330.455	330.455
60.3	333.269	333.269
60.31	328.567	328.567
60.32	329.282	329.282
60.33	328.233	328.233
60.34	326.421	326.421
60.35	329.894	329.894
60.36	329.585	329.585
60.37	330.156	330.156
60.38	326.21	326.21
60.39	328.321	328.321
60.4	326.908	326.908
60.41	330.399	330.399
60.42	327.203	327.203
60.43	328.497	328.497
60.44	332.136	332.136
60.45	332.677	332.677
60.46	329.107	329.107
60.47	324.783	324.783
60.48	331.835	331.835
60.49	328.092	328.092
60.5	327.777	327.777
60.51	329.697	329.697
60.52	329.87	329.87
60.53	330.261	330.261
60.54	330.375	330.375
60.55	329.581	329.581
60.56	332.009	332.009
60.57	331.661	331.661
60.58	333.65	333.65
60.59	328.946	328.946
60.6	329.551	329.551
60.61	336.459	336.459
60.62	331.866	331.866
60.63	332.878	332.878
60.64	330.507	330.507
60.65	329.114	329.114
60.66	335.025	335.025
60.67	333.508	333.508
60.68	330.44	330.44
60.69	330.8	330.8
60.7	333.741	333.741
60.71	331.211	331.211
60.72	330.712	330.712
60.73	331.704	331.704
60.74	334.199	334.199
60.75	337.878	337.878
60.76	340.751	340.751
60.77	333.608	333.608
60.78	339.288	339.288
60.79	337.143	337.143
60.8	338.661	338.661
60.81	337.373	337.373
60.82	335.925	335.925
60.83	336.681	336.681
60.84	331.777	331.777
60.85	333.435	333.435
60.86	335.103	335.103
60.87	332.492	332.492
60.88	333.796	333.796
60.89	335.837	335.837
60.9	332.868	332.868
60.91	334.63	334.63
60.92	334.717	334.717
60.93	331.68	331.68
60.94	335.996	335.996
60.95	336.35	336.35
60.96	335.647	335.647
60.97	332.744	332.744
60.98	336.163	336.163
60.99	336.14	336.14
61.0	333.79	333.79
61.01	334.314	334.314
61.02	335.545	335.545
61.03	334.029	334.029
61.04	335.308	335.308
61.05	331.764	331.764
61.06	336.931	336.931
61.07	335.035	335.035
61.08	338.444	338.444
61.09	339.757	339.757
61.1	337.342	337.342
61.11	338.172	338.172
61.12	339.909	339.909
61.13	339.945	339.945
61.14	335.141	335.141
61.15	338.365	338.365
61.16	338.072	338.072
61.17	336.256	336.256
61.18	335.483	335.483
61.19	334.31	334.31
61.2	339.188	339.188
61.21	341.416	341.416
61.22	344.119	344.119
61.23	338.733	338.733
61.24	338.853	338.853
61.25	337.473	337.473
61.26	338.722	338.722
61.27	339.101	339.101
61.28	336.677	336.677
61.29	338.404	338.404
61.3	341.056	341.056
61.31	335.635	335.635
61.32	335.585	335.585
61.33	336.531	336.531
61.34	337.453	337.453
61.35	339.032	339.032
61.36	336.883	336.883
61.37	334.655	334.655
61.38	339.633	339.633
61.39	335.224	335.224
61.4	335.515	335.515
61.41	336.131	336.131
61.42	335.955	335.955
61.43	337.049	337.049
61.44	336.253	336.253
61.45	332.904	332.904
61.46	334.052	334.052
61.47	335.118	335.118
61.48	335.568	335.568
61.49	335.549	335.549
61.5	334.639	334.639
61.51	335.688	335.688
61.52	331.245	331.245
61.53	330.775	330.775
61.54	330.897	330.897
61.55	330.406	330.406
61.56	332.157	332.157
61.57	332.19	332.19
61.58	335.071	335.071
61.59	334.043	334.043
61.6	331.809	331.809
61.61	338.376	338.376
61.62	338.209	338.209
61.63	338.792	338.792
61.64	337.598	337.598
61.65	334.76	334.76
61.66	337.471	337.471
61.67	334.978	334.978
61.68	337.394	337.394
61.69	333.436	333.436
61.7	333.359	333.359
61.71	332.991	332.991
61.72	335.446	335.446
61.73	331.715	331.715
61.74	330.697	330.697
61.75	330.537	330.537
61.76	333.74	333.74
61.77	334.483	334.483
61.78	338.72	338.72
61.79	337.978	337.978
61.8	340.427	340.427
61.81	333.276	333.276
61.82	333.764	333.764
61.83	336.669	336.669
61.84	335.708	335.708
61.85	331.895	331.895
61.86	332.603	332.603
61.87	332.785	332.785
61.88	334.626	334.626
61.89	335.214	335.214
61.9	335.659	335.659
61.91	333.659	333.659
61.92	334.743	334.743
61.93	331.358	331.358
61.94	332.746	332.746
61.95	334.117	334.117
61.96	329.219	329.219
61.97	329.705	329.705
61.98	333.734	333.734
61.99	333.61	333.61
62.0	329.874	329.874
62.01	332.86	332.86
62.02	335.983	335.983
62.03	333.931	333.931
62.04	335.259	335.259
62.05	337.56	337.56
62.06	336.959	336.959
62.07	338.162	338.162
62.08	336.087	336.087
62.09	337.737	337.737
62.1	337.872	337.872
62.11	337.771	337.771
62.12	335.17	335.17
62.13	336.098	336.098
62.14	337.674	337.674
62.15	336.401	336.401
62.16	339.918	339.918
62.17	335.155	335.155
62.18	331.964	331.964
62.19	331.463	331.463
62.2	335.657	335.657
62.21	335.984	335.984
62.22	338.319	338.319
62.23	336.836	336.836
62.24	339.936	339.936
62.25	336.937	336.937
62.26	335.702	335.702
62.27	332.948	332.948
62.28	340.472	340.472
62.29	333.792	333.792
62.3	332.168	332.168
62.31	338.973	338.973
62.32	337.243	337.243
62.33	337.749	337.749
62.34	335.727	335.727
62.35	337.936	337.936
62.36	337.977	337.977
62.37	335.414	335.414
62.38	332.737	332.737
62.39	334.381	334.381
62.4	333.727	333.727
62.41	335.597	335.597
62.42	330.746	330.746
62.43	330.965	330.965
62.44	335.843	335.843
62.45	334.482	334.482
62.46	336.569	336.569
62.47	332.254	332.254
62.48	337.702	337.702
62.49	332.932	332.932
62.5	330.368	330.368
62.51	336.881	336.881
62.52	330.065	330.065
62.53	331.539	331.539
62.54	330.616	330.616
62.55	334.815	334.815
62.56	331.584	331.584
62.57	332.318	332.318
62.58	336.056	336.056
62.59	334.668	334.668
62.6	333.338	333.338
62.61	339.268	339.268
62.62	336.201	336.201
62.63	335.425	335.425
62.64	339.031	339.031
62.65	335.433	335.433
62.66	336.405	336.405
