time_ns	protein_sasa_nm2	protein_sasa_output_group_nm2
22.16	330.817	330.817
22.17	330.819	330.819
22.18	330.847	330.847
22.19	331.891	331.891
22.2	333.889	333.889
22.21	333.795	333.795
22.22	332.07	332.07
22.23	334.958	334.958
22.24	329.186	329.186
22.25	334.559	334.559
22.26	333.133	333.133
22.27	336.273	336.273
22.28	332.901	332.901
22.29	329.977	329.977
22.3	332.834	332.834
22.31	332.55	332.55
22.32	334.721	334.721
22.33	331.847	331.847
22.34	328.543	328.543
22.35	335.228	335.228
22.36	333.643	333.643
22.37	332.013	332.013
22.38	332.578	332.578
22.39	336.299	336.299
22.4	337.179	337.179
22.41	336.851	336.851
22.42	335.502	335.502
22.43	335.165	335.165
22.44	336.716	336.716
22.45	330.584	330.584
22.46	334.219	334.219
22.47	337.605	337.605
22.48	333.178	333.178
22.49	332.478	332.478
22.5	332.057	332.057
22.51	335.707	335.707
22.52	337.202	337.202
22.53	338.86	338.86
22.54	341.302	341.302
22.55	338.504	338.504
22.56	334.555	334.555
22.57	336.229	336.229
22.58	337.312	337.312
22.59	336.006	336.006
22.6	336.939	336.939
22.61	332.734	332.734
22.62	332.161	332.161
22.63	329.414	329.414
22.64	331.337	331.337
22.65	332.782	332.782
22.66	328.647	328.647
22.67	328.969	328.969
22.68	328.083	328.083
22.69	329.142	329.142
22.7	334.622	334.622
22.71	331.456	331.456
22.72	331.72	331.72
22.73	331.066	331.066
22.74	333.445	333.445
22.75	333.526	333.526
22.76	330.682	330.682
22.77	333.267	333.267
22.78	331.96	331.96
22.79	332.217	332.217
22.8	326.049	326.049
22.81	329.304	329.304
22.82	329.979	329.979
22.83	330.094	330.094
22.84	332.313	332.313
22.85	328.485	328.485
22.86	326.937	326.937
22.87	331.598	331.598
22.88	330.36	330.36
22.89	330.33	330.33
22.9	332.131	332.131
22.91	327.007	327.007
22.92	329.719	329.719
22.93	330.521	330.521
22.94	330.707	330.707
22.95	327.787	327.787
22.96	329.823	329.823
22.97	327.334	327.334
22.98	326.564	326.564
22.99	332.438	332.438
23.0	330.502	330.502
23.01	328.433	328.433
23.02	331.349	331.349
23.03	332.404	332.404
23.04	332.577	332.577
23.05	329.238	329.238
23.06	333.167	333.167
23.07	331.432	331.432
23.08	329.979	329.979
23.09	335.447	335.447
23.1	329.062	329.062
23.11	331.308	331.308
23.12	329.316	329.316
23.13	330.855	330.855
23.14	329.042	329.042
23.15	328.81	328.81
23.16	331.35	331.35
23.17	328.955	328.955
23.18	329.919	329.919
23.19	328.773	328.773
23.2	332.388	332.388
23.21	329.359	329.359
23.22	328.577	328.577
23.23	334.209	334.209
23.24	327.331	327.331
23.25	332.112	332.112
23.26	327.054	327.054
23.27	328.231	328.231
23.28	329.957	329.957
23.29	330.286	330.286
23.3	331.122	331.122
23.31	331.649	331.649
23.32	327.035	327.035
23.33	327.536	327.536
23.34	328.528	328.528
23.35	330.04	330.04
23.36	328.804	328.804
23.37	323.861	323.861
23.38	328.695	328.695
23.39	328.367	328.367
23.4	327.237	327.237
23.41	329.639	329.639
23.42	328.517	328.517
23.43	326.224	326.224
23.44	330.113	330.113
23.45	325.442	325.442
23.46	328.763	328.763
23.47	334.672	334.672
23.48	329.361	329.361
23.49	332.352	332.352
23.5	328.904	328.904
23.51	329.088	329.088
23.52	327.718	327.718
23.53	327.365	327.365
23.54	329.74	329.74
23.55	330.916	330.916
23.56	331.117	331.117
23.57	328.072	328.072
23.58	329.771	329.771
23.59	327.139	327.139
23.6	327.3	327.3
23.61	325.418	325.418
23.62	325.632	325.632
23.63	325.399	325.399
23.64	326.155	326.155
23.65	325.652	325.652
23.66	324.968	324.968
23.67	327.657	327.657
23.68	323.916	323.916
23.69	319.767	319.767
23.7	322.193	322.193
23.71	325.301	325.301
23.72	324.793	324.793
23.73	326.084	326.084
23.74	326.873	326.873
23.75	324.514	324.514
23.76	323.578	323.578
23.77	324.11	324.11
23.78	323.29	323.29
23.79	324.378	324.378
23.8	326.817	326.817
23.81	326.028	326.028
23.82	321.3	321.3
23.83	326.396	326.396
23.84	326.406	326.406
23.85	324.649	324.649
23.86	323.059	323.059
23.87	321.123	321.123
23.88	320.376	320.376
23.89	327.298	327.298
23.9	327.543	327.543
23.91	321.05	321.05
23.92	326.84	326.84
23.93	322.226	322.226
23.94	319.456	319.456
23.95	320.618	320.618
23.96	321.23	321.23
23.97	323.159	323.159
23.98	324.67	324.67
23.99	328.526	328.526
24.0	324.892	324.892
24.01	326.571	326.571
24.02	325.67	325.67
24.03	324.458	324.458
24.04	326.955	326.955
24.05	325.696	325.696
24.06	331.209	331.209
24.07	325.142	325.142
24.08	328.782	328.782
24.09	331.701	331.701
24.1	327.436	327.436
24.11	327.885	327.885
24.12	331.133	331.133
24.13	328.288	328.288
24.14	328.197	328.197
24.15	329.364	329.364
24.16	323.588	323.588
24.17	329.296	329.296
24.18	323.124	323.124
24.19	325.469	325.469
24.2	325.73	325.73
24.21	325.176	325.176
24.22	327.857	327.857
24.23	331.964	331.964
24.24	327.9	327.9
24.25	324.144	324.144
24.26	325.56	325.56
24.27	325.841	325.841
24.28	326.203	326.203
24.29	327.72	327.72
24.3	323.303	323.303
24.31	325.791	325.791
24.32	330.006	330.006
24.33	323.642	323.642
24.34	327.833	327.833
24.35	322.013	322.013
24.36	326.168	326.168
24.37	328.499	328.499
24.38	331.274	331.274
24.39	330.577	330.577
24.4	326.702	326.702
24.41	326.868	326.868
24.42	327.997	327.997
24.43	330.037	330.037
24.44	326.993	326.993
24.45	328.165	328.165
24.46	330.005	330.005
24.47	328.198	328.198
24.48	331.474	331.474
24.49	329.106	329.106
24.5	328.862	328.862
24.51	328.734	328.734
24.52	330.717	330.717
24.53	328.222	328.222
24.54	326.797	326.797
24.55	332.281	332.281
24.56	328.948	328.948
24.57	325.135	325.135
24.58	324.991	324.991
24.59	327.855	327.855
24.6	333.305	333.305
24.61	331.479	331.479
24.62	330.985	330.985
24.63	333.247	333.247
24.64	330.065	330.065
24.65	335.326	335.326
24.66	332.109	332.109
24.67	333.535	333.535
24.68	335.543	335.543
24.69	329.802	329.802
24.7	332.649	332.649
24.71	332.999	332.999
24.72	333.567	333.567
24.73	337.445	337.445
24.74	331.719	331.719
24.75	331.245	331.245
24.76	330.997	330.997
24.77	337.121	337.121
24.78	332.377	332.377
24.79	332.21	332.21
24.8	333.507	333.507
24.81	334.327	334.327
24.82	335.299	335.299
24.83	329.032	329.032
24.84	331.667	331.667
24.85	332.235	332.235
24.86	323.462	323.462
24.87	328.789	328.789
24.88	329.289	329.289
24.89	328.287	328.287
24.9	332.771	332.771
24.91	330.919	330.919
24.92	325.917	325.917
24.93	329.574	329.574
24.94	330.21	330.21
24.95	329.795	329.795
24.96	326.532	326.532
24.97	328.848	328.848
24.98	328.183	328.183
24.99	327.766	327.766
25.0	327.362	327.362
25.01	330.296	330.296
25.02	329.013	329.013
25.03	331.5	331.5
25.04	329.087	329.087
25.05	330.605	330.605
25.06	326.485	326.485
25.07	326.524	326.524
25.08	324.944	324.944
25.09	325.636	325.636
25.1	327.996	327.996
25.11	326.238	326.238
25.12	325.896	325.896
25.13	330.977	330.977
25.14	336.351	336.351
25.15	329.652	329.652
25.16	325.702	325.702
25.17	329.428	329.428
25.18	329.292	329.292
25.19	325.976	325.976
25.2	326.549	326.549
25.21	329.583	329.583
25.22	332.178	332.178
25.23	331.677	331.677
25.24	329.895	329.895
25.25	324.603	324.603
25.26	326.689	326.689
25.27	328.427	328.427
25.28	321.952	321.952
25.29	328.845	328.845
25.3	329.47	329.47
25.31	324.749	324.749
25.32	331.936	331.936
25.33	325.09	325.09
25.34	329.031	329.031
25.35	322.369	322.369
25.36	322.004	322.004
25.37	326.401	326.401
25.38	323.614	323.614
25.39	325.822	325.822
25.4	324.452	324.452
25.41	325.719	325.719
25.42	324.088	324.088
25.43	328.267	328.267
25.44	327.803	327.803
25.45	328.385	328.385
25.46	330.563	330.563
25.47	330.356	330.356
25.48	331.866	331.866
25.49	327.066	327.066
25.5	326.289	326.289
25.51	328.766	328.766
25.52	332.353	332.353
25.53	329.898	329.898
25.54	327.969	327.969
25.55	330.123	330.123
25.56	327.662	327.662
25.57	330.111	330.111
25.58	328.935	328.935
25.59	330.219	330.219
25.6	333.872	333.872
25.61	332.242	332.242
25.62	327.603	327.603
25.63	325.855	325.855
25.64	329.057	329.057
25.65	324.809	324.809
25.66	328.337	328.337
25.67	327.848	327.848
25.68	331.773	331.773
25.69	329.505	329.505
25.7	334.728	334.728
25.71	336.624	336.624
25.72	334.811	334.811
25.73	332.3	332.3
25.74	331.208	331.208
25.75	329.11	329.11
25.76	329.164	329.164
25.77	331.305	331.305
25.78	327.589	327.589
25.79	324.923	324.923
25.8	323.664	323.664
25.81	326.827	326.827
25.82	330.743	330.743
25.83	327.638	327.638
25.84	325.289	325.289
25.85	329.897	329.897
25.86	331.241	331.241
25.87	331.241	331.241
25.88	335.584	335.584
25.89	333.869	333.869
25.9	332.214	332.214
25.91	335.708	335.708
25.92	331.524	331.524
25.93	338.375	338.375
25.94	332.488	332.488
25.95	331.54	331.54
25.96	331.915	331.915
25.97	337.525	337.525
25.98	334.077	334.077
25.99	333.119	333.119
26.0	333.544	333.544
26.01	334.455	334.455
26.02	334.545	334.545
26.03	333.959	333.959
26.04	334.595	334.595
26.05	332.028	332.028
26.06	332.632	332.632
26.07	335.172	335.172
26.08	334.209	334.209
26.09	339.655	339.655
26.1	330.792	330.792
26.11	333.048	333.048
26.12	334.05	334.05
26.13	333.914	333.914
26.14	331.948	331.948
26.15	335.3	335.3
26.16	339.032	339.032
26.17	332.477	332.477
26.18	334.496	334.496
26.19	333.892	333.892
26.2	331.395	331.395
26.21	333.714	333.714
26.22	331.151	331.151
26.23	330.044	330.044
26.24	334.0	334.0
26.25	333.574	333.574
26.26	334.919	334.919
26.27	335.568	335.568
26.28	333.246	333.246
26.29	331.887	331.887
26.3	330.595	330.595
26.31	333.647	333.647
26.32	334.265	334.265
26.33	335.749	335.749
26.34	336.75	336.75
26.35	336.498	336.498
26.36	339.101	339.101
26.37	333.949	333.949
26.38	330.832	330.832
26.39	334.628	334.628
26.4	332.964	332.964
26.41	329.146	329.146
26.42	331.754	331.754
26.43	334.194	334.194
26.44	331.329	331.329
26.45	334.883	334.883
26.46	334.261	334.261
26.47	333.393	333.393
26.48	335.174	335.174
26.49	334.195	334.195
26.5	335.061	335.061
26.51	336.007	336.007
26.52	335.585	335.585
26.53	332.065	332.065
26.54	331.685	331.685
26.55	330.471	330.471
26.56	333.179	333.179
26.57	329.482	329.482
26.58	332.704	332.704
26.59	332.824	332.824
26.6	332.772	332.772
26.61	336.202	336.202
26.62	334.792	334.792
26.63	335.712	335.712
26.64	329.28	329.28
26.65	332.256	332.256
26.66	332.833	332.833
26.67	337.647	337.647
26.68	333.783	333.783
26.69	337.846	337.846
26.7	334.082	334.082
26.71	338.205	338.205
26.72	336.193	336.193
26.73	334.373	334.373
26.74	334.749	334.749
26.75	329.967	329.967
26.76	333.305	333.305
26.77	331.814	331.814
26.78	334.699	334.699
26.79	335.406	335.406
26.8	333.236	333.236
26.81	332.749	332.749
26.82	331.088	331.088
26.83	334.341	334.341
26.84	331.931	331.931
26.85	335.126	335.126
26.86	335.477	335.477
26.87	332.76	332.76
26.88	333.431	333.431
26.89	337.048	337.048
26.9	333.158	333.158
26.91	334.79	334.79
26.92	334.709	334.709
26.93	336.5	336.5
26.94	336.295	336.295
26.95	338.647	338.647
26.96	335.266	335.266
26.97	334.508	334.508
26.98	337.832	337.832
26.99	334.238	334.238
27.0	332.938	332.938
27.01	336.253	336.253
27.02	334.727	334.727
27.03	334.347	334.347
27.04	336.283	336.283
27.05	337.204	337.204
27.06	331.052	331.052
27.07	338.56	338.56
27.08	335.947	335.947
27.09	336.778	336.778
27.1	335.316	335.316
27.11	333.286	333.286
27.12	332.23	332.23
27.13	333.957	333.957
27.14	332.985	332.985
27.15	334.901	334.901
27.16	338.025	338.025
27.17	333.25	333.25
27.18	337.953	337.953
27.19	332.348	332.348
27.2	332.287	332.287
27.21	336.169	336.169
27.22	333.567	333.567
27.23	338.944	338.944
27.24	333.646	333.646
27.25	334.109	334.109
27.26	338.508	338.508
27.27	334.943	334.943
27.28	336.775	336.775
27.29	338.17	338.17
27.3	333.675	333.675
27.31	336.385	336.385
27.32	332.371	332.371
27.33	339.717	339.717
27.34	337.203	337.203
27.35	334.097	334.097
27.36	336.917	336.917
27.37	335.071	335.071
27.38	334.198	334.198
27.39	335.307	335.307
27.4	331.546	331.546
27.41	334.646	334.646
27.42	336.288	336.288
27.43	337.029	337.029
27.44	333.398	333.398
27.45	330.529	330.529
27.46	328.289	328.289
27.47	332.612	332.612
27.48	333.814	333.814
27.49	335.726	335.726
27.5	339.549	339.549
27.51	333.987	333.987
27.52	335.03	335.03
27.53	332.335	332.335
27.54	336.325	336.325
27.55	334.903	334.903
27.56	334.613	334.613
27.57	335.687	335.687
27.58	335.013	335.013
27.59	332.767	332.767
27.6	333.105	333.105
27.61	333.755	333.755
27.62	332.639	332.639
27.63	335.398	335.398
27.64	332.927	332.927
27.65	340.388	340.388
27.66	337.604	337.604
27.67	339.678	339.678
27.68	337.065	337.065
27.69	340.697	340.697
27.7	338.623	338.623
27.71	339.739	339.739
27.72	334.603	334.603
27.73	332.053	332.053
27.74	330.664	330.664
27.75	332.825	332.825
27.76	332.105	332.105
27.77	333.528	333.528
27.78	335.817	335.817
27.79	336.774	336.774
27.8	336.843	336.843
27.81	338.08	338.08
27.82	336.043	336.043
27.83	333.263	333.263
27.84	337.911	337.911
27.85	335.145	335.145
27.86	335.266	335.266
27.87	333.491	333.491
27.88	337.504	337.504
27.89	336.933	336.933
27.9	343.099	343.099
27.91	339.367	339.367
27.92	340.529	340.529
27.93	337.505	337.505
27.94	339.449	339.449
27.95	341.267	341.267
27.96	338.279	338.279
27.97	341.94	341.94
27.98	339.159	339.159
27.99	336.646	336.646
28.0	339.374	339.374
28.01	337.366	337.366
28.02	337.807	337.807
28.03	334.323	334.323
28.04	332.81	332.81
28.05	339.404	339.404
28.06	333.823	333.823
28.07	334.569	334.569
28.08	340.09	340.09
28.09	329.218	329.218
28.1	336.762	336.762
28.11	335.076	335.076
28.12	338.307	338.307
28.13	339.215	339.215
28.14	337.283	337.283
28.15	334.909	334.909
28.16	336.207	336.207
28.17	335.673	335.673
28.18	340.406	340.406
28.19	339.814	339.814
28.2	333.261	333.261
28.21	335.444	335.444
28.22	334.137	334.137
28.23	334.73	334.73
28.24	335.524	335.524
28.25	335.647	335.647
28.26	337.328	337.328
28.27	336.8	336.8
28.28	339.904	339.904
28.29	338.357	338.357
28.3	336.722	336.722
28.31	342.724	342.724
28.32	340.993	340.993
28.33	333.834	333.834
28.34	337.413	337.413
28.35	337.499	337.499
28.36	332.549	332.549
28.37	337.758	337.758
28.38	338.55	338.55
28.39	338.478	338.478
28.4	338.232	338.232
28.41	337.955	337.955
28.42	338.178	338.178
28.43	338.029	338.029
28.44	336.895	336.895
28.45	338.391	338.391
28.46	341.271	341.271
28.47	336.091	336.091
28.48	333.826	333.826
28.49	337.498	337.498
28.5	337.817	337.817
28.51	336.867	336.867
28.52	336.97	336.97
28.53	336.798	336.798
28.54	337.113	337.113
28.55	339.638	339.638
28.56	336.801	336.801
28.57	335.203	335.203
28.58	334.594	334.594
28.59	338.608	338.608
28.6	338.994	338.994
28.61	333.659	333.659
28.62	334.063	334.063
28.63	339.604	339.604
28.64	338.928	338.928
28.65	338.651	338.651
28.66	338.625	338.625
28.67	336.297	336.297
28.68	334.553	334.553
28.69	336.436	336.436
28.7	338.938	338.938
28.71	334.178	334.178
28.72	337.22	337.22
28.73	333.967	333.967
28.74	336.264	336.264
28.75	334.404	334.404
28.76	333.708	333.708
28.77	332.306	332.306
28.78	336.17	336.17
28.79	332.86	332.86
28.8	336.907	336.907
28.81	336.383	336.383
28.82	338.657	338.657
28.83	334.286	334.286
28.84	336.57	336.57
28.85	335.487	335.487
28.86	339.935	339.935
28.87	334.489	334.489
28.88	333.485	333.485
28.89	335.036	335.036
28.9	339.281	339.281
28.91	337.381	337.381
28.92	337.696	337.696
28.93	336.379	336.379
28.94	334.551	334.551
28.95	337.785	337.785
28.96	337.777	337.777
28.97	338.633	338.633
28.98	336.732	336.732
28.99	335.827	335.827
29.0	335.756	335.756
29.01	331.9	331.9
29.02	335.568	335.568
29.03	338.609	338.609
29.04	336.725	336.725
29.05	337.56	337.56
29.06	332.643	332.643
29.07	333.49	333.49
29.08	333.922	333.922
29.09	335.594	335.594
29.1	335.272	335.272
29.11	333.88	333.88
29.12	335.809	335.809
29.13	331.711	331.711
29.14	332.716	332.716
29.15	336.02	336.02
29.16	336.778	336.778
29.17	336.495	336.495
29.18	335.048	335.048
29.19	335.391	335.391
29.2	335.569	335.569
29.21	332.245	332.245
29.22	340.606	340.606
29.23	339.817	339.817
29.24	336.577	336.577
29.25	332.406	332.406
29.26	334.5	334.5
29.27	338.317	338.317
29.28	338.561	338.561
29.29	336.392	336.392
29.3	335.434	335.434
29.31	336.168	336.168
29.32	336.992	336.992
29.33	330.934	330.934
29.34	331.976	331.976
29.35	331.894	331.894
29.36	335.086	335.086
29.37	336.695	336.695
29.38	335.583	335.583
29.39	328.312	328.312
29.4	335.32	335.32
29.41	332.732	332.732
29.42	329.117	329.117
29.43	334.545	334.545
29.44	337.05	337.05
29.45	335.588	335.588
29.46	335.078	335.078
29.47	337.49	337.49
29.48	337.102	337.102
29.49	338.224	338.224
29.5	337.274	337.274
29.51	335.332	335.332
29.52	334.399	334.399
29.53	333.906	333.906
29.54	340.131	340.131
29.55	334.811	334.811
29.56	334.58	334.58
29.57	338.328	338.328
29.58	337.494	337.494
29.59	337.878	337.878
29.6	333.945	333.945
29.61	337.399	337.399
29.62	333.411	333.411
29.63	331.924	331.924
29.64	335.553	335.553
29.65	336.164	336.164
29.66	335.151	335.151
29.67	339.808	339.808
29.68	337.069	337.069
29.69	338.662	338.662
29.7	335.819	335.819
29.71	337.11	337.11
29.72	338.894	338.894
29.73	332.824	332.824
29.74	336.06	336.06
29.75	336.315	336.315
29.76	336.618	336.618
29.77	331.905	331.905
29.78	336.875	336.875
29.79	335.363	335.363
29.8	335.544	335.544
29.81	334.964	334.964
29.82	332.796	332.796
29.83	334.61	334.61
29.84	339.273	339.273
29.85	333.562	333.562
29.86	335.667	335.667
29.87	334.809	334.809
29.88	335.079	335.079
29.89	335.866	335.866
29.9	334.758	334.758
29.91	332.338	332.338
29.92	331.31	331.31
29.93	333.351	333.351
29.94	330.653	330.653
29.95	331.126	331.126
29.96	330.731	330.731
29.97	335.001	335.001
29.98	334.262	334.262
29.99	331.264	331.264
30.0	331.287	331.287
30.01	329.699	329.699
30.02	330.759	330.759
30.03	333.253	333.253
30.04	335.679	335.679
30.05	331.728	331.728
30.06	335.596	335.596
30.07	331.799	331.799
30.08	330.972	330.972
30.09	327.336	327.336
30.1	330.441	330.441
30.11	330.202	330.202
30.12	328.848	328.848
30.13	331.537	331.537
30.14	332.641	332.641
30.15	326.366	326.366
30.16	328.643	328.643
30.17	326.434	326.434
30.18	327.717	327.717
30.19	327.92	327.92
30.2	328.45	328.45
30.21	324.026	324.026
30.22	326.468	326.468
30.23	327.091	327.091
30.24	330.695	330.695
30.25	326.693	326.693
30.26	326.935	326.935
30.27	330.967	330.967
30.28	322.294	322.294
30.29	325.247	325.247
30.3	325.749	325.749
30.31	323.855	323.855
30.32	323.577	323.577
30.33	324.952	324.952
30.34	322.268	322.268
30.35	324.112	324.112
30.36	328.094	328.094
30.37	329.54	329.54
30.38	328.089	328.089
30.39	326.906	326.906
30.4	325.033	325.033
30.41	328.354	328.354
30.42	325.265	325.265
30.43	327.013	327.013
30.44	325.803	325.803
30.45	327.477	327.477
30.46	329.929	329.929
30.47	328.206	328.206
30.48	328.904	328.904
30.49	330.124	330.124
30.5	328.714	328.714
30.51	331.605	331.605
30.52	323.253	323.253
30.53	326.742	326.742
30.54	325.688	325.688
30.55	325.873	325.873
30.56	326.242	326.242
30.57	323.176	323.176
30.58	324.289	324.289
30.59	322.152	322.152
30.6	323.331	323.331
30.61	326.202	326.202
30.62	325.938	325.938
30.63	320.801	320.801
30.64	328.431	328.431
30.65	327.151	327.151
30.66	327.441	327.441
30.67	325.895	325.895
30.68	327.441	327.441
30.69	330.888	330.888
30.7	331.018	331.018
30.71	330.435	330.435
30.72	327.509	327.509
30.73	330.966	330.966
30.74	330.32	330.32
30.75	329.314	329.314
30.76	329.32	329.32
30.77	331.296	331.296
30.78	325.755	325.755
30.79	333.284	333.284
30.8	331.119	331.119
30.81	330.176	330.176
30.82	325.362	325.362
30.83	325.468	325.468
30.84	328.345	328.345
30.85	329.36	329.36
30.86	324.321	324.321
30.87	326.284	326.284
30.88	324.373	324.373
30.89	325.575	325.575
30.9	324.524	324.524
30.91	330.468	330.468
30.92	328.104	328.104
30.93	325.262	325.262
30.94	323.624	323.624
30.95	322.7	322.7
30.96	329.079	329.079
30.97	326.605	326.605
30.98	324.388	324.388
30.99	328.524	328.524
31.0	326.166	326.166
31.01	325.384	325.384
31.02	325.705	325.705
31.03	322.714	322.714
31.04	322.526	322.526
31.05	326.269	326.269
31.06	327.48	327.48
31.07	329.604	329.604
31.08	334.4	334.4
31.09	330.718	330.718
31.1	327.499	327.499
31.11	323.944	323.944
31.12	326.837	326.837
31.13	326.763	326.763
31.14	327.598	327.598
31.15	325.451	325.451
31.16	326.721	326.721
31.17	324.373	324.373
31.18	326.128	326.128
31.19	323.891	323.891
31.2	321.047	321.047
31.21	331.562	331.562
31.22	324.278	324.278
31.23	325.03	325.03
31.24	327.688	327.688
31.25	326.55	326.55
31.26	325.877	325.877
31.27	322.321	322.321
31.28	327.836	327.836
31.29	327.754	327.754
31.3	329.657	329.657
31.31	327.737	327.737
31.32	329.063	329.063
31.33	329.618	329.618
31.34	330.286	330.286
31.35	328.037	328.037
31.36	327.483	327.483
31.37	323.211	323.211
31.38	326.949	326.949
31.39	325.806	325.806
31.4	322.181	322.181
31.41	324.575	324.575
31.42	322.411	322.411
31.43	326.203	326.203
31.44	323.842	323.842
31.45	323.427	323.427
31.46	324.558	324.558
31.47	320.304	320.304
31.48	320.395	320.395
31.49	325.363	325.363
31.5	325.439	325.439
31.51	319.928	319.928
31.52	321.648	321.648
31.53	319.546	319.546
31.54	323.528	323.528
31.55	325.802	325.802
31.56	323.224	323.224
31.57	324.02	324.02
31.58	325.225	325.225
31.59	326.254	326.254
31.6	320.586	320.586
31.61	325.137	325.137
31.62	320.623	320.623
31.63	321.452	321.452
31.64	329.774	329.774
31.65	324.955	324.955
31.66	325.632	325.632
31.67	324.339	324.339
31.68	325.818	325.818
31.69	319.913	319.913
31.7	322.0	322.0
31.71	321.925	321.925
31.72	328.991	328.991
31.73	325.226	325.226
31.74	323.851	323.851
31.75	325.153	325.153
31.76	326.4	326.4
31.77	327.382	327.382
31.78	322.953	322.953
31.79	323.876	323.876
31.8	322.535	322.535
31.81	322.921	322.921
31.82	322.056	322.056
31.83	320.431	320.431
31.84	325.27	325.27
31.85	328.092	328.092
31.86	324.818	324.818
31.87	323.441	323.441
31.88	322.523	322.523
31.89	322.28	322.28
31.9	324.619	324.619
31.91	325.647	325.647
31.92	327.643	327.643
31.93	323.599	323.599
31.94	324.653	324.653
31.95	327.964	327.964
31.96	328.701	328.701
31.97	323.794	323.794
31.98	318.366	318.366
31.99	321.697	321.697
32.0	321.692	321.692
32.01	323.662	323.662
32.02	323.449	323.449
32.03	326.703	326.703
32.04	329.442	329.442
32.05	325.648	325.648
32.06	326.138	326.138
32.07	327.612	327.612
32.08	324.107	324.107
32.09	325.372	325.372
32.1	329.399	329.399
32.11	326.487	326.487
32.12	328.056	328.056
32.13	330.063	330.063
32.14	332.851	332.851
32.15	330.628	330.628
32.16	328.938	328.938
32.17	326.564	326.564
32.18	330.637	330.637
32.19	330.445	330.445
32.2	331.195	331.195
32.21	329.877	329.877
32.22	333.037	333.037
32.23	332.136	332.136
32.24	332.769	332.769
32.25	326.309	326.309
32.26	329.334	329.334
32.27	330.372	330.372
32.28	328.979	328.979
32.29	328.41	328.41
32.3	327.362	327.362
32.31	326.89	326.89
32.32	334.663	334.663
32.33	330.056	330.056
32.34	333.557	333.557
32.35	330.294	330.294
32.36	331.663	331.663
32.37	327.349	327.349
32.38	327.126	327.126
32.39	328.574	328.574
32.4	325.513	325.513
32.41	324.245	324.245
32.42	329.771	329.771
32.43	327.918	327.918
32.44	325.872	325.872
32.45	329.639	329.639
32.46	331.047	331.047
32.47	324.497	324.497
32.48	323.193	323.193
32.49	328.896	328.896
32.5	328.601	328.601
32.51	326.239	326.239
32.52	329.08	329.08
32.53	329.748	329.748
32.54	325.382	325.382
32.55	330.635	330.635
32.56	331.034	331.034
32.57	328.262	328.262
32.58	330.328	330.328
32.59	327.96	327.96
32.6	331.642	331.642
32.61	328.1	328.1
32.62	327.412	327.412
32.63	331.038	331.038
32.64	331.735	331.735
32.65	325.673	325.673
32.66	326.349	326.349
32.67	327.552	327.552
32.68	328.042	328.042
32.69	328.461	328.461
32.7	322.565	322.565
32.71	323.567	323.567
32.72	326.465	326.465
32.73	328.782	328.782
32.74	326.93	326.93
32.75	326.74	326.74
32.76	329.62	329.62
32.77	329.772	329.772
32.78	329.64	329.64
32.79	332.02	332.02
32.8	329.379	329.379
32.81	326.883	326.883
32.82	335.354	335.354
32.83	328.371	328.371
32.84	328.717	328.717
32.85	332.994	332.994
32.86	331.202	331.202
32.87	331.372	331.372
32.88	327.342	327.342
32.89	330.321	330.321
32.9	331.312	331.312
32.91	328.802	328.802
32.92	332.301	332.301
32.93	327.45	327.45
32.94	330.71	330.71
32.95	331.643	331.643
32.96	332.848	332.848
32.97	333.614	333.614
32.98	329.534	329.534
32.99	331.111	331.111
33.0	332.154	332.154
33.01	329.409	329.409
33.02	327.687	327.687
33.03	333.496	333.496
33.04	328.955	328.955
33.05	326.242	326.242
33.06	329.089	329.089
33.07	325.938	325.938
33.08	328.507	328.507
33.09	332.299	332.299
33.1	327.404	327.404
33.11	335.771	335.771
33.12	331.693	331.693
33.13	331.274	331.274
33.14	333.111	333.111
33.15	331.07	331.07
33.16	333.947	333.947
33.17	330.97	330.97
33.18	333.806	333.806
33.19	333.529	333.529
33.2	337.351	337.351
33.21	330.514	330.514
33.22	333.205	333.205
33.23	335.574	335.574
33.24	331.582	331.582
33.25	333.171	333.171
33.26	331.982	331.982
33.27	331.31	331.31
33.28	333.633	333.633
33.29	329.669	329.669
33.3	333.937	333.937
33.31	332.735	332.735
33.32	326.985	326.985
33.33	330.994	330.994
33.34	331.315	331.315
33.35	330.023	330.023
33.36	329.954	329.954
33.37	336.799	336.799
33.38	331.573	331.573
33.39	329.015	329.015
33.4	330.363	330.363
33.41	334.233	334.233
33.42	331.983	331.983
33.43	334.087	334.087
33.44	335.874	335.874
33.45	330.605	330.605
33.46	329.653	329.653
33.47	331.538	331.538
33.48	328.839	328.839
33.49	334.451	334.451
33.5	330.248	330.248
33.51	330.782	330.782
33.52	328.983	328.983
33.53	329.088	329.088
33.54	332.739	332.739
33.55	332.952	332.952
33.56	327.784	327.784
33.57	331.168	331.168
33.58	331.714	331.714
33.59	330.768	330.768
33.6	331.293	331.293
33.61	332.961	332.961
33.62	330.327	330.327
33.63	332.642	332.642
33.64	331.207	331.207
33.65	330.395	330.395
33.66	330.758	330.758
33.67	330.801	330.801
33.68	328.965	328.965
33.69	331.746	331.746
33.7	333.603	333.603
33.71	333.044	333.044
33.72	334.288	334.288
33.73	331.54	331.54
33.74	332.26	332.26
33.75	328.943	328.943
33.76	331.52	331.52
33.77	334.421	334.421
33.78	333.614	333.614
33.79	333.171	333.171
