frame	time_ns	protein_backbone_rmsd_nm	ligand_heavy_rmsd_after_protein_fit_nm	protein_ligand_min_heavy_distance_nm	protein_ligand_heavy_contact_pairs_le_0_40_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_ligand_heavy_contact_pairs_le_0_40_nm	pocket_ligand_com_distance_nm	protein_radius_of_gyration_nm
6110	61.1	0.20845261875602028	0.46097458966768584	0.29399012712267536	78	1	1	78	0.43368845443308957	2.7446598277932073
6111	61.11	0.20791048348483968	0.4826621154757368	0.2909625652267764	71	1	1	70	0.4509548654144414	2.7479965051342257
6112	61.12	0.2049352375663122	0.4362313500621163	0.28454000569464505	78	1	1	78	0.41638194720923005	2.7413026299399674
6113	61.13	0.21167737761290234	0.44590034734865835	0.3220991149184215	57	1	1	57	0.4227915658385579	2.7466641840821784
6114	61.14	0.2230644163575192	0.43699142463627655	0.30430434890434255	81	1	1	80	0.4330189155522592	2.740529194408882
6115	61.15	0.21569389803274985	0.44154453354908296	0.30803262290384303	68	1	1	68	0.40417529356888454	2.7459132092998493
6116	61.16	0.20471426900422912	0.463907146233829	0.30445157556031555	82	1	1	81	0.4428196272367434	2.7557074897486764
6117	61.17	0.21011980048452727	0.43660296824081984	0.30301454530391336	90	1	1	90	0.42080703660671154	2.73955624616546
6118	61.18	0.2118758034489583	0.4570266129224859	0.3058583714741342	62	1	1	62	0.4216097480003508	2.7453819085117512
6119	61.19	0.21673898964885413	0.44971994644938607	0.2929869396104376	65	1	1	65	0.42893669160254005	2.7467866602835675
6120	61.2	0.20913825655963506	0.43972939903785235	0.3099499341215437	71	1	1	71	0.39840562732819146	2.7461858405335495
6121	61.21	0.21561579493385863	0.4506173536403283	0.30436978851101343	67	1	1	66	0.42075711341452776	2.757550600648245
6122	61.22	0.21074040026965224	0.43535050498419964	0.2993392786954757	68	1	1	68	0.41553909140650863	2.7598250391367625
6123	61.23	0.22776042759765538	0.4514540994649576	0.30874748003823005	67	1	1	67	0.41090167981064	2.7572150384449268
6124	61.24	0.21417281825581758	0.44721924972072963	0.2748493913646112	71	1	1	71	0.42890415880934185	2.7568897919124082
6125	61.25	0.21039149647146985	0.4619883554542056	0.2925937608426412	72	1	1	72	0.43285510395680904	2.7551003995989913
6126	61.26	0.21814656559782372	0.4347242114573624	0.2984102138185468	62	1	1	62	0.4186137122679705	2.7481255359822288
6127	61.27	0.2204331015521855	0.44609523563535414	0.29404428490807705	62	1	1	62	0.4290336048568629	2.7480096203867435
6128	61.28	0.21519904813815977	0.4918278108962433	0.2842567317963295	59	1	1	59	0.4761941767990453	2.744903320804257
6129	61.29	0.2032300355544389	0.4397824192786793	0.32317481217478067	68	1	1	67	0.4250934729479944	2.741523159158741
6130	61.3	0.20280279196787232	0.47487431880796305	0.31550919747410816	73	1	1	72	0.46376725233126503	2.749575345761582
6131	61.31	0.20229771059987894	0.4427807091767616	0.31127133744204616	72	1	1	72	0.4246267404379808	2.7447486274988186
6132	61.32	0.2094170230683189	0.40141161164628897	0.30657657569128693	72	1	1	71	0.40246751750663295	2.744991379035332
6133	61.33	0.2111984251005659	0.4214363495949785	0.30083264267066434	74	1	1	74	0.3981001292085052	2.746947418574638
6134	61.34	0.22570679961916085	0.4528003461748392	0.2997749600053089	66	1	1	66	0.43827209252869076	2.748476872208437
6135	61.35	0.21860291539256912	0.4497703590901653	0.30544811958467405	52	1	1	52	0.41764397653078367	2.7393388903708376
6136	61.36	0.20199552407427235	0.44942986438233784	0.29251513501977755	73	1	1	71	0.4468209521770545	2.7440121114488347
6137	61.37	0.2068050272210285	0.48878113385182365	0.3119121376038037	52	1	1	51	0.46372633870901625	2.740196925554337
6138	61.38	0.20433681184248348	0.47120824599310707	0.3192589837097065	69	1	1	69	0.4483305111706268	2.750656665392755
6139	61.39	0.20026240515544735	0.4648539283090349	0.31138040625355934	70	1	1	70	0.4333971063691351	2.7467745949529787
6140	61.4	0.1995022412247754	0.4873947998905991	0.30649909497535266	78	1	1	77	0.4607497812056769	2.7542363316764695
6141	61.41	0.2070212574205363	0.4619288268387537	0.31116188848651133	79	1	1	78	0.4420517315922261	2.7533128136836664
6142	61.42	0.20417502362690812	0.458212556924076	0.3013805539761261	74	1	1	69	0.44152278434702097	2.7472899744466073
6143	61.43	0.1969310469816002	0.4619643607486529	0.3047835407120493	63	1	1	63	0.4278112679434097	2.744493655206527
6144	61.44	0.2121390858842823	0.4286749699874036	0.320731009793103	52	1	1	52	0.40646769111546666	2.744812318009184
6145	61.45	0.21122951253722505	0.45351842620435007	0.2884474160864109	64	1	1	64	0.4403325602939482	2.7386217290081034
6146	61.46	0.20170212396468962	0.43869398225885065	0.299549869505661	81	1	1	81	0.40980227711692707	2.743992702928172
6147	61.47	0.192391977142541	0.461546083851838	0.2869031489923787	70	1	1	70	0.431911458541925	2.7370085646148157
6148	61.48	0.190646872822619	0.4351440999957772	0.30444271025200326	71	1	1	71	0.4261823238406892	2.7473720551406737
6149	61.49	0.19283754840037617	0.47392087295213026	0.31325870816577917	75	1	1	72	0.468101891582973	2.7381922134082415
6150	61.5	0.1992765117050267	0.4652611362542015	0.31725355647105463	68	1	1	66	0.4428798561923153	2.743150690136651
6151	61.51	0.19367600637865146	0.4676619061280329	0.30334825348560684	67	1	1	66	0.4409436835257668	2.736573460377749
6152	61.52	0.18348931271224297	0.48121688428351694	0.29892104338782577	84	1	1	84	0.45338336951923025	2.736836008286034
6153	61.53	0.1851951990412982	0.45250745994754216	0.31984186035952467	81	1	1	81	0.42288667860988916	2.739864296663304
6154	61.54	0.18036824395060563	0.4645768849797223	0.30762783761743495	80	1	1	80	0.4265081821796858	2.740985289027747
6155	61.55	0.18657212688530672	0.45212172389596245	0.3080962423734682	71	1	1	70	0.44564098025240756	2.7331154758902723
6156	61.56	0.19298912391551737	0.441375547906434	0.2878837668909463	69	1	1	68	0.42622066235904105	2.7330298147917698
6157	61.57	0.19623015166597732	0.47149000861650786	0.30693009195388404	72	1	1	71	0.43650634207481753	2.7412382579919767
6158	61.58	0.19308638924075242	0.42682331297848364	0.30787684798714066	69	1	1	69	0.43505413982605184	2.7421744023215693
6159	61.59	0.20071571898808527	0.47194615131724327	0.29493767506473134	67	1	1	67	0.4381954578475174	2.750833494870639
6160	61.6	0.20693983019568743	0.4892906516563591	0.302331364854607	71	1	1	70	0.4775884659248805	2.7454248639496646
6161	61.61	0.21291474624738954	0.4431432799167266	0.2952373933090148	73	1	1	73	0.4347107330400147	2.755963800311052
6162	61.62	0.2190052843590197	0.4518024181315754	0.2976884042265174	95	1	1	94	0.4330156681059468	2.749364813605382
6163	61.63	0.20478338986583816	0.4205952909412039	0.30685131080626327	67	1	1	67	0.4139937647324009	2.752548967267575
6164	61.64	0.20327298928497375	0.4284036909337442	0.2886016079957704	87	1	1	87	0.42433098080559695	2.7455588419673527
6165	61.65	0.20447505591633788	0.4395872324242435	0.29118059722355627	97	1	1	97	0.419252614761297	2.74447092269433
6166	61.66	0.2083013745547559	0.4570668418466253	0.2958715673126418	87	1	1	87	0.4442730127342003	2.7520836642960567
6167	61.67	0.20635795924343586	0.4427514814948094	0.2972759076152992	69	1	1	69	0.4132316273951432	2.7517918721111525
6168	61.68	0.19934306124153203	0.4360267722259062	0.2885833802316164	76	1	1	76	0.43089393655377917	2.7439999371701425
6169	61.69	0.20652900631888516	0.45247040275301675	0.28842686606692325	73	1	1	71	0.43751489782380465	2.743370686957385
6170	61.7	0.20093491051499127	0.44329417092150464	0.2915802007892067	65	1	1	65	0.42857572731378635	2.7465014194285238
6171	61.71	0.20641565077618224	0.43751887293849717	0.3028634470273846	67	1	1	67	0.4218364898823168	2.7441011185616864
6172	61.72	0.2103373134029234	0.42272352318288825	0.3019850814834308	81	1	1	81	0.4039924289125027	2.7515148355190613
6173	61.73	0.20561952888598176	0.4340148992920973	0.28461212100939737	84	1	1	83	0.42123601090737245	2.744870168433157
6174	61.74	0.1990453867300453	0.44501177411301296	0.2981707270998303	82	1	1	82	0.4452362335516523	2.7410553342268957
6175	61.75	0.20093450828881282	0.43265275922887864	0.30888345514555315	78	1	1	78	0.4285034568789762	2.7389491406197366
6176	61.76	0.19425018980838366	0.4335387678712137	0.30256169843740865	76	1	1	76	0.4170806298282697	2.740803275871027
6177	61.77	0.2029448642518048	0.42976803844412503	0.299093730255751	62	1	1	62	0.40337343648392476	2.7511507995169557
6178	61.78	0.1935752571507241	0.4713154753521609	0.294688147490356	77	1	1	76	0.44926506941634087	2.7491368465444603
6179	61.79	0.20148281155086192	0.4806267794953313	0.3088310550409242	67	1	1	67	0.4442491759120477	2.750144920915078
6180	61.8	0.20226216434475064	0.47404264444863575	0.2848544794640035	80	1	1	80	0.4399045968585661	2.7540712374923535
6181	61.81	0.20044332468534906	0.45667507825510034	0.3170059689033896	70	1	1	69	0.40595057124714434	2.7486764686487555
6182	61.82	0.21250089716006842	0.4367228219587146	0.3073153041111699	76	1	1	76	0.4133778005547417	2.750609053092988
6183	61.83	0.19062215668641194	0.43442407519110804	0.3008089164775053	59	1	1	59	0.400766567202294	2.7480492973338686
6184	61.84	0.18911782558640183	0.4722421073681592	0.29914718560825343	61	1	1	60	0.43904477492945776	2.747704497182498
6185	61.85	0.18500176949116692	0.440988972855146	0.2948050296828347	68	1	1	65	0.42840467261361603	2.74489643156083
6186	61.86	0.2042661176874411	0.46792366493706955	0.29202394995812486	80	1	1	79	0.4198437577563765	2.7474042006560593
6187	61.87	0.19456440083319484	0.45184576695094575	0.29057822049605825	71	1	1	71	0.4393512427324409	2.747855932371892
6188	61.88	0.20708168207328154	0.4292733244257608	0.2992040313710458	53	1	1	53	0.38047953449340605	2.7532606137080355
6189	61.89	0.21212691044637522	0.4649413433034847	0.3069544696581667	54	1	1	53	0.43737255658152063	2.755070500641102
6190	61.9	0.20480309270414	0.48314745703304807	0.2866515718080155	63	1	1	63	0.45029831347322624	2.7487934482784806
6191	61.91	0.20475681691615896	0.46678591391239294	0.3038180317357008	71	1	1	71	0.4556912739887151	2.744194486945712
6192	61.92	0.204350642384523	0.5081806164198945	0.31212035688549034	66	1	1	63	0.42729931636206286	2.750729592652695
6193	61.93	0.21032483048883352	0.4732536617148083	0.30126894416541283	69	1	1	68	0.42947292567447837	2.7435520642376376
6194	61.94	0.205700884317176	0.4592681042341674	0.31216205299776945	64	1	1	64	0.41994499966206356	2.74079928863351
6195	61.95	0.20519854050713446	0.4479637085460387	0.31200967633378707	61	1	1	61	0.41109505588750717	2.744030210076974
6196	61.96	0.21045839837488542	0.46509930691662243	0.3136930227184412	66	1	1	66	0.42991652058915547	2.7468129865121425
6197	61.97	0.2125151742205687	0.45754537272854473	0.2974118243045308	63	1	1	63	0.40476999657250035	2.743995124817853
6198	61.98	0.22091106093126447	0.44579204248765025	0.30315184073328916	57	1	1	57	0.41215684703982625	2.752241970055052
6199	61.99	0.20032379958348362	0.45229922930274197	0.31479228046847185	60	1	1	60	0.4229712944343298	2.7515769626951116
6200	62.0	0.2087560904436132	0.4665277948247448	0.291803017023447	50	1	1	50	0.41039722895376646	2.753053391823152
6201	62.01	0.21499427483779657	0.4510876558862754	0.28586889312618047	67	1	1	67	0.39368513236473046	2.748402050628843
6202	62.02	0.20737381314963818	0.48335935636407273	0.2905327397344272	84	1	1	84	0.4345049719400461	2.746196558048522
6203	62.03	0.2125104130976078	0.4710844718749058	0.29082515155354477	62	1	1	62	0.39694643611392955	2.756134785539559
6204	62.04	0.21218205736889267	0.4770482800057551	0.30595135940311496	65	1	1	63	0.4486603226862364	2.750574336206136
6205	62.05	0.20519807069862323	0.45754657063779003	0.2954335454115552	68	1	1	68	0.4420059974058117	2.750039292876497
6206	62.06	0.21335078203428734	0.4564565990866642	0.31596496555457476	69	1	1	69	0.41611989099113167	2.7492458573738037
6207	62.07	0.2211116079102829	0.48123552468527153	0.28793399629585975	86	1	1	86	0.43034522591242697	2.7590577256102087
6208	62.08	0.21407653335480722	0.4902578242688457	0.28960923226976565	56	1	1	55	0.4685664277131652	2.7548452343255088
6209	62.09	0.21558755841972807	0.4521125697709759	0.28837126960408066	73	1	1	71	0.4280387863439601	2.749746985220676
6210	62.1	0.2123976001334385	0.43246454133158024	0.27338255884227325	59	1	1	58	0.4066029301620088	2.754902254943203
6211	62.11	0.20100424001512818	0.4458722975840659	0.3072005730672569	68	1	1	67	0.4194898981375369	2.7564084967890725
6212	62.12	0.21868097627121325	0.43645033824443613	0.3014066313499052	69	1	1	69	0.40436509486079253	2.7493364609928177
6213	62.13	0.21261148203985072	0.46156081632046125	0.3015107767734938	57	1	1	57	0.4285624318455567	2.7556591077164514
6214	62.14	0.1959153721879674	0.4455896392370401	0.2810996053791639	75	1	1	74	0.4197324295881337	2.7511321396688557
6215	62.15	0.20420459873319347	0.4809492191773644	0.3280688469558998	65	1	1	65	0.4573302956681391	2.7494119121421767
6216	62.16	0.20878186308331342	0.4494481527802551	0.31540540335635964	71	1	1	69	0.4376511979934884	2.74993758759481
6217	62.17	0.2113344262173093	0.42610576419964713	0.3137294607114244	63	1	1	63	0.4186343224683039	2.7463109554993697
6218	62.18	0.20746048547410573	0.4559392095989101	0.30325099712850545	68	1	1	68	0.4051506203214926	2.748480127761254
6219	62.19	0.20976571549734846	0.4546695343412385	0.3008602032962531	65	1	1	65	0.42545457291621647	2.7431194692903182
6220	62.2	0.20568012049242118	0.46187932662503606	0.3183845323623697	61	1	1	60	0.4346619418256796	2.748025694934553
6221	62.21	0.19685786784825673	0.4177203532613539	0.30059928467487124	59	1	1	59	0.37095480993112817	2.7507778979336317
6222	62.22	0.19606998324091668	0.4405545833084837	0.2867021620248489	71	1	1	71	0.41608430809431224	2.7490007684642803
6223	62.23	0.20497199204595887	0.403560441430802	0.279673278941598	57	1	1	57	0.3837450051883045	2.7480071252976153
6224	62.24	0.20170999961818387	0.4343428744429928	0.29327298468901236	60	1	1	60	0.4106368742562947	2.749529793925224
6225	62.25	0.20138901985798677	0.4573846394503239	0.294493134751569	55	1	1	54	0.4292402423039802	2.7498006421670214
6226	62.26	0.2092321955576935	0.471879954659227	0.3027428322666911	73	1	1	73	0.4363427553027135	2.7508167917831896
6227	62.27	0.2128851645697833	0.45154922047023477	0.2936479256360126	61	1	1	61	0.4282356887952097	2.750527126411249
6228	62.28	0.20972298798443084	0.41460167981840595	0.3081167851287442	82	1	1	82	0.41479835578282287	2.751849479521926
6229	62.29	0.19774992632923188	0.44516840041307626	0.2880729358032946	66	1	1	66	0.43138472265622285	2.753546515088313
6230	62.3	0.20542604536080114	0.41788383258259365	0.2957394806088426	66	1	1	66	0.39098593828650985	2.7517324003246566
6231	62.31	0.2058458457219559	0.4780170081727076	0.31208029284503314	72	1	1	72	0.4293157524257597	2.7520275831928895
6232	62.32	0.19431052604955262	0.45002558142834576	0.30884783114768666	71	1	1	71	0.43359349380907775	2.743373878113572
6233	62.33	0.204156162759286	0.46565376911609635	0.29792356201995307	72	1	1	70	0.4432079960457166	2.75687718373598
6234	62.34	0.20982843317954947	0.4517500073234374	0.31792123654170357	57	1	1	57	0.4182533062676147	2.752607676278249
6235	62.35	0.20757967036560845	0.4370409784765431	0.3065194533376498	63	1	1	63	0.4003535380438441	2.7560867305297725
6236	62.36	0.19236731242226485	0.42870500633674435	0.27328757247909186	68	1	1	68	0.42087279225177526	2.753859879875129
6237	62.37	0.1890281430170569	0.4653381682254002	0.3043716652061187	56	1	1	56	0.42885759526953227	2.750821460730693
6238	62.38	0.1942873038442719	0.42614753984956816	0.30199007364362573	68	1	1	68	0.40514208245755556	2.7500446456513243
6239	62.39	0.19629112312702968	0.437477762760738	0.3125283352107792	56	1	1	56	0.4159775459072999	2.742547673095709
6240	62.4	0.20375918221877326	0.4442686740598264	0.31958891702370423	69	1	1	69	0.4294456990192289	2.7445630572734974
6241	62.41	0.19141499273782997	0.46961082874339877	0.30191027052248115	68	1	1	67	0.45127124316396056	2.748608130423406
6242	62.42	0.204256332329631	0.4777591580997786	0.2998335067919326	62	1	1	62	0.45693593560678103	2.7451117964540312
6243	62.43	0.20782246415076133	0.4395331728475501	0.302736689544598	91	1	1	91	0.4263927205445584	2.7489521417919187
6244	62.44	0.2075468766526217	0.4579704488778483	0.2939727314442619	59	1	1	59	0.42184598294121756	2.7524341708632667
6245	62.45	0.21122829998355544	0.4607619317714312	0.3017938934394634	69	1	1	69	0.43016652867404437	2.7448184710034647
6246	62.46	0.20286960384765784	0.46672975055287225	0.29680662294261423	76	1	1	76	0.39584785791022914	2.753694841183008
6247	62.47	0.20738149572706624	0.42994237273138614	0.2847822880125905	76	1	1	76	0.40017350507748867	2.7518310302480344
6248	62.48	0.20631641860903915	0.4422787182249307	0.3177433826378718	53	1	1	53	0.4073600298476169	2.7548922022566797
6249	62.49	0.19846208691250627	0.423508774038841	0.31181173765559533	67	1	1	67	0.4156324841772343	2.7427552704509464
6250	62.5	0.2047347658508231	0.46193052171778703	0.2908280299256469	62	1	1	62	0.42713977474909537	2.74276376731063
6251	62.51	0.2023042256773687	0.47333658016989844	0.29746962166681873	103	1	1	103	0.44959349275830257	2.757963237666362
6252	62.52	0.19930460193279093	0.43300057643683615	0.27891560501365337	68	1	1	68	0.4089627667394281	2.748660166752553
6253	62.53	0.19660328611273614	0.464130359093384	0.293809970830975	79	1	1	79	0.43351382871923894	2.745523694567166
6254	62.54	0.21707243664438364	0.4714906718911173	0.3109099557180045	77	1	1	76	0.4551924247609744	2.749096342714855
6255	62.55	0.2105494805828343	0.4903181306269987	0.28116358302282	67	1	1	67	0.4610799707781135	2.7511777821572916
6256	62.56	0.21190136389682718	0.4962045915894393	0.28104464947225144	78	1	1	78	0.4512955502009327	2.7516891026619748
6257	62.57	0.2048811422491778	0.4631349419873875	0.31315924221457603	68	1	1	68	0.42358789918156486	2.7497628345366563
6258	62.58	0.19388947781512372	0.47944792243674	0.2870706570542298	92	1	1	92	0.4611392604617097	2.754458005659011
6259	62.59	0.2025695259084887	0.46861257710852994	0.31586993250856016	61	1	1	61	0.422161850888055	2.7550016188529116
6260	62.6	0.2241315357258927	0.4797416576835424	0.31662278426113105	68	1	1	68	0.44484932877537364	2.7534239349385126
6261	62.61	0.19892628032984355	0.4534082483458911	0.29628528282582345	81	1	1	79	0.42257653576290616	2.7567657903915315
6262	62.62	0.21801745440998474	0.47093710248585224	0.2766478567469793	75	1	1	75	0.4320981710394455	2.756795749036062
6263	62.63	0.19053980182875016	0.44900311408096644	0.30591596888039596	67	1	1	67	0.41856127985385283	2.7618697853649956
6264	62.64	0.19894044653213108	0.4552303830966576	0.3019569883404204	85	1	1	85	0.41917065867188763	2.755916575865766
6265	62.65	0.20518545620415723	0.4258114847900577	0.30503927564189	68	1	1	68	0.42116829853834725	2.748310790145719
6266	62.66	0.20360525259679604	0.4558429885818067	0.2940919741980844	76	1	1	76	0.4252780564086983	2.754592467393155
6267	62.67	0.19630353266701842	0.4334626629066228	0.30153422507439925	75	1	1	75	0.414427790797657	2.755277518431142
6268	62.68	0.20338182773905628	0.44540998924374786	0.29812868170303797	66	1	1	66	0.41568080939946056	2.749083536835993
6269	62.69	0.20087874893469318	0.5151956240686287	0.31008937522413116	61	1	1	61	0.47095407898370445	2.7497645544640994
6270	62.7	0.18749507886345948	0.4332689771467247	0.2850474978828565	74	1	1	74	0.41321560605113367	2.7520803869187835
6271	62.71	0.18942509472268568	0.44194064020915497	0.30756265597027055	71	1	1	71	0.4365094098899568	2.7467550524247457
6272	62.72	0.19228986078879312	0.4437777006846811	0.2865672144349301	82	1	1	82	0.43666323279673536	2.748537770428231
6273	62.73	0.2116611385762069	0.493512382581326	0.30655657571654393	68	1	1	68	0.46528505932064823	2.7516102451083624
6274	62.74	0.20697722262266205	0.487913563666425	0.28865376008807336	90	1	1	90	0.45578442638895106	2.7540221322247453
6275	62.75	0.20618528929205943	0.5030011743667655	0.3096190629664789	71	1	1	71	0.46248718458471283	2.755513731821879
6276	62.76	0.2060666918423078	0.44609683344326384	0.2934643556027852	73	1	1	73	0.40582029795726327	2.755279089761373
6277	62.77	0.2165975104734741	0.4649294555440652	0.31341121483672035	65	1	1	65	0.4455301933401423	2.7535523655345657
6278	62.78	0.20698638426270569	0.4800503933708306	0.302404159611196	79	1	1	79	0.4417278425040709	2.7501405430775137
6279	62.79	0.21028952721651156	0.4414264853444402	0.30469968869328745	58	1	1	58	0.4197851282149859	2.7568835509064655
6280	62.8	0.20852250562957764	0.46295745488672707	0.30654253527757275	57	1	1	57	0.414896661117856	2.7526003932586396
6281	62.81	0.20548477561829798	0.46072647557577096	0.30732058647017035	71	1	1	71	0.4261229065567701	2.750673217868099
6282	62.82	0.20919383143836687	0.4271409449713796	0.280116095655573	68	1	1	66	0.3936474409265699	2.748874888713554
6283	62.83	0.19557853990709126	0.45385612915449836	0.31356798604796643	81	1	1	81	0.42066651060298454	2.7455262781674294
6284	62.84	0.2064139334038703	0.47047647611790583	0.2979022955921123	60	1	1	60	0.4438769740272555	2.75403196914037
6285	62.85	0.20589769455407425	0.47184909833277294	0.2924156216853488	77	1	1	75	0.4134733239274507	2.751216716710871
6286	62.86	0.2000740432326081	0.4434721927821134	0.29534758278513534	77	1	1	77	0.4170918659401681	2.7493657909547657
6287	62.87	0.20536179610220545	0.4575748007499133	0.315386955796619	63	1	1	63	0.4193448047055339	2.746988057506202
6288	62.88	0.2159762656247814	0.43210931812676884	0.30097376146445864	72	1	1	72	0.4124493957566586	2.7509907817446986
6289	62.89	0.20518052201348577	0.47783515418103806	0.3044236826149469	62	1	1	62	0.44059147671437443	2.7508829637274657
6290	62.9	0.224298598510632	0.4636918582192554	0.30523537289877717	70	1	1	70	0.418177043219524	2.7579497582525185
6291	62.91	0.22062869695624707	0.4615181888350171	0.29528603797580366	83	1	1	83	0.42752009010039416	2.755917585292894
6292	62.92	0.21139308829099485	0.44212832183445794	0.300008182420645	68	1	1	68	0.3859766748110655	2.748611189359332
6293	62.93	0.2027624137452683	0.4900876066987675	0.3181636032199847	59	1	1	59	0.4104294381279735	2.7601368492178757
6294	62.94	0.21853958901030213	0.48839187902295655	0.29187159209142244	84	1	1	83	0.42735699783280373	2.7566940345479263
6295	62.95	0.21724709044208482	0.42657268571840373	0.29201528142533134	66	1	1	66	0.4186338031624309	2.7547629455342664
6296	62.96	0.2102065751934168	0.4629002425019045	0.304027810564145	63	1	1	63	0.44240618285754546	2.7489387330629294
6297	62.97	0.2191367081295393	0.4823250845866746	0.2923715366756768	62	1	1	60	0.42294927662474296	2.762300580756734
6298	62.98	0.23644678024061322	0.5029058738019715	0.30092052146096776	90	1	1	89	0.4622014361073893	2.7589836420079794
6299	62.99	0.2314882866983708	0.4523799781004665	0.31404948657186044	65	1	1	65	0.4303955868061454	2.756037708584297
6300	63.0	0.23676420904800458	0.4557211270689108	0.2921971909110732	78	1	1	78	0.4334819179315823	2.7492560729292697
6301	63.01	0.2357348371042693	0.4524962352769732	0.2887389081028283	63	1	1	63	0.40542019546655095	2.7565788943178875
6302	63.02	0.23772705364862948	0.43934743391465547	0.29945478792582625	75	1	1	75	0.4165343395969182	2.7498245912678514
6303	63.03	0.2220823243345839	0.4753961660349912	0.3068257146686487	67	1	1	65	0.40579595040036986	2.7481927172105167
6304	63.04	0.22725167396608384	0.4814699151062272	0.299027013802072	85	1	1	85	0.44623260049542457	2.750682125034545
6305	63.05	0.2313758923295322	0.45470993603011484	0.3078080214359504	65	1	1	65	0.4150924936848342	2.754168241291422
6306	63.06	0.23088661958294981	0.48067137559605017	0.2800676816418517	93	1	1	93	0.4371530524773239	2.752052581729342
6307	63.07	0.2177822099333937	0.4959445331818405	0.2923169284023511	66	1	1	66	0.46629565540176665	2.7504912503781185
6308	63.08	0.22357933758214515	0.4976468946892728	0.30790580380569316	83	1	1	83	0.4571168835478698	2.7492056057547796
6309	63.09	0.2220893589976649	0.47277530913555027	0.2960049548703904	71	1	1	71	0.4336847523096802	2.75243339537457
6310	63.1	0.22876195672114688	0.46898050307434963	0.29967133042278826	72	1	1	72	0.4298524176482186	2.754186559665493
6311	63.11	0.2272518204437956	0.4683400198638813	0.31560710582251483	77	1	1	76	0.43237423220941196	2.7562202265770552
6312	63.12	0.22866106124186497	0.4784689447404274	0.31403947356374273	59	1	1	58	0.4273496071609534	2.7588211152474984
6313	63.13	0.20562773550496397	0.5032095394081193	0.2954826963466579	78	1	1	78	0.47351333356865916	2.7507972788316435
6314	63.14	0.2110533172481905	0.4387888007928937	0.2757627874488381	81	1	1	81	0.3950014940569064	2.756581961245988
6315	63.15	0.2086239665738862	0.4223683033742092	0.2871737122690433	64	1	1	63	0.39628192419417235	2.7471497079274663
6316	63.16	0.20285318798953772	0.4559127322082202	0.31366979699835307	68	1	1	66	0.42202460286931204	2.7508906155129003
6317	63.17	0.20105818841192863	0.4875992765822067	0.28944969102376483	88	1	1	88	0.46934827844815735	2.7495734598025416
6318	63.18	0.20864138694356602	0.4860696161985428	0.30222367386353055	82	1	1	82	0.4670409321426298	2.7541530572747486
6319	63.19	0.20385457987323644	0.49498247264703676	0.296215781482341	70	1	1	69	0.4434623619145106	2.766736487093783
6320	63.2	0.2024808158079011	0.4588285802787781	0.3178147755956976	62	1	1	62	0.41325161010080036	2.7587276919562873
6321	63.21	0.21112110838664763	0.46723672965586116	0.30108660095868217	78	1	1	78	0.4214446812635608	2.7543864790402943
6322	63.22	0.20691328536581638	0.45775938470465904	0.30911606412878984	65	1	1	64	0.4237345108100973	2.7519221799102405
6323	63.23	0.21418382325524563	0.4560567611101827	0.30167570437388114	58	1	1	58	0.38266073324930944	2.75315513062662
6324	63.24	0.20973290638512224	0.45652220340419464	0.29169360054157173	61	1	1	60	0.37916526581789833	2.749888845605107
6325	63.25	0.19980342652392405	0.481215001303023	0.3010163937327343	69	1	1	68	0.46162256086582315	2.754739644888292
6326	63.26	0.20245748354382326	0.463637541324826	0.2911939260638751	75	1	1	74	0.4375827555610097	2.7556690361544303
6327	63.27	0.2104785299681291	0.44180638319561655	0.2946280219171718	55	1	1	55	0.3810772018406241	2.755428075914281
6328	63.28	0.21372793970743992	0.44575478483534364	0.305150279932333	75	1	1	73	0.3906694998795222	2.755763453880888
6329	63.29	0.21408639480666708	0.4535813919281152	0.2930479022410927	67	1	1	67	0.41896882048165673	2.7608296813362827
6330	63.3	0.2145355029680344	0.450835320971127	0.30763281112236973	73	1	1	71	0.39727701006103494	2.757729444397534
6331	63.31	0.21224782412746984	0.4792430820985123	0.29893137345987936	77	1	1	77	0.44044392188885384	2.755631749227378
6332	63.32	0.22243814796430955	0.44873231705749583	0.2962992121025542	84	1	1	83	0.42489474189904775	2.7611436424452354
6333	63.33	0.22382475944823912	0.46242017316437173	0.3045622992646737	55	1	1	55	0.4098437905460527	2.753997041707972
6334	63.34	0.22618438007904612	0.4923624333655865	0.3017332769986183	76	1	1	75	0.4453664953620586	2.7570158378025162
6335	63.35	0.22303391123922398	0.49330794752106105	0.28363659908283134	62	1	1	62	0.4407116942107515	2.7575032959132124
6336	63.36	0.20096519873719781	0.4696083261384609	0.2906788507446457	77	1	1	75	0.4128385727374041	2.7537858834844835
6337	63.37	0.21441620954795546	0.48206168945625916	0.30577314631004143	60	1	1	60	0.44931781093217527	2.75210300843928
6338	63.38	0.1861145114634552	0.4633103616632609	0.31334611105360244	66	1	1	66	0.44579097957293873	2.7513358630399307
6339	63.39	0.19414487694785515	0.47414503004016567	0.3061209358972214	71	1	1	71	0.423170672934046	2.755657876023388
6340	63.4	0.2059954385797203	0.46340299374379335	0.3207554518808867	73	1	1	73	0.4209546521523544	2.7593787598253825
6341	63.41	0.19346046824600624	0.4469869120780777	0.28608034719086023	64	1	1	64	0.4153907661194431	2.753979194674995
