"gene","distance","Z","FC","p.value","p.adj"
"ATRAID",1.30728808613927e-10,-1.30732365176335,4.49867051281529e-08,0.999830768130812,0.99999999994277
"CARD16",1.28369669377026e-10,-1.3102783649843,4.33776904156617e-08,0.999833822098343,0.99999999994277
"PPP1R2",1.26739885496937e-10,-1.31234704935702,4.22832343752388e-08,0.999835931896264,0.99999999994277
"ST3GAL1",1.22735762346879e-10,-1.31752855111203,3.96537102194612e-08,0.999841115338564,0.99999999994277
"UBR5",1.21315681306111e-10,-1.31940123021861,3.87414135489695e-08,0.999842953670669,0.99999999994277
"PLEKHJ1",1.20379549816501e-10,-1.32064607780642,3.8145824758515e-08,0.999844165517405,0.99999999994277
"FGL2",1.19427970130197e-10,-1.32192004856824,3.75451359512957e-08,0.999845397362236,0.99999999994277
"CREB1",1.19392256936538e-10,-1.32196803134212,3.75226846573838e-08,0.9998454435939,0.99999999994277
"PCM1",1.19224590557188e-10,-1.32219346647248,3.74173700363329e-08,0.999845660642421,0.99999999994277
"MAZ",1.18695710402951e-10,-1.32290636483711,3.70861395128779e-08,0.999846345291635,0.99999999994277
"ZNF207",1.14681488790061e-10,-1.32840838177032,3.46200925216473e-08,0.999851541806672,0.99999999994277
"S100A9",1.13977307166027e-10,-1.32939062072556,3.41962405774052e-08,0.999852453388233,0.99999999994277
"CNOT4",1.09549854047541e-10,-1.33568897100294,3.15911318523866e-08,0.999858184842288,0.99999999994277
"MYO1F",1.08733427693242e-10,-1.33687427991687,3.1122017122853e-08,0.999859241727594,0.99999999994277
"BRD4",1.07803515585496e-10,-1.33823373084745,3.05919687766741e-08,0.999860445523181,0.99999999994277
"SNX1",1.07559522476586e-10,-1.33859210106751,3.0453647079376e-08,0.999860761378653,0.99999999994277
"CCNH",1.06799353649692e-10,-1.33971312539988,3.00247104773976e-08,0.999861745437116,0.99999999994277
"FCGRT",1.05748651449242e-10,-1.34127397651671,2.94368445970192e-08,0.999863105598644,0.99999999994277
"CAMP",1.03966631754267e-10,-1.34395204644783,2.84530959220657e-08,0.99986541246983,0.99999999994277
"MGST3",1.01051720706886e-10,-1.34841917287901,2.6879983990892e-08,0.999869185898557,0.99999999994277
"CDC37",9.61491689022499e-11,-1.35618924441068,2.43350727449499e-08,0.999875532380332,0.99999999994277
"MORF4L1",9.54296842899482e-11,-1.35735815225796,2.39722365040593e-08,0.999876463772016,0.99999999994277
"STK17B",9.40788829261238e-11,-1.35957339541398,2.32983885437016e-08,0.999878212419779,0.99999999994277
"RANBP2",9.32898336697357e-11,-1.36088010984541,2.2909215477119e-08,0.999879233864719,0.99999999994277
