"gene","distance","Z","FC","p.value","p.adj"
"HLA-B",1.61395869567097e-09,1.24087390590118,0.232638591570085,0.62957421721245,0.999999989686377
"EHD3",1.61263156057501e-09,1.24064742832025,0.232256158112563,0.629855944140526,0.999999989686377
"SDPR",1.61227774736573e-09,1.24058701841555,0.232154254759053,0.629931061419662,0.999999989686377
"STARD3NL",1.60241721112625e-09,1.23889813400569,0.229323271961375,0.632026066708013,0.999999989686377
"STXBP2",1.57905936058093e-09,1.23485605779562,0.222686474985858,0.637000539142833,0.999999989686377
"ATP2C1",1.56968924766506e-09,1.23321789970366,0.220051480318028,0.639000695755111,0.999999989686377
"BTK",1.55644438121208e-09,1.23088573626814,0.216353606823406,0.641832444114784,0.999999989686377
"CORO1C",1.55375430838568e-09,1.23040966697418,0.21560638577108,0.642408219544953,0.999999989686377
"DNM3",1.54796160701689e-09,1.22938174084329,0.214001736637002,0.643648802117818,0.999999989686377
"USP47",1.54471180848957e-09,1.22880338899322,0.213104127165784,0.644345224259992,0.999999989686377
"NRGN",1.54322177851364e-09,1.22853781226579,0.212693204700937,0.644664637696179,0.999999989686377
"PTGS1",1.54125590611634e-09,1.22818703470025,0.212151660530529,0.645086156466695,0.999999989686377
"CLU",1.53935090427849e-09,1.22784669564982,0.211627543106431,0.645494732318585,0.999999989686377
"C19orf33",1.53875656929234e-09,1.22774042909665,0.211464158173838,0.645622224403995,0.999999989686377
"CASP3",1.51740157500009e-09,1.22389496677802,0.205635451356691,0.650210015118025,0.999999989686377
"ORAI2",1.50467933110779e-09,1.2215784824176,0.202201716701508,0.652949522410911,0.999999989686377
"TBXA2R",1.50367700062565e-09,1.22139515344475,0.201932416212699,0.653165555940343,0.999999989686377
"C2orf88",1.50057238741672e-09,1.22082654257144,0.201099425019203,0.653834881537873,0.999999989686377
"GSR",1.48977364421742e-09,1.21883963827037,0.198215449381396,0.656165156086298,0.999999989686377
"ARMCX3",1.48310472178454e-09,1.21760546226835,0.196444811569056,0.657605926083182,0.999999989686377
"RAC1",1.48125221389253e-09,1.21726165504057,0.195954369755126,0.658006372493177,0.999999989686377
"TARSL2",1.47216621405121e-09,1.21556919509837,0.193557774843188,0.659971862315487,0.999999989686377
"LMNA",1.46620686578749e-09,1.21445351543216,0.191993897706235,0.661262269215175,0.999999989686377
"CALM1",1.46304510533282e-09,1.21385976220295,0.191166750853092,0.661947309931565,0.999999989686377
"HLA-C",1.45673983727967e-09,1.21267188138864,0.189522563336332,0.663314281252721,0.999999989686377
"HACD4",1.45672145323608e-09,1.21266841049044,0.189517779820442,0.663318268523996,0.999999989686377
"FRMD4B",1.44462690881036e-09,1.21037551589443,0.186383871271724,0.665943487612771,0.999999989686377
"MAPK14",1.44062119839965e-09,1.20961191848945,0.185351681284991,0.666813864713484,0.999999989686377
"CAPN1",1.43915138298875e-09,1.20933120442788,0.184973658552737,0.667133344780368,0.999999989686377
"SLA2",1.43199757381464e-09,1.20796086232633,0.183139275609463,0.668689162463383,0.999999989686377
"C10orf54",1.41438765029287e-09,1.20455851941579,0.178662677841163,0.672525041825691,0.999999989686377
"STK4",1.41345497837042e-09,1.2043771541573,0.178427128948178,0.672728439928637,0.999999989686377
"SERF2",1.41247146801249e-09,1.20418577458805,0.17817890897772,0.672942950874679,0.999999989686377
"CCPG1",1.41033660724842e-09,1.20376990136591,0.177640703845977,0.673408671501508,0.999999989686377
"NGFRAP1",1.40657774916126e-09,1.20303615472602,0.176695062395491,0.674228972022945,0.999999989686377
"PTPN12",1.40526284311275e-09,1.2027790205483,0.176364858382453,0.674516017204272,0.999999989686377
"CLEC1B",1.39997107321299e-09,1.20174178378921,0.175039092128155,0.675671693954549,0.999999989686377
"FLI1",1.39197759032658e-09,1.20016760276043,0.173045940192488,0.677418851013246,0.999999989686377
"GMPR",1.38542581157754e-09,1.19887065276963,0.171420783974344,0.678852186653045,0.999999989686377
"BRD3",1.38090854693824e-09,1.19797290143361,0.170304750727438,0.679841108001612,0.999999989686377
"ENDOD1",1.37825352015634e-09,1.19744388963487,0.169650501761763,0.680422604740884,0.999999989686377
"SSX2IP",1.36678790921254e-09,1.19514773035535,0.166839617058304,0.682935950490066,0.999999989686377
"HLA-E",1.36467233541852e-09,1.19472197213293,0.166323533539163,0.683400085138286,0.999999989686377
"COTL1",1.36367246595133e-09,1.19452052143624,0.166079898645345,0.683619487648137,0.999999989686377
"CNST",1.36348520245076e-09,1.19448277589114,0.166034288620133,0.68366058206511,0.999999989686377
"RABGAP1L",1.35620747481805e-09,1.19301185985846,0.164266572355564,0.685258382549693,0.999999989686377
"PRKCB",1.3558466696927e-09,1.19293873365737,0.164179181099465,0.685337632806722,0.999999989686377
"ARF1",1.35120074434626e-09,1.1919953954626,0.163055960609693,0.686358411799228,0.999999989686377
"RGS10",1.34224392846771e-09,1.19016764922265,0.160901400408388,0.688327971859257,0.999999989686377
"DOK2",1.34211694787073e-09,1.19014165058971,0.160870958267417,0.688355909511041,0.999999989686377
"FAXDC2",1.33620182353479e-09,1.18892785219054,0.159456066984934,0.689657797021202,0.999999989686377
"NEAT1",1.33439679102987e-09,1.18855639550789,0.159025549718418,0.690055258333022,0.999999989686377
"MAP1LC3B",1.33289622729753e-09,1.18824721644158,0.158668094121463,0.690385741869777,0.999999989686377
"INF2",1.33199361882697e-09,1.18806107522017,0.158453273684995,0.690584560427048,0.999999989686377
"JARID2",1.32729422735369e-09,1.18708991703904,0.15733717164746,0.691620045195414,0.999999989686377
"CTTN",1.32616581478258e-09,1.18685621682837,0.157069761800428,0.691868770600298,0.999999989686377
"CAPZA2",1.32540989934096e-09,1.18669955260789,0.156890753084435,0.692035408550448,0.999999989686377
"TPST2",1.32003970130952e-09,1.18558402077655,0.155621971925641,0.693219671899699,0.999999989686377
"ZCCHC17",1.30445258143391e-09,1.18232053593761,0.151968480409204,0.696661261157043,0.999999989686377
"F13A1",1.30095271817286e-09,1.18158246126197,0.151154107539867,0.697434882651909,0.999999989686377
"TNF",1.2962130188816e-09,1.18057978186481,0.150054728680422,0.698483063109559,0.999999989686377
"KMT2C",1.29582865006035e-09,1.18049830992008,0.149965749775107,0.698568091188713,0.999999989686377
"BCL2L1",1.29384222512657e-09,1.18007687977459,0.14950632579689,0.699007578083738,0.999999989686377
"MTPN",1.29350170515828e-09,1.18000457242462,0.149427640484309,0.699082926610803,0.999999989686377
"SELT",1.29169670581374e-09,1.17962097679359,0.149010897923023,0.699482377169192,0.999999989686377
"NT5C3A",1.29029599911571e-09,1.17932293493928,0.148687900435584,0.699792414151576,0.999999989686377
"SNAP23",1.2727962859234e-09,1.17557211327543,0.144682074241446,0.70367006122059,0.999999989686377
"SKAP2",1.2661088705599e-09,1.17412525939941,0.143165716391234,0.705153925916131,0.999999989686377
"PTGIR",1.26136635359729e-09,1.17309460102977,0.142095201463434,0.706206919404386,0.999999989686377
"GNAQ",1.26050060554945e-09,1.17290603999382,0.141900212235205,0.706399204507116,0.999999989686377
"TPM3",1.25940676091299e-09,1.17266761581116,0.141654041090322,0.70664217730753,0.999999989686377
"DAPP1",1.25928174995442e-09,1.17264035424943,0.141625920821108,0.706669947563295,0.999999989686377
"CMIP",1.25434310392155e-09,1.17156121783697,0.140517243178479,0.707767343139282,0.999999989686377
"PRDX5",1.24948078712281e-09,1.17049464287482,0.139429956772555,0.708848371225365,0.999999989686377
"RGS18",1.24458476408037e-09,1.16941651434908,0.138339400086733,0.709937485967291,0.999999989686377
"GCLM",1.24224540805078e-09,1.16889989330934,0.137819835695959,0.71045808248512,0.999999989686377
"SWI5",1.23743613047594e-09,1.16783478511727,0.136754779115124,0.711528755579085,0.999999989686377
"RGCC",1.22820259586761e-09,1.16577830221715,0.134721512398018,0.713585979838863,0.999999989686377
"RASA3",1.22804912508212e-09,1.1657439922086,0.134687846088208,0.713620190659492,0.999999989686377
"RAB1B",1.20607128790817e-09,1.16078625899122,0.129910090405806,0.718525278458137,0.999999989686377
"GPX1",1.20375517714206e-09,1.16025859347244,0.129411616966136,0.719042876199458,0.999999989686377
"MAX",1.20267356816309e-09,1.16001183265506,0.129179161256283,0.71928463521374,0.999999989686377
"RDH11",1.20011570425966e-09,1.15942740033544,0.128630265282452,0.719856475407817,0.999999989686377
"ZFP36",1.19640137903437e-09,1.15857653527066,0.127835283119194,0.720687135043853,0.999999989686377
"IRF2",1.19581604269548e-09,1.15844220991743,0.12771022754246,0.72081806786095,0.999999989686377
"AHCTF1",1.18851094983582e-09,1.15676031039922,0.126154661392784,0.72245281813775,0.999999989686377
"CLDN5",1.18767590240176e-09,1.15656740051078,0.125977451214658,0.722639767839781,0.999999989686377
"NEXN",1.18713567435822e-09,1.15644252727283,0.125862872694187,0.722760722452574,0.999999989686377
"ANO6",1.17860658698455e-09,1.15446354568788,0.124060822352035,0.72467126281973,0.999999989686377
"TMEM50A",1.17809740425759e-09,1.15434495331588,0.12395365176054,0.724785375619111,0.999999989686377
"GABARAPL2",1.17786429086966e-09,1.15429064257257,0.123904602510773,0.724837620635974,0.999999989686377
"TMEM219",1.16300301274079e-09,1.15080611483522,0.120797683836797,0.728170942352809,0.999999989686377
"TMBIM1",1.16184352225211e-09,1.15053239775863,0.120556938209212,0.728431228452261,0.999999989686377
"RP11-501J20.5",1.14564099987056e-09,1.14667896989089,0.117217923329911,0.732071686048384,0.999999989686377
"ABCC3",1.13701177249366e-09,1.1446046132306,0.115458749750663,0.734013010585866,0.999999989686377
"MALAT1",1.13510470589409e-09,1.14414407616514,0.115071765421179,0.734442274978222,0.999999989686377
"UBA7",1.13142457786949e-09,1.14325319354692,0.114326825601491,0.735270874852904,0.999999989686377
"KIF2A",1.12637853941876e-09,1.14202697763608,0.113309327631232,0.736407517342147,0.999999989686377
"MTSS1",1.12587530701546e-09,1.14190439122879,0.113208103778611,0.736520904352964,0.999999989686377
"ZNF24",1.11754656468615e-09,1.13986760987385,0.11153936905257,0.738398346406783,0.999999989686377
"SH3BGRL2",1.11704744479838e-09,1.13974507404855,0.111439759627631,0.738510906320073,0.999999989686377
"SNX3",1.11164866092331e-09,1.13841617722397,0.110365167328364,0.739728780443285,0.999999989686377
