frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2
4141	41.41	0.1402418007326144	0.167499012989886	0.1079736255359171	0.1594137135055668	0.1012266363519183	0.2702707071073673	97	362	32	49	2.1735883404370453	1.7779825064205148	8.0	63.621	73.787	113.384	24.02400000000001	12.012000000000008
4142	41.42	0.1421626875508573	0.170021239552181	0.1091140609380862	0.1585837117391772	0.0951130763520632	0.2720037862483419	98	363	33	47	2.1468515595516307	1.771171482149575	10.0	63.841	74.032	113.85	24.023	12.011499999999998
4143	41.43	0.1451868153844791	0.1714342270246427	0.1146469346560982	0.1577979235863836	0.0989968956432188	0.2693768410634225	97	333	30	45	2.1500159647914394	1.7737992112039336	10.0	64.781	75.373	115.368	24.786	12.393
4144	41.44	0.1427580733051758	0.1670038486341284	0.1149283268714889	0.1595229853143934	0.1016408589742389	0.247725171416345	101	376	33	50	2.147597947716842	1.7672874937267444	10.0	64.167	73.339	113.172	24.334000000000003	12.167000000000002
4145	41.45	0.1309568076713314	0.1565399419155512	0.1006313806887514	0.1470994251290628	0.0892894574437831	0.2541428760653014	116	343	31	49	2.1452469040916475	1.7671602739114562	11.0	63.254	71.836	111.362	23.72800000000001	11.864000000000004
4146	41.46	0.1283639515660876	0.1621068761033758	0.0843710083341105	0.1516024237201949	0.0741977574829772	0.2508006381729223	111	389	33	46	2.168222987777006	1.7758458844725642	10.0	63.22	72.188	112.389	23.01900000000002	11.50950000000001
4147	41.47	0.144772952749165	0.1789443938792352	0.1019643449552876	0.1594567589534611	0.0818339650772897	0.2595188699229606	92	339	27	47	2.1896704928034074	1.7867364765297271	9.0	65.343	73.176	115.37	23.149	11.5745
4148	41.48	0.1347580634149324	0.1648223717664109	0.0977736116431214	0.1532463924247263	0.0832910787417842	0.2640570146002679	100	353	31	48	2.151674663666615	1.770294038715893	10.0	64.384	73.199	114.093	23.489999999999995	11.744999999999996
4149	41.49	0.1432022693800781	0.179316244076804	0.0968777975396021	0.174221741183569	0.0901734465525287	0.2782375030450303	101	349	32	47	2.17095119353447	1.781441579780139	9.0	64.568	74.093	115.052	23.608999999999995	11.804499999999996
4150	41.5	0.1441450706393901	0.1722840972167689	0.1107961167059912	0.162079787370871	0.103337441082206	0.2678537344603278	106	369	29	48	2.169901383084658	1.786097322159619	11.0	64.868	75.991	118.43	22.428999999999974	11.214499999999989
4151	41.51	0.1255173510615033	0.1539903671244702	0.0903076665169146	0.1457918135267455	0.0852841266650286	0.2486345498604635	107	372	31	46	2.1582858969920165	1.7747556561543436	9.0	64.292	73.121	115.077	22.336000000000013	11.168000000000006
4152	41.52	0.1248200443135931	0.1535510189525917	0.0891249081027581	0.1460606650439717	0.0828638743870879	0.2628633004390939	98	344	28	46	2.14573036100009	1.7703083422661023	9.0	65.012	72.52	114.473	23.058999999999983	11.529499999999992
4153	41.53	0.1327104487673817	0.1595579181848355	0.100596463443025	0.1508790809656177	0.0954193002673992	0.2735705583241186	107	365	34	45	2.147171859716942	1.774891746588451	10.0	64.672	74.508	116.226	22.954000000000008	11.477000000000004
4154	41.54	0.1374452623403028	0.1672333959007325	0.1011194077584667	0.1614687178173521	0.09783893994336	0.2664148997138152	134	392	33	47	2.1409385015144795	1.7708035694712525	13.0	63.237	73.547	113.594	23.19	11.595
4155	41.55	0.1431533853515196	0.1761890438425577	0.102075894128079	0.1645969681899445	0.0969038442328104	0.2684065382041776	109	369	33	47	2.1587906117464644	1.7754281472156763	9.0	64.743	72.6	114.807	22.535999999999987	11.267999999999994
4156	41.56	0.1558404691123638	0.1851556071318481	0.121413372918141	0.1717669612406904	0.1083671252545279	0.2550877405221095	95	370	30	47	2.165946765081271	1.7760300622897034	11.0	64.535	72.681	115.261	21.955000000000013	10.977500000000006
4157	41.57	0.1496634112078745	0.1736480967122692	0.12245286126401	0.1547619789210233	0.1098835226864414	0.259807486164921	113	393	32	48	2.1488306092472	1.7720428472874428	11.0	63.52	73.469	115.125	21.864000000000004	10.932000000000002
4158	41.58	0.1533793160924154	0.1702927614002192	0.1352699387031598	0.1543465759807741	0.1260142834689305	0.2654222341204309	112	370	30	45	2.1627748190245937	1.770838226227236	12.0	61.183	74.788	113.684	22.28700000000001	11.143500000000005
4159	41.59	0.138590319648111	0.1626113128680219	0.1108997665782256	0.1509830221813852	0.1050483729087466	0.2725826113105299	114	359	33	45	2.1718339900979284	1.7791446327218243	11.0	64.12	74.942	116.624	22.438000000000017	11.219000000000008
4160	41.6	0.1376276480636336	0.1622659435003392	0.1090233266743438	0.1538514463665766	0.1032116135362533	0.2783296589549938	122	384	33	45	2.171297799329538	1.7818835399610389	11.0	63.439	74.599	116.337	21.701000000000008	10.850500000000004
4161	41.61	0.1491945642286052	0.1758547201891953	0.1182556079043048	0.1648060856079748	0.1103086713291514	0.2664769099070991	102	372	31	47	2.179248236331052	1.780760165994242	10.0	63.165	73.939	114.987	22.11699999999999	11.058499999999997
4162	41.62	0.1362637517840927	0.1568658886733862	0.1131430887552084	0.1538487748566051	0.1120451461028056	0.2668052642886689	91	346	29	46	2.1713532708181376	1.7813554488454897	14.0	63.677	74.734	115.071	23.340000000000003	11.670000000000002
4163	41.63	0.1373379452750646	0.1519898953211886	0.1217122874653908	0.1477993046561741	0.1198371961719847	0.2594247230782788	96	355	30	45	2.1588310464232547	1.7803014861915163	14.0	63.863	75.017	114.305	24.57499999999999	12.287499999999994
4164	41.64	0.1324518638220979	0.149641069279164	0.1136373935767937	0.1458038269555956	0.1113944778063199	0.2682272997275607	114	383	35	51	2.1673052039213623	1.7813748235873796	12.0	64.737	73.994	117.141	21.58999999999999	10.794999999999996
4165	41.65	0.1523739981016322	0.1689444417501833	0.1346618911834897	0.160532153796344	0.1299315323690869	0.2690071253392702	92	348	25	46	2.1951750045254794	1.790327999115231	12.0	64.703	74.796	117.307	22.19200000000002	11.09600000000001
4166	41.66	0.1553624080863089	0.1833686284739273	0.1227973519367392	0.1727621985662888	0.1139331136168897	0.2656571712960071	101	352	32	46	2.1820247954423517	1.7802604814418537	10.0	64.207	74.069	116.967	21.30900000000001	10.654500000000006
4167	41.67	0.15039097785934	0.1837606393233829	0.1094090016663123	0.1695845806469563	0.0924947882174983	0.2698109690102896	103	354	27	48	2.18449440968608	1.7852891355537888	8.0	62.905	74.643	115.515	22.033	11.0165
4168	41.68	0.152953775811382	0.1877304003208962	0.1099177115738363	0.1716377435513016	0.0923782146090479	0.2549687224747654	106	358	32	46	2.166870982836804	1.7797522169608675	10.0	62.515	74.696	114.9	22.311000000000007	11.155500000000004
4169	41.69	0.1341179111392341	0.158993328770211	0.1050025062099103	0.153424931339947	0.0954665351562977	0.2696559139760418	121	358	32	45	2.1539393359678405	1.7757841254678972	10.0	64.241	73.842	115.236	22.846999999999998	11.423499999999995
4170	41.7	0.1679764109952878	0.2027834198843198	0.1260700371645854	0.1808963496490877	0.104824691327466	0.256999917359446	88	322	24	42	2.189954092429427	1.7837671426923607	8.0	62.402	74.799	114.682	22.51900000000002	11.25950000000001
4171	41.71	0.1428273779388453	0.1696373791273618	0.1113583479621367	0.1619306859581787	0.1053681536793256	0.2711400727149524	124	367	30	46	2.176129034761602	1.7789587655693986	11.0	63.661	73.95	114.213	23.398	11.698999999999998
4172	41.72	0.1454140669988211	0.1765442981140119	0.1075876474330235	0.1675136907368498	0.0988301402530885	0.2632272843544782	104	349	30	44	2.1789711948593764	1.7776398149882986	11.0	63.934	72.958	113.829	23.063	11.5315
4173	41.73	0.1579288287907969	0.1954170493869685	0.1108748582630642	0.1716442247199221	0.0938374558074936	0.2624555165951421	108	366	28	49	2.161527881072401	1.7732801440574792	12.0	63.377	73.942	113.067	24.251999999999995	12.125999999999998
4174	41.74	0.1571320882797249	0.1940228368911228	0.110999875747052	0.1711606693012501	0.0908252709040016	0.2671050958619801	111	379	33	48	2.148919715355461	1.772270604774964	11.0	65.07	74.145	114.402	24.81299999999997	12.406499999999989
4175	41.75	0.1422913212176356	0.1712732480775918	0.1075611213904292	0.1596991332704346	0.1009791855011671	0.266000288462776	99	336	27	43	2.1768050052343475	1.7771253765159585	12.0	62.225	73.058	112.75	22.533000000000012	11.266500000000008
4176	41.76	0.1533107690479024	0.1830963549082682	0.1180528804992133	0.1688673601413197	0.1112006259236688	0.2722733480620968	103	367	33	47	2.165559836800418	1.775990075448064	11.0	63.275	73.406	113.261	23.420000000000016	11.710000000000008
4177	41.77	0.1505996187859488	0.1809125941044804	0.1143888482157486	0.1714733996962317	0.1071729564296037	0.2694905206316119	119	363	34	49	2.194432541964122	1.782619713746588	10.0	63.449	74.833	115.15	23.131999999999977	11.565999999999988
4178	41.78	0.1626993839917058	0.1899795468634688	0.1314698208562874	0.1702828070520777	0.1182117969304426	0.2706250194655982	97	307	32	44	2.201551689092009	1.7816162691643604	10.0	62.548	74.709	114.618	22.63900000000001	11.319500000000003
4179	41.79	0.1551577597149584	0.1738492209090709	0.1349145820804961	0.1587397311182358	0.1253629694674386	0.2505219600183889	111	358	27	47	2.1767001699623294	1.7728762089980157	14.0	61.985	75.929	115.221	22.692999999999984	11.346499999999992
4180	41.8	0.1640217945111617	0.1823742548460208	0.1443361942916917	0.1589600674107929	0.1324698671602427	0.2653617467650997	111	394	28	51	2.1681915205795668	1.7696419386793274	9.0	61.949	72.05	110.53	23.468999999999998	11.734499999999995
4181	41.81	0.1736730498700121	0.192614754210198	0.1534191844545805	0.1714881825234552	0.1453445073933294	0.2650931346596177	109	370	34	50	2.1663757658653138	1.7726555644453832	10.0	63.728	74.073	114.74	23.060999999999996	11.530499999999996
4182	41.82	0.1637639033949756	0.1780457288699313	0.1488534237465545	0.1660256111681848	0.1374783671253626	0.2649702286571591	117	366	33	50	2.186961006177469	1.7832530160893838	11.0	63.593	75.405	115.771	23.22699999999999	11.613499999999997
4183	41.83	0.167416240156999	0.1928542471525876	0.1388430204308508	0.1738555565678459	0.1287700124509966	0.2625130518180512	91	328	30	45	2.170768163841933	1.781486652770225	10.0	63.671	75.668	116.263	23.075999999999997	11.537999999999997
4184	41.84	0.1639561239208297	0.1831050477699715	0.1433031782812392	0.1701559757392812	0.1313042162033014	0.2662501565402185	95	333	32	48	2.200042274853028	1.7880513486230352	12.0	63.505	75.282	115.835	22.95200000000001	11.476000000000006
4185	41.85	0.1630025838710034	0.1740633239342217	0.1516903421864338	0.1626836595447409	0.1440928762272211	0.2535411807015254	113	356	30	46	2.165659742015506	1.7749319804017183	13.0	64.237	75.854	115.412	24.679	12.3395
4186	41.86	0.1663823050411528	0.1766195612715089	0.1559814141619633	0.1644012563648101	0.1462598324744257	0.2500518324164527	96	341	29	45	2.197912004453348	1.790187149784224	12.0	64.32	74.455	115.575	23.19999999999997	11.599999999999987
4187	41.87	0.1774742653944358	0.1751812416716152	0.1796364510218135	0.1655381962495039	0.1704787801538386	0.271024406924562	76	324	28	46	2.220190809043259	1.7998207350210134	11.0	64.535	75.164	116.829	22.87000000000002	11.43500000000001
4188	41.88	0.190475492797187	0.1839096145436114	0.1965403322358618	0.1688436055649293	0.1884110654703155	0.2689445024061335	85	346	28	44	2.199827229502752	1.7920834094499856	12.0	64.022	77.48	118.937	22.56500000000001	11.282500000000006
4189	41.89	0.1772910332522127	0.1819184631617751	0.1727568735261227	0.1659620050942869	0.155022845928696	0.2729065582467039	104	357	32	44	2.1924837761227347	1.7857499675653945	10.0	63.54	76.11	117.928	21.72200000000001	10.861000000000004
4190	41.9	0.1985330753177669	0.1984159855066312	0.1986448144929658	0.1828570273045388	0.1854871099376984	0.2688754913395221	107	339	33	45	2.219918370675768	1.792740793797344	9.0	63.454	74.915	116.179	22.19	11.095
4191	41.91	0.1850084744602728	0.1893421179517682	0.1807735468464133	0.1772036815038156	0.1694448322087205	0.2559953797749465	104	350	32	45	2.199440579840372	1.7848608936767854	11.0	63.981	73.042	114.151	22.872	11.436
4192	41.92	0.1766850698787047	0.1712405892696156	0.1817315826404899	0.1566443244955641	0.1733390795824333	0.2713302025724179	101	341	28	44	2.169869660516062	1.7798012214180126	12.0	63.625	75.737	116.657	22.705	11.3525
4193	41.93	0.1719720821064267	0.184034198309058	0.1596060039103272	0.1671966393388061	0.147822237279297	0.2548298404925525	110	346	31	46	2.1880841165579112	1.785012822580684	11.0	64.801	74.85	116.957	22.694000000000017	11.347000000000008
4194	41.94	0.1846869390240883	0.1829672700204319	0.1863141574510697	0.1619365321274204	0.1664566229610646	0.2633169320537928	109	344	28	44	2.2120581707988567	1.7873023565164623	9.0	64.314	72.954	114.733	22.534999999999968	11.267499999999984
4195	41.95	0.1895225156510193	0.1938391967506974	0.1853068934309623	0.1664691265093116	0.1703499674487211	0.2499636191876316	107	362	33	47	2.149110121864119	1.7712792987847146	10.0	62.163	73.191	113.246	22.10799999999999	11.053999999999997
4196	41.96	0.1820296717245447	0.1922142987673399	0.1717420870581575	0.1705873043792539	0.1565023105765684	0.2679498512391797	113	373	33	47	2.152245220231311	1.7729993052597066	11.0	63.158	72.685	113.325	22.51800000000001	11.259000000000007
4197	41.97	0.1841001217902332	0.1893260036862159	0.1789678099170653	0.1641340147868839	0.1585962998156731	0.2503794541650655	85	322	30	43	2.167989349562105	1.7812947821292462	9.0	64.203	74.617	116.404	22.416	11.207999999999998
4198	41.98	0.154236702773514	0.1673983893916535	0.1405233718637285	0.1573802287268605	0.1325029290609324	0.2635923584982588	100	367	33	46	2.150972523465176	1.7731512491139505	12.0	64.202	72.528	113.239	23.49100000000001	11.745500000000009
4199	41.99	0.168236516169092	0.1808224876268109	0.1552695057660173	0.1647406730878863	0.14204335834522	0.2643976896872634	104	380	35	46	2.1612899321040104	1.7797673633315274	12.0	64.668	74.001	116.268	22.40100000000001	11.200500000000003
4200	42.0	0.1618873083115536	0.1703755471056075	0.1533443922727526	0.1553805010133107	0.1451581180410806	0.2422929647854968	100	348	30	48	2.176691590120166	1.783028133510938	11.0	63.992	75.309	117.485	21.81599999999999	10.907999999999994
4201	42.01	0.1772838166725475	0.1806719047322061	0.1739871243637599	0.1584702496807349	0.1552164200349663	0.2628633330512262	95	355	30	45	2.213447995355954	1.7950664106358936	14.0	63.688	73.938	116.098	21.52800000000001	10.764000000000005
4202	42.02	0.1731029409354916	0.1817781728910962	0.1643926528921949	0.1643177643538839	0.1507951198452175	0.2689848165888303	92	352	29	45	2.2118935242538718	1.7874006423272906	12.0	63.148	73.061	115.33	20.879000000000005	10.439500000000002
4203	42.03	0.1660274315683669	0.1736437699876364	0.1584135539899064	0.157336793506219	0.1417863537241195	0.2702262219221559	90	353	30	45	2.2204034476440864	1.7967467464864408	8.0	63.587	74.696	116.508	21.77500000000002	10.88750000000001
4204	42.04	0.1601604531202239	0.1532903543106485	0.1664559644008241	0.1415430990435504	0.1551914621190567	0.2663907265558315	118	406	34	50	2.198324835344614	1.787134274030321	12.0	63.967	74.754	117.094	21.62700000000001	10.813500000000005
4205	42.05	0.1559346270256989	0.1702004323916537	0.1409719027003999	0.159130596721402	0.1288187067325216	0.2676525315413555	115	375	33	46	2.1797948105010825	1.7853547646982573	11.0	64.631	74.75	117.47	21.911	10.9555
4206	42.06	0.1615244380310742	0.1782324792356097	0.1437697975730174	0.1639241813735942	0.1335912104702979	0.2618184749170677	108	367	34	45	2.189784594104437	1.7865894736648351	10.0	64.425	73.526	116.111	21.83999999999999	10.919999999999996
4207	42.07	0.1646626923711331	0.1821038878395196	0.1460781538284397	0.1660365437839546	0.1346712986138269	0.2551876765737156	105	383	35	45	2.172548879413762	1.7806039909369695	12.0	63.299	72.96	115.799	20.45999999999998	10.22999999999999
4208	42.08	0.1549798700893905	0.1726505403457575	0.13598046129698	0.1622129736639834	0.1317257338083691	0.2611108203296915	89	351	32	50	2.170684120392527	1.7812230387543102	10.0	62.955	74.21	114.613	22.551999999999992	11.275999999999996
4209	42.09	0.1733303567365194	0.1793238078052499	0.1674073472335751	0.1667441533250234	0.1567792775731614	0.2547037455485763	128	395	36	45	2.1822300159120127	1.7859525440851112	12.0	62.845	73.352	113.6	22.59700000000001	11.298500000000004
4210	42.1	0.1853523735794816	0.191288494151461	0.1795011286602721	0.1685569692921307	0.16313889572878	0.2664187458461166	118	394	37	50	2.165143030481159	1.778918127142082	11.0	62.706	72.374	112.755	22.32499999999999	11.162499999999994
4211	42.11	0.1991111820641321	0.1996680961830223	0.1985779531066335	0.1758534673891116	0.1760257883646752	0.2531911060643796	118	395	26	47	2.19444923469267	1.7856667601387557	11.0	63.594	72.222	112.816	23.0	11.5
4212	42.12	0.1972237168467377	0.1945206357876445	0.1997706299775863	0.1648417915733195	0.1797794835041781	0.2687491904856861	118	396	28	50	2.1722592574791246	1.778808662568499	10.0	62.938	71.957	112.774	22.12099999999998	11.06049999999999
4213	42.13	0.1975797187723743	0.1955507876949729	0.1994977929105669	0.1667014888861556	0.1813381183700878	0.2612927111026744	108	375	29	52	2.1800194822980985	1.7837173412372394	11.0	64.628	72.347	115.032	21.943	10.9715
4214	42.14	0.1979992818638035	0.1917480833046162	0.2037893737049043	0.1644815091210278	0.1907179301167157	0.2724314386595635	90	328	27	47	2.179296827831475	1.780060095232273	10.0	64.995	71.841	114.954	21.88200000000002	10.94100000000001
4215	42.15	0.1945295180442698	0.1970382500576346	0.1921034725546167	0.1673657112513847	0.1789647728814542	0.2678915494959955	89	323	33	49	2.1737156259883545	1.7813341453294516	10.0	63.39	73.021	114.444	21.967	10.9835
4216	42.16	0.200576061872495	0.2093526706193884	0.1918212727335617	0.1790401630980315	0.1738158651440441	0.2525251325668017	106	342	30	47	2.196458862484281	1.7883228810890266	10.0	64.838	71.435	115.388	20.88499999999999	10.442499999999995
4217	42.17	0.1853406046989485	0.1975172625525528	0.1729152432287721	0.1764651943073014	0.1622665361572999	0.2565111767721341	99	361	33	49	2.184732744331773	1.782802882132701	10.0	63.782	70.845	112.235	22.39200000000001	11.196000000000003
4218	42.18	0.1772633369511209	0.1913713868540464	0.1626541388994566	0.1684713379860298	0.148893007602665	0.2593647585744777	88	333	30	47	2.193218859495961	1.7839487122935058	9.0	63.418	71.989	113.631	21.77600000000001	10.888000000000003
4219	42.19	0.1737750603511009	0.2067058049533761	0.1350330334939898	0.1904074788506516	0.1208523377852671	0.2516864772691293	87	304	29	48	2.19676331910714	1.7944428294565018	11.0	64.193	74.132	116.281	22.043999999999983	11.021999999999991
4220	42.2	0.1650165279369144	0.1927330212008903	0.1332762046898377	0.177534964923808	0.1230805528511076	0.2655658872711122	103	337	35	49	2.1838163456872426	1.7869371177769893	12.0	63.442	71.917	113.435	21.924000000000007	10.962000000000003
4221	42.21	0.1609065839561628	0.1875779671997214	0.1304453254443806	0.1711995475000172	0.1198510559867271	0.2648245339052395	111	358	29	46	2.1832015439019257	1.78564532519271	9.0	64.862	72.526	115.279	22.10899999999998	11.05449999999999
4222	42.22	0.1681734027139147	0.185523643105519	0.1497418372641759	0.1690592346559034	0.1400390239631883	0.2617285463607323	90	333	33	53	2.2043591896243337	1.7937601922057944	10.0	64.51	71.012	112.771	22.75099999999999	11.375499999999995
4223	42.23	0.1680275033544165	0.1976894519522692	0.1336978328833944	0.1790917064452467	0.1242618669946985	0.2566730000082162	99	323	29	48	2.222445454160672	1.7984323399069315	10.0	62.985	71.927	111.995	22.917	11.4585
4224	42.24	0.156844676454099	0.1840536212340256	0.1254732133573378	0.1731422123123543	0.1208906845241481	0.2724568909194289	110	391	36	48	2.160838109346914	1.77946334795319	15.0	63.256	72.539	112.973	22.822000000000017	11.411000000000008
4225	42.25	0.1715474088851504	0.1930498252238487	0.1481307859216599	0.1732726745843832	0.1349669324074165	0.2609295778935631	104	348	30	48	2.1788221568030126	1.783636505497378	12.0	63.81	70.613	111.587	22.836	11.418
4226	42.26	0.1712451390726752	0.1838959028364857	0.1582242955153144	0.1641696427482697	0.1455439248334584	0.2753562243012465	88	298	31	46	2.203566451968143	1.7903706438384834	10.0	62.991	72.92	114.297	21.614000000000004	10.807000000000002
4227	42.27	0.1690270589306192	0.172157785333125	0.1659825714221344	0.1577203424092591	0.1581833893533726	0.2746544223093373	89	309	29	45	2.192477001962164	1.789789136334064	10.0	61.632	73.956	113.828	21.75999999999999	10.879999999999995
4228	42.28	0.1744963180565189	0.1879192141026512	0.1606359945634892	0.1678030590215986	0.1524997506092733	0.2687268134930864	89	318	28	46	2.178648579781065	1.7849503179039978	10.0	63.201	71.732	111.974	22.95899999999999	11.479499999999994
4229	42.29	0.1727304474503005	0.1926147731258048	0.1513246146386234	0.1737322007910294	0.1434470665764381	0.2669195311288002	95	331	35	48	2.1949425214555998	1.790541001352254	9.0	65.108	72.818	115.766	22.159999999999982	11.079999999999991
4230	42.3	0.1711124131544741	0.1899779291131159	0.1509133819442825	0.1676515958851988	0.1418694768257226	0.2666626687531628	106	357	37	46	2.153394532994431	1.774025526724423	9.0	63.356	70.1	111.612	21.843999999999998	10.921999999999995
4231	42.31	0.1973331274742794	0.1997478117287943	0.1949995536447211	0.1658084250655341	0.1823164247880501	0.2727360274018116	78	309	33	46	2.156686381650585	1.7761084487755583	8.0	63.499	73.917	114.91	22.506	11.253
4232	42.32	0.1996918345671322	0.1958327629456054	0.2033083286199467	0.1627962421231968	0.1878885447872927	0.272679829314689	96	345	34	46	2.183059715348855	1.7855083046184208	14.0	63.285	73.116	114.807	21.59400000000001	10.797000000000004
4233	42.33	0.2040346367976523	0.1995911895130198	0.2081889835899551	0.1687582415161321	0.1910637684632942	0.2405601971041428	97	331	33	49	2.206722001972506	1.793135673584996	11.0	63.635	73.793	116.082	21.346000000000004	10.673000000000002
4234	42.34	0.1941311484659877	0.19128051470416	0.1968145550066303	0.1626238224342331	0.1825291919790195	0.2656517198620928	103	335	35	50	2.187694901196956	1.7909390175291229	11.0	64.591	75.744	118.053	22.281999999999982	11.140999999999991
4235	42.35	0.1950053668186334	0.1930445541319072	0.1968594281671974	0.1680290325679965	0.1843498375040569	0.2689571144252295	87	293	29	44	2.212085133055165	1.7965143819866694	12.0	63.578	73.04	116.835	19.783	9.8915
4236	42.36	0.2175944369025202	0.2135989404910109	0.2213422471098809	0.1751875022926436	0.204540492173965	0.2687530468221296	110	336	35	48	2.190242658350929	1.7880616612369262	14.0	63.667	73.881	115.648	21.90000000000001	10.950000000000005
4237	42.37	0.2044540770606019	0.1886564457907589	0.2184749730075639	0.1582207643997199	0.2026377190639011	0.2611015210359456	92	340	30	48	2.2077860382379657	1.794559813219114	12.0	64.323	75.279	118.268	21.33399999999997	10.666999999999987
4238	42.38	0.2090752786144872	0.1983891530627589	0.218792389261293	0.1594002277695149	0.203166824410018	0.2737347758396754	100	325	33	45	2.205564103356888	1.7918241292670145	11.0	63.743	72.496	116.243	19.99600000000001	9.998000000000005
4239	42.39	0.2015552981571979	0.1874523511288167	0.2141565095399441	0.1554276425342125	0.2023366632452566	0.2734262885718002	84	336	29	48	2.200597221583654	1.7896204006091938	12.0	64.576	73.632	116.788	21.42	10.71
4240	42.4	0.2037021795050742	0.1906302739103558	0.2154449761827697	0.1585343509613922	0.2014808074734937	0.2659515267082055	106	357	30	45	2.2145171431781527	1.7891549813806915	10.0	64.281	73.056	117.029	20.307999999999996	10.153999999999996
4241	42.41	0.2258416782827218	0.2028346440951601	0.2458084043795872	0.1610190477041271	0.2290779075225641	0.2677872487203714	99	295	30	43	2.230302839548336	1.7945692940751972	11.0	63.977	71.909	116.124	19.762	9.881
4242	42.42	0.2323410668371401	0.208453618546669	0.253054264786733	0.1653042198240221	0.2342996542879099	0.2705748075602866	90	313	32	46	2.2224023964221518	1.794044723029786	10.0	63.494	72.279	115.982	19.791	9.895499999999998
4243	42.43	0.217746422826299	0.2041102187906253	0.2300137393659484	0.1762033254349669	0.2140073620430889	0.2534107100394893	108	349	34	44	2.2281797194977164	1.7995715007201645	10.0	63.743	74.257	117.319	20.681	10.3405
4244	42.44	0.2166829764270502	0.1957967115770227	0.2348993955002823	0.1653230021164972	0.2206049493467289	0.2504335593268156	119	377	35	46	2.2091078831926483	1.7893213923782008	11.0	62.594	74.492	115.147	21.939000000000007	10.969500000000004
4245	42.45	0.1985957537277602	0.1858083011609544	0.2100807013655043	0.1633249221677959	0.2004016705283822	0.2569435480765622	98	329	32	46	2.190226957552667	1.7861475072062578	11.0	61.286	73.873	113.436	21.722999999999985	10.861499999999992
4246	42.46	0.1928614484701094	0.1945476710899991	0.1912374773595891	0.1725676442608388	0.1725878444074486	0.263880919683335	80	304	26	47	2.228764337325687	1.8058114287822529	12.0	65.112	71.476	115.876	20.71199999999999	10.355999999999996
4247	42.47	0.2126941251630534	0.2072434078693999	0.217771468667474	0.1655618274009969	0.1967819324097556	0.2680845212105731	103	360	33	47	2.211079712727673	1.7925596848720349	13.0	63.279	73.32	115.627	20.971999999999998	10.485999999999995
4248	42.48	0.1957686002482467	0.1870848254891121	0.203715150067033	0.1550627310363303	0.1888153689816299	0.2596111703776756	121	384	34	49	2.1827159180994213	1.7833152121797364	13.0	64.754	73.931	116.245	22.44	11.22
4249	42.49	0.204021384606427	0.1958664061903825	0.2115149516190101	0.1687298402459277	0.1985966717710477	0.2605745225012238	91	331	29	43	2.200989918671988	1.7909517918581777	9.0	64.225	71.804	113.836	22.193	11.0965
4250	42.5	0.2082246085407986	0.1975052232319497	0.2179686009759418	0.1769158696698969	0.2040353663083035	0.2688454540517911	117	358	28	44	2.202872461521199	1.7860067871075551	11.0	62.732	72.203	112.723	22.212000000000003	11.106000000000002
4251	42.51	0.1980133314265014	0.1883544397457268	0.2068155736528058	0.1601130461911388	0.1854150407004365	0.2499880131044773	103	356	32	48	2.2081409543714288	1.7928236558134774	10.0	64.239	74.096	117.32	21.01500000000001	10.507500000000007
4252	42.52	0.2111193784551193	0.2057322482542135	0.2161380182257396	0.1696064994616413	0.1958436507381107	0.2605394872695573	113	386	33	50	2.191011686623484	1.784389345843934	10.0	63.419	72.434	113.471	22.382000000000005	11.191000000000004
4253	42.53	0.1967999995574245	0.1791490657579826	0.2122887300094416	0.1588868859091403	0.2005417657390416	0.2721229949778331	85	333	28	49	2.20674403885967	1.793401488655756	10.0	63.668	73.006	114.746	21.92800000000001	10.964000000000006
4254	42.54	0.1756629078864389	0.1639360363757037	0.1861722228702045	0.1493555795139436	0.1737363396121524	0.2726282386627009	105	321	30	50	2.190909049559404	1.790114368737497	10.0	64.786	72.475	115.256	22.004999999999995	11.002499999999998
4255	42.55	0.2010343189315884	0.178610368692032	0.2203261011673679	0.1546121511942196	0.2066535151887081	0.275452354345764	67	271	26	45	2.253434250553346	1.8069244798967243	11.0	64.066	70.095	113.106	21.055000000000007	10.527500000000003
4256	42.56	0.1971828069899162	0.1852122920347404	0.2079708345069039	0.1604928286894859	0.1940959267678729	0.2690463670438193	96	327	34	47	2.193113347964908	1.7906084186006617	8.0	62.829	72.9	114.589	21.14000000000001	10.570000000000007
4257	42.57	0.1849838288354387	0.1871438013511898	0.1828975663025391	0.1613281049567219	0.1752997596260969	0.2641023132708419	85	295	30	46	2.1862045481485737	1.7883316649415844	10.0	65.333	73.601	117.486	21.447999999999997	10.723999999999997
