frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	butin_heavy_rmsd_after_protein_fit_nm	protein_butin_min_heavy_distance_nm	protein_butin_heavy_contact_pairs_le_0_40_nm	pocket_butin_min_heavy_distance_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_butin_com_distance_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2	protein_butin_hydrogen_bond_count	protein_butin_surface_sasa_nm2	butin_sasa_nm2
7661	76.61	0.2110275564445042	0.1484540411427923	0.2569263029004297	0.1388620852831568	0.2459967794739301	0.265879682056278	96	377	26	47	2.185656484565748	1.7874771260961928	0.3233899316290635	0.2889860016534539	64	0.2912887868957695	1	1	0.4307088455622749	14.0	68.417	74.874	119.061	24.22999999999999	12.114999999999997	1.0	117.204	0.106
7662	76.62	0.2240943641803649	0.1646983157606191	0.2688279577646343	0.1510930657326631	0.2576131775278022	0.2766675865517244	93	379	29	47	2.160877103766374	1.7822923368367622	0.3289383365371527	0.289630392302449	70	0.289630392302449	1	1	0.4203143881685445	13.0	68.893	74.198	118.29	24.801	12.4005	1.0	116.07	0.053
7663	76.63	0.2338917960820126	0.1648127235333203	0.2846121454001834	0.1414862324974122	0.263765186408111	0.274346404225876	76	352	25	51	2.1416408057259955	1.7727816475597291	0.3137635209279202	0.2910997722016499	68	0.3126992464246816	1	1	0.4097583626555749	11.0	68.224	73.421	116.821	24.82400000000001	12.412000000000006	1.0	114.64	0.0
7664	76.64	0.2357386777927576	0.1641065269034935	0.2879607854964021	0.1407823068572955	0.2682972620310725	0.2612796818145116	118	397	32	50	2.155815402703616	1.779238225628562	0.3703355952149892	0.2862187727449324	50	0.2862187727449324	1	1	0.4634813103964291	12.0	69.778	74.249	118.553	25.47399999999999	12.736999999999997	1.0	116.496	0.106
7665	76.65	0.255404472326533	0.1656737395663568	0.3182912071781302	0.1345639222559523	0.2986254454677018	0.2725985669146537	107	393	30	44	2.138757234605556	1.7718780471454694	0.2823473132755358	0.2717519726436431	57	0.2717519726436431	1	1	0.3792990799404054	11.0	70.249	74.494	118.692	26.051	13.0255	2.0	116.336	0.0
7666	76.66	0.2437305700979803	0.1407777982048859	0.3117749279029977	0.1286743366730652	0.2976843380384899	0.2627601644364635	112	412	31	51	2.1560311630165163	1.7754982133508572	0.3359683201718016	0.2943704621363242	61	0.2943704621363242	1	1	0.4568295054442888	10.0	68.363	75.197	117.126	26.434	13.217	1.0	115.414	0.053
7667	76.67	0.2605613305604669	0.165728901226363	0.3263330161691898	0.1453740198876872	0.3043353143063206	0.2729245433000267	89	363	27	51	2.166354767367502	1.7797875794091538	0.3052364218647231	0.2994978265781	56	0.2994978265781	1	1	0.3898505734295122	9.0	67.428	73.74	115.409	25.759	12.8795	2.0	113.363	0.027
7668	76.68	0.2524198353361506	0.1530494395488635	0.3196691724661002	0.1353721798729791	0.3059711431697757	0.2725492724644719	96	348	23	46	2.16498857916329	1.7788007919509112	0.321356634536636	0.2698462697772787	63	0.2698462697772787	1	1	0.413495135216002	11.0	67.767	73.251	116.355	24.663	12.331499999999998	2.0	114.379	0.027
7669	76.69	0.2539549713403194	0.1666208987263074	0.3155399570853505	0.1433379597174787	0.2953527901270599	0.2728611952728147	110	373	32	50	2.1330295932565217	1.7672051366176238	0.3531210830611986	0.291474363405327	55	0.291474363405327	1	1	0.4580365533510119	10.0	65.812	73.395	114.678	24.529	12.264499999999998	1.0	112.891	0.087
7670	76.7	0.2544499451794269	0.1591179690747876	0.3199860233484077	0.1401998232206856	0.3018625886802608	0.2786930564611021	94	374	28	50	2.153310686100812	1.7790313721948643	0.3357467224340073	0.286729810018845	52	0.286729810018845	1	1	0.4370662103693492	11.0	68.486	72.593	117.344	23.735000000000014	11.867500000000009	1.0	115.516	0.08
7671	76.71	0.2484297763144814	0.1614901549223839	0.3094296132013077	0.1407945053477437	0.2880530315166865	0.2758402194726215	82	343	27	50	2.1623023331142863	1.7789605106475683	0.3775635860274187	0.275777161564903	60	0.275777161564903	1	1	0.4646041924077998	10.0	67.987	72.31	115.906	24.39099999999999	12.195499999999996	1.0	113.996	0.027
7672	76.72	0.2430800104290214	0.1607784945084693	0.3013726334442778	0.1392905193280815	0.2822977973272518	0.2739887186806229	116	426	29	48	2.1416489449773253	1.772583811613679	0.3025910132875443	0.2738800778453436	54	0.2738800778453436	1	1	0.4055746173990476	12.0	67.65	71.165	114.311	24.50399999999999	12.251999999999995	1.0	112.257	0.06
7673	76.73	0.25205174225243	0.1775700112462889	0.306731810883207	0.1492459785232181	0.287829917526527	0.2790661077500489	94	347	30	47	2.1776508943729627	1.7919593894255177	0.3585418324983507	0.3063882110022985	50	0.3093625266344421	1	1	0.4490624118120235	10.0	69.393	74.822	119.532	24.683000000000007	12.341500000000003	1.0	117.291	0.06
7674	76.74	0.2284311030580451	0.1520601539082621	0.2827142587365637	0.1372716935570814	0.2734966992391456	0.2754545548682826	81	337	25	48	2.16397876611014	1.7842018966806716	0.3280839615125487	0.2807295803834925	52	0.2900349099032254	1	1	0.4299983766001007	9.0	69.891	73.23	118.495	24.626000000000005	12.313000000000002	1.0	116.573	0.06
7675	76.75	0.2411891801862573	0.1720944288734759	0.2922990782873229	0.1518519967893752	0.2803100009371697	0.2683600799184187	90	375	27	48	2.161939608744205	1.7789300384684328	0.3352032917571331	0.303015314143306	56	0.303015314143306	1	1	0.4246943296267762	9.0	68.573	72.7	116.936	24.33699999999999	12.168499999999996	1.0	114.854	0.12
7676	76.76	0.2233894914737001	0.167499321840737	0.2660138973292374	0.1476374673000143	0.2471339096216295	0.2639396356382147	86	359	25	47	2.191465993491838	1.7921807898232198	0.3563040623243757	0.2972989910039947	62	0.2972989910039947	1	1	0.4369136302856199	8.0	69.844	73.26	118.08	25.023999999999987	12.511999999999992	1.0	115.849	0.08
7677	76.77	0.2244877335295799	0.1653447746836551	0.2690904948591101	0.1450595403468728	0.2511146370821414	0.2824604796857782	85	341	27	49	2.201432993623716	1.79829958919717	0.3539517150950104	0.3165828207493265	48	0.3165828207493265	1	1	0.4376573257697979	10.0	70.74	74.299	121.041	23.99799999999999	11.998999999999995	1.0	118.963	0.067
7678	76.78	0.2354690111634434	0.1820233842203066	0.2770404892239498	0.1517173187023343	0.2578545853915386	0.2706679744388685	106	408	31	51	2.16649394108355	1.7822401169423738	0.3707980509672074	0.2563943497684592	65	0.2563943497684592	1	1	0.4526116740524036	11.0	69.433	75.239	119.343	25.329000000000025	12.664500000000013	1.0	117.229	0.087
7679	76.79	0.2241522873890542	0.1608800262657681	0.2711203691409414	0.1352832560989652	0.2474575349373364	0.2738855102253554	82	362	29	46	2.1936016388140303	1.791762863580032	0.3331215182294866	0.304358145140951	60	0.304358145140951	1	1	0.4144126917619249	9.0	69.377	73.929	119.144	24.161999999999978	12.080999999999989	1.0	117.034	0.087
7680	76.8	0.222882011409833	0.1569608155211379	0.271266703103114	0.1339195923041519	0.2517011286024671	0.2789836877654051	93	373	29	49	2.1942648801198006	1.794288400695681	0.3082915813945591	0.2726017452685844	45	0.2726017452685844	1	1	0.4039058069709261	10.0	69.578	73.989	118.273	25.29400000000001	12.647000000000006	1.0	116.117	0.0
7681	76.81	0.223910801411603	0.1716465999322045	0.2643410642054898	0.142958468528689	0.2429191249458155	0.2724157203492724	91	357	28	46	2.192464702748964	1.79333539994722	0.3495895241299105	0.2723778498148922	60	0.2723778498148922	1	1	0.4315333450527272	10.0	69.202	74.15	118.535	24.817000000000007	12.408500000000004	1.0	116.616	0.053
7682	76.82	0.2067002764276684	0.1621138489652987	0.2417161786914226	0.1425248433063708	0.2236246802583217	0.2740473067569866	98	385	33	48	2.1586118960436527	1.7804171050856457	0.3460208829660725	0.2957666695167097	59	0.2957666695167097	1	1	0.4410251652075733	11.0	66.922	73.436	115.857	24.501000000000005	12.250500000000002	2.0	113.971	0.053
7683	76.83	0.2306433237957581	0.1861377857440399	0.26628552468374	0.1557227412115993	0.2432604597157898	0.2812278089097875	97	373	29	50	2.1477416033239907	1.7788782036282569	0.3541681787114817	0.2772609777999536	54	0.2772609777999536	1	1	0.4549266717303298	10.0	67.499	73.573	117.259	23.813	11.9065	1.0	115.192	0.027
7684	76.84	0.2069048097784837	0.1757417901637486	0.2327996458722803	0.1468371998442269	0.2114088395575394	0.2737790990185619	96	366	32	53	2.1807124050145035	1.787082231702327	0.3798345064555075	0.2692816974558317	47	0.2692816974558317	1	1	0.4616140564538547	9.0	69.07	74.428	119.284	24.213999999999984	12.106999999999992	1.0	116.971	0.087
7685	76.85	0.2011210719124326	0.1704167508190603	0.2265887830282269	0.1465371539783086	0.2085946611965949	0.2775048905742343	97	378	31	51	2.1428571554877167	1.7725323841103395	0.3326825337748956	0.2945665576313614	53	0.2945665576313614	1	1	0.4503632064420131	11.0	67.808	74.013	117.715	24.106000000000023	12.053000000000011	1.0	115.831	0.06
7686	76.86	0.2117355383647808	0.1660078276559918	0.2476397440556322	0.1487572466085427	0.2271798700764413	0.2744664406403291	100	383	30	48	2.156493302528913	1.7793346058872064	0.3168680882979841	0.2932116033266779	57	0.2932116033266779	1	1	0.4195369341568026	11.0	67.908	73.449	117.195	24.16200000000001	12.081000000000005	1.0	115.183	0.0
7687	76.87	0.2195748134682996	0.1603372720788339	0.2640116037221218	0.1352361360614914	0.2430279989202944	0.2750143336074338	88	357	29	50	2.1572893919766747	1.7809554273486434	0.3252953164344556	0.3087299694766646	54	0.3087299694766646	1	1	0.426751179485734	9.0	68.264	72.224	116.82	23.668000000000006	11.834000000000003	1.0	114.741	0.06
7688	76.88	0.2270195791953958	0.166763245724705	0.2723867858674484	0.1394258920191374	0.2494632253461734	0.2751818463766447	73	308	25	49	2.166104591088683	1.781309780418285	0.3509143370280315	0.2978207096928633	53	0.2978207096928633	1	1	0.4367540207515515	9.0	69.487	70.978	116.959	23.50599999999997	11.752999999999986	1.0	114.777	0.06
7689	76.89	0.2449346652840358	0.1815225739373648	0.2929413819444424	0.1414687326028295	0.2663744442603375	0.2687339842794145	99	352	31	47	2.136219349747915	1.7741073121403717	0.3549161864223333	0.3000502507138443	53	0.3000502507138443	1	1	0.4477548210209785	9.0	70.591	71.545	117.275	24.86099999999999	12.430499999999997	1.0	114.922	0.053
7690	76.9	0.2412531577841644	0.1841051532212866	0.2853314232703358	0.1542640304689155	0.2563386739484361	0.2700458080665432	80	309	27	47	2.1736194897194685	1.7864604138153843	0.3543382449351654	0.299694994295995	61	0.3158368236622189	1	1	0.4238237866240316	8.0	69.181	72.822	119.72	22.282999999999987	11.141499999999994	1.0	117.844	0.08
7691	76.91	0.2269300509712096	0.1810025814355516	0.2634135977846458	0.1486390924256733	0.2346353559619569	0.2661898195987759	91	338	27	45	2.172808535990584	1.7847423817820849	0.3593976055631766	0.2951030825961611	50	0.2951030825961611	1	1	0.4535853704396988	12.0	68.994	71.416	117.8	22.61	11.305	1.0	115.841	0.087
7692	76.92	0.2178760410157159	0.1792774500280198	0.2492136728143389	0.151625135991701	0.2257568586971678	0.2657872866739896	92	346	26	49	2.175102379906761	1.7826302559650138	0.3578857768906937	0.2816916026190518	67	0.2816916026190518	1	1	0.4355709178464105	11.0	68.222	72.166	118.077	22.31099999999998	11.15549999999999	1.0	116.13	0.06
7693	76.93	0.2219676187746417	0.1781233554108732	0.2569423432533851	0.1460260759296479	0.231640322458913	0.2722954818573043	116	368	29	47	2.1569596182760766	1.783043578556277	0.362609190198616	0.2858075338965153	57	0.2902365267563637	1	1	0.4604503229019756	11.0	69.345	71.159	116.192	24.312000000000022	12.156000000000011	1.0	114.352	0.087
7694	76.94	0.234500585462886	0.1956188793812937	0.2663818299535011	0.1420506377565217	0.2409271662246333	0.2721286538801385	79	326	27	48	2.165447447041082	1.7834662830187835	0.3687114645979618	0.2956727439629033	57	0.2956727439629033	1	1	0.4543234782097468	11.0	68.554	72.716	118.318	22.951999999999984	11.475999999999992	1.0	116.222	0.053
7695	76.95	0.2137173918499135	0.1660936243988843	0.2508914898399294	0.1325227672235907	0.23445477532897	0.2732120829991412	72	305	22	45	2.165592315498953	1.7803308433638427	0.2853523123060428	0.2827739164611535	67	0.2827739164611535	1	1	0.3687364732599555	12.0	67.869	72.998	117.658	23.209000000000017	11.604500000000009	1.0	115.749	0.027
7696	76.96	0.2300362136970853	0.192531028943283	0.2608632130260439	0.1561602214759603	0.246995171760942	0.2746199899859639	96	361	31	48	2.173116662977425	1.7848758610463855	0.3263146397826869	0.2830654119393276	63	0.2830654119393276	1	1	0.4027876161312871	10.0	67.826	71.889	116.963	22.75199999999998	11.37599999999999	1.0	114.792	0.0
7697	76.97	0.2400672456168599	0.1892809231563041	0.2800943982468044	0.1483443287703907	0.2597445615564687	0.2825756594525906	101	362	30	52	2.170002204807455	1.780587772687301	0.3144890882056102	0.291305976375566	48	0.291305976375566	1	1	0.3990518889976476	11.0	69.202	71.87	117.393	23.679	11.8395	1.0	115.209	0.087
7698	76.98	0.2465727450752407	0.1783862323555652	0.2974330118276039	0.1516549123257346	0.2771192057526089	0.272833019990806	91	353	26	56	2.16415897632916	1.778153787620003	0.3441152236911963	0.2913930148556672	69	0.2913930148556672	1	1	0.4376256777821291	12.0	69.18	71.365	117.243	23.30200000000002	11.65100000000001	2.0	115.188	0.027
7699	76.99	0.2445505013944114	0.1793362833194756	0.2935990154597068	0.1450013129797084	0.2776584355097647	0.26892749653263	97	378	30	52	2.142477262691831	1.7705639780316045	0.3274154038445985	0.2927440977086783	56	0.2927440977086783	1	1	0.4221430514249989	12.0	68.321	71.712	115.54	24.49300000000001	12.246500000000005	2.0	113.398	0.027
7700	77.0	0.2340359316431168	0.181960320879203	0.2746962886389247	0.1450939163630973	0.2627511822992384	0.2771895238305472	102	372	28	52	2.1601261173145536	1.776181203967396	0.3439726788543332	0.2929610038319383	58	0.2929610038319383	1	1	0.452001458948387	10.0	68.074	69.46	114.334	23.19999999999999	11.599999999999994	1.0	112.027	0.087
7701	77.01	0.2368582778464286	0.1898512515151067	0.2743257574399502	0.1473230873216725	0.2505758899989768	0.2733436898034158	110	390	29	53	2.1671713689620606	1.7798812716155534	0.3723868473316958	0.2939002397390394	57	0.2939002397390394	1	1	0.4529756171289757	12.0	68.869	71.766	116.689	23.946	11.973	0.0	114.394	0.087
7702	77.02	0.2311082460224831	0.1808081326909786	0.2705458315877794	0.1452747198195148	0.2505780755585709	0.2704997611844112	106	397	33	53	2.16630497193232	1.7789244954543977	0.3331668144634377	0.3063019862665351	58	0.3063019862665351	1	1	0.4304815660451715	13.0	67.785	71.098	115.65	23.232999999999976	11.616499999999988	1.0	113.748	0.12
7703	77.03	0.2185550144487332	0.1834419921771069	0.2474759851910934	0.1525462799188983	0.2295536931888614	0.2686468627803007	90	372	29	51	2.1674942005941054	1.7791521281760212	0.339686292126192	0.2876822685214658	53	0.2876822685214658	1	1	0.4338286439786571	11.0	67.711	70.998	115.069	23.64	11.82	1.0	112.848	0.094
7704	77.04	0.2343376413891071	0.1817202267183353	0.2753500906028953	0.1503362494197037	0.2514237951216572	0.2787862463254614	79	305	30	47	2.156508821349042	1.7763322987105383	0.3732763360336724	0.2963682600499415	50	0.2963682600499415	1	1	0.4637885207906637	11.0	69.195	70.56	116.084	23.670999999999992	11.835499999999996	0.0	114.302	0.06
7705	77.05	0.2383799733607574	0.1822293633450103	0.2817378764541365	0.1516991978764942	0.2614792307505159	0.2698258861335512	78	332	29	46	2.166705283847218	1.778829966626428	0.3581095041364162	0.2942604029978483	59	0.2942604029978483	1	1	0.4545665079218734	12.0	67.582	73.037	116.104	24.515	12.2575	3.0	114.201	0.027
7706	77.06	0.2462052726632625	0.1909283384235178	0.2892914507484795	0.1538771936349977	0.2680866072189559	0.2701653718167761	108	371	33	55	2.1503062072613384	1.776040617814762	0.3414638709162856	0.273790995817705	64	0.273790995817705	1	1	0.4441230382481279	11.0	67.988	72.989	117.499	23.47800000000001	11.739000000000004	1.0	115.587	0.033
7707	77.07	0.2416558766468367	0.1821954522226519	0.2871622148948731	0.140904854308534	0.2671705776259482	0.2703260617304043	84	358	28	50	2.1662133388439435	1.7786527557915743	0.3760976708708014	0.2704693198564997	56	0.2704693198564997	1	1	0.4719927118689436	10.0	67.922	71.707	116.842	22.786999999999992	11.393499999999996	1.0	114.963	0.06
7708	77.08	0.227827696276846	0.1696582993898418	0.2719983802393831	0.1430746403690608	0.2535845298040712	0.2680015727586057	96	364	32	54	2.157127881316651	1.7726735130467275	0.3567631094826165	0.2783544639389124	57	0.2783544639389124	1	1	0.4605203729155954	13.0	67.537	71.495	114.627	24.405000000000012	12.202500000000008	1.0	112.707	0.0
7709	77.09	0.2341358587788378	0.1651152723516533	0.2848369001001007	0.1405946640288384	0.2706639123448649	0.2650639718046755	88	362	30	53	2.1643812676908176	1.7786479878814756	0.3306526027793463	0.2701373591674514	58	0.2701373591674514	1	1	0.4281002108786156	11.0	69.298	70.978	116.946	23.330000000000013	11.665000000000006	2.0	114.619	0.067
7710	77.1	0.2356735978649549	0.1753736403298786	0.281441224862452	0.1425492787003797	0.2585488948231446	0.266694474585666	95	369	27	50	2.1787591064654475	1.7808485969719563	0.3478010083311766	0.2803018619200146	64	0.2803018619200146	1	1	0.4401596240991125	13.0	69.205	71.587	116.305	24.486999999999995	12.243499999999996	1.0	114.44	0.027
7711	77.11	0.2228305812484736	0.1629230300860019	0.2678053423943632	0.1324373537700004	0.249327816011489	0.2789659321578526	101	350	30	49	2.2079702576981166	1.7914856330723616	0.3336754929844738	0.3043697961867123	51	0.3043697961867123	1	1	0.4386807899592025	10.0	67.381	71.705	117.327	21.75900000000001	10.879500000000007	1.0	115.242	0.113
7712	77.12	0.2169112474704265	0.1735493956752777	0.251430312866472	0.1410847344117679	0.2277283503251572	0.2652053086708377	92	343	27	52	2.1829159273284384	1.7901589549297665	0.379598317755583	0.2979085381730525	57	0.2979085381730525	1	1	0.467126501842987	9.0	70.324	72.615	119.463	23.476	11.738	1.0	117.178	0.117
7713	77.13	0.2252667430330496	0.1833066264282109	0.2590654471497376	0.1451364145136445	0.2348089830615499	0.2703332473709497	93	342	29	48	2.1949856477823184	1.792221651970253	0.3670477417905847	0.2868398253289526	58	0.2868398253289526	1	1	0.4493617443200387	13.0	68.61	72.614	118.076	23.148	11.573999999999998	1.0	116.134	0.14
7714	77.14	0.2191873652882058	0.1744562119889838	0.2546689671172435	0.1399926012230313	0.2270426780434203	0.2688898646125047	93	338	24	46	2.185214993081892	1.7847293704173883	0.3438585331590359	0.2743905952519231	51	0.2743905952519231	1	1	0.4384318334065272	13.0	68.382	71.535	118.336	21.581000000000003	10.790500000000002	1.0	116.12	0.053
7715	77.15	0.2134608131308285	0.1788333352179233	0.2419429591370175	0.1489386762080461	0.2173173650413528	0.2743777489101048	95	371	31	50	2.1453145147418	1.7715135331946008	0.3622883744180515	0.289007243705906	51	0.289007243705906	1	1	0.4675304613931091	10.0	67.403	71.565	115.978	22.990000000000023	11.495000000000012	1.0	113.863	0.06
7716	77.16	0.2247921916971441	0.1920280620536008	0.252134338379404	0.1524413679941197	0.2274727651069627	0.2699774599306193	111	387	32	52	2.1788099335913054	1.783715594180148	0.3098734949575394	0.2794391096577941	60	0.2794391096577941	1	1	0.4115344066284397	11.0	66.93	72.102	115.893	23.13900000000001	11.569500000000003	3.0	113.951	0.053
7717	77.17	0.2225764804338402	0.1807919831977778	0.256191159879918	0.138777916169352	0.2337567684419897	0.2632184407331477	84	344	27	48	2.186807311028855	1.7920509836378522	0.3627722290670413	0.274845004431805	57	0.274845004431805	1	1	0.4539332035632213	11.0	68.569	73.253	118.741	23.081000000000003	11.540500000000002	1.0	116.725	0.087
7718	77.18	0.2363781693114765	0.192325368196239	0.2718595371754996	0.1579719951596228	0.2488869709595923	0.2691023195946438	81	345	27	53	2.190855947808221	1.7877044899155767	0.3344767777302208	0.2711842329374193	57	0.2711842329374193	1	1	0.4410642538531272	14.0	68.03	72.492	116.947	23.57499999999999	11.787499999999994	1.0	114.89	0.053
7719	77.19	0.2354892387589967	0.202598791749041	0.2630847345404122	0.1603852808673496	0.235465561724402	0.2759624722097132	69	317	24	49	2.186277639530253	1.7866849226229071	0.3843284165476471	0.2861623869453543	55	0.2861623869453543	1	1	0.4700176329200546	12.0	67.354	72.266	116.587	23.033	11.5165	1.0	114.427	0.06
7720	77.2	0.225700661526873	0.1812451343807368	0.2611800710467785	0.1485996350793896	0.235317564817562	0.257142228256645	82	341	30	50	2.1896956037104665	1.788797668852944	0.3767476276977863	0.2807506887576382	52	0.2807506887576382	1	1	0.4710337737514356	10.0	68.197	73.456	118.594	23.059000000000022	11.529500000000011	1.0	116.444	0.067
7721	77.21	0.2316830367839972	0.1857266872424861	0.2683162758445201	0.1472045862109231	0.2398240794269781	0.2675925683244969	78	355	21	50	2.1866555143451087	1.7882920161888607	0.3615666556923839	0.2867163314074993	50	0.2867163314074993	1	1	0.4467516409058058	12.0	69.669	72.569	118.878	23.36	11.68	1.0	116.491	0.033
7722	77.22	0.2470287187946847	0.1865917133027048	0.29333728146276	0.1455858795256428	0.2671870981475882	0.2624369841156251	73	323	25	51	2.1600318623760324	1.7837765304344912	0.3512199856141776	0.2839166439873055	54	0.2839166439873055	1	1	0.4512145005034944	11.0	68.223	72.338	117.44	23.12099999999998	11.56049999999999	1.0	115.276	0.027
7723	77.23	0.2365590935822775	0.178910143351839	0.2807672423356601	0.1434947006527833	0.2590248685451592	0.2843695554691151	83	341	26	49	2.179398535441428	1.7833140984272415	0.3278366116536708	0.2943372613996869	48	0.2943372613996869	1	1	0.4253009384313041	11.0	69.326	71.462	117.771	23.01700000000001	11.508500000000003	1.0	115.479	0.053
7724	77.24	0.2424005638613552	0.1688400509706356	0.2960462245823988	0.1261852664237328	0.2672797762978834	0.263205801460837	89	329	28	50	2.16463985989155	1.784008081828772	0.3504145116502735	0.2771102073896711	45	0.2771102073896711	1	1	0.444091603644629	11.0	68.447	73.163	118.517	23.093000000000018	11.546500000000009	2.0	116.451	0.094
7725	77.25	0.2532865322907464	0.1685364483159791	0.3135117638393606	0.1312413198745463	0.2874115957609582	0.2712726812163847	82	333	25	52	2.164648742099245	1.7865401704830088	0.3276839584023096	0.3040170124518261	56	0.3040170124518261	1	1	0.4485868711087137	10.0	68.204	72.691	116.925	23.969999999999985	11.984999999999992	1.0	114.785	0.053
7726	77.26	0.2438685366517239	0.1696705831705848	0.2979435321930637	0.1209161415585885	0.2660097671701852	0.270120527709917	77	304	25	51	2.161112446710049	1.7774080331714064	0.342564219793081	0.2906517425894162	50	0.2906517425894162	1	1	0.4554530023352302	11.0	68.543	72.063	116.901	23.705	11.8525	2.0	114.866	0.027
7727	77.27	0.2577198474574516	0.1771302583962857	0.3160407751285258	0.1340480051013656	0.2813267829324731	0.2739415309625698	90	336	25	50	2.190542492265897	1.7891720770313764	0.3727983990529103	0.2778398092943542	40	0.2778398092943542	1	1	0.4720151263633115	9.0	68.689	71.095	116.647	23.136999999999983	11.568499999999991	1.0	114.842	0.087
7728	77.28	0.2470707961449543	0.1788755649078523	0.297959877949728	0.1296015998988982	0.2716911273636505	0.2661276006972518	79	339	26	51	2.15991298110362	1.786183510622464	0.3551115107323016	0.2974167817617288	50	0.2974167817617288	1	1	0.4609217176174615	10.0	69.166	72.251	118.366	23.051	11.5255	2.0	116.336	0.147
7729	77.29	0.2486621720117091	0.1747547717209814	0.3028427243169677	0.1428184152030364	0.2745487155298219	0.2690316541194097	105	378	29	50	2.1569062330849587	1.7839446912770722	0.3489167585403636	0.2783412198749539	62	0.2872314665392128	1	1	0.4528729794595149	13.0	69.267	71.439	117.048	23.657999999999987	11.828999999999994	1.0	114.98	0.08
7730	77.3	0.2765094361888592	0.1946706633835266	0.3365670445320736	0.142354814452888	0.3038439124804189	0.2736236076517487	114	389	34	53	2.149949216366548	1.7780044569033346	0.3296849240316493	0.2867857222923877	51	0.2867857222923877	1	1	0.428575540797863	11.0	69.236	72.865	117.55	24.551	12.2755	1.0	114.954	0.053
7731	77.31	0.2578901198341566	0.1771282821265427	0.3163132382590598	0.1422863712451929	0.2906456995356278	0.2618417652131556	109	371	34	54	2.1643480108423967	1.7833590577353842	0.3638041496496658	0.2916937484293031	44	0.2916937484293031	1	1	0.4759021687232582	10.0	67.797	71.532	116.621	22.708000000000013	11.354000000000006	1.0	114.239	0.131
7732	77.32	0.2607217050974576	0.1729481122931968	0.3229892664489476	0.145736886031673	0.2981931781923801	0.2708432547864287	87	361	25	48	2.182847024442136	1.7886013899732247	0.3399513663620608	0.2908232798879907	47	0.2908232798879907	1	1	0.4348726584902683	10.0	68.736	71.717	116.633	23.820000000000007	11.910000000000004	1.0	114.389	0.06
7733	77.33	0.2639243406587516	0.1885802437341146	0.3197036044542612	0.1424635661766555	0.2971310678820739	0.2711693988035698	107	420	32	54	2.128499781559716	1.766858923730915	0.3533362749102133	0.2670315799984165	50	0.2670315799984165	1	1	0.4706872189457465	14.0	67.55	70.039	114.089	23.5	11.75	1.0	112.213	0.06
7734	77.34	0.2667269740856968	0.2037717256931371	0.315319486873124	0.1620562413220891	0.2877022455766241	0.2702626515398196	102	393	31	51	2.166683039977237	1.7801954381168286	0.3821737378810151	0.2762795109839958	60	0.2762795109839958	1	1	0.4635274685170228	11.0	68.189	71.981	115.194	24.975999999999985	12.487999999999992	1.0	113.171	0.087
7735	77.35	0.2559451323609052	0.1684901493194185	0.3177280136736641	0.1438781160979171	0.2949342130633049	0.2661461832353383	77	326	23	50	2.205694607938187	1.7912119289722603	0.3504240590356004	0.2726844930099937	51	0.2726844930099937	1	1	0.4467502605067046	12.0	68.119	71.732	115.78	24.071	12.0355	1.0	113.816	0.027
7736	77.36	0.2415343763929252	0.1913409849878537	0.281221287792441	0.1558390952504582	0.2523474588760726	0.2661917633504222	90	371	29	52	2.1965275109870133	1.7926063445110796	0.3359644164304328	0.2841143871585451	67	0.2841143871585451	1	1	0.4336671246703401	9.0	68.308	73.485	118.249	23.54400000000001	11.772000000000006	1.0	116.358	0.06
7737	77.37	0.2593734923704501	0.2023180526017624	0.3040186950881857	0.1547739825949061	0.2747968944190629	0.2665146546485014	104	378	31	52	2.1641966196217863	1.7817994526351033	0.3418361511500204	0.287504939661119	61	0.287504939661119	1	1	0.4315336481569828	13.0	68.351	73.93	116.953	25.328000000000003	12.664	1.0	115.141	0.0
7738	77.38	0.239765958881038	0.1709932483395542	0.2906224150425976	0.1369470272280537	0.2710179208201678	0.2644555752210994	111	386	32	51	2.1518834109473874	1.7752096220950526	0.3156698532472852	0.2871870740389883	55	0.2871870740389883	1	1	0.4278963292384788	12.0	68.084	71.374	115.01	24.447999999999997	12.223999999999997	1.0	112.907	0.067
7739	77.39	0.2392213905514034	0.1702349462620422	0.2901698704670581	0.1400068178055406	0.2658034070545506	0.2756560040213251	103	376	30	51	2.1641911488024026	1.7817697749106576	0.3460469107698177	0.28108518958225	61	0.28108518958225	1	1	0.4542236794392657	9.0	67.417	74.137	116.892	24.66200000000001	12.331000000000005	1.0	114.988	0.033
