case_id,display,series,x,value,x_unit,value_unit
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.48,0.284816,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.49001,0.2826266,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.50001,0.2933905,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.51,0.2768049,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.52,0.2974606,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.53001,0.2907282,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.54,0.3030379,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.55,0.3057236,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.56001,0.2855785,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.57001,0.30023,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.58,0.3097564,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.59,0.3086505,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.60001,0.2826218,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.61,0.3028103,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.62,0.312168,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.63,0.2810092,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.64001,0.3098856,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.65,0.3032936,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.66,0.2922,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.67001,0.2998899,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.68001,0.2976778,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.69,0.3052799,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.7,0.2857604,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.71001,0.2825399,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.72,0.3087656,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.73,0.3003618,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.74001,0.2850368,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.75001,0.3052835,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.76,0.2951696,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.77,0.2950694,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.78001,0.3000284,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.79,0.2947236,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.8,0.2850839,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.81001,0.2744904,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.82001,0.2873155,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.83,0.2758514,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.84,0.2854929,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.85001,0.2863512,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.86,0.3011326,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.87,0.2781152,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.88,0.2843834,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.89001,0.2727745,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.9,0.2975969,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.91,0.2860437,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.92001,0.2856028,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.93001,0.2769801,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.94,0.2728717,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.95,0.3124307,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.96001,0.2988007,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.97,0.2974322,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.98,0.3057027,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,88.99001,0.2963949,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.00001,0.3057645,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.01,0.287682,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.02,0.2972422,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.03001,0.2789123,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.04,0.281828,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.05,0.2807471,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.06001,0.2973918,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.07001,0.2981579,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.08,0.3046625,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.09,0.2958937,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.10001,0.303687,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.11,0.2761613,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.12,0.2932063,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.13,0.2828731,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.14001,0.3081528,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.15,0.2990986,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.16,0.3116811,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.17001,0.2989213,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.18001,0.2942942,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.19,0.3101561,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.2,0.2977266,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.21001,0.29253,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.22,0.2799893,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.23,0.3028166,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.24001,0.308629,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.25001,0.281359,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.26,0.2790411,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.27,0.2928431,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.28001,0.3013135,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.29,0.2681456,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.3,0.2854138,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.31001,0.3029325,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.32001,0.2918666,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.33,0.2796748,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.34,0.2880329,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.35001,0.2780937,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.36,0.2814337,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.37,0.2948373,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.38,0.2751037,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.39001,0.284079,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.4,0.2872319,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.41,0.3152651,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.42001,0.2925166,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.43001,0.2870542,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.44,0.3008421,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.45,0.2920308,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.46001,0.2949051,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.47,0.2863198,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.48,0.2666719,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.49001,0.2803587,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.50001,0.3035555,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.51,0.2953455,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.52,0.284398,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.53001,0.2924759,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.54,0.2907045,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.55,0.2840319,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.56001,0.3011463,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.57001,0.3017831,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.58,0.2956621,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.59,0.2909057,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.60001,0.2781169,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.61,0.2752964,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.62,0.2967776,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.63,0.2812136,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.64001,0.3042337,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.65,0.2986669,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.66,0.2906098,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.67001,0.2915286,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.68001,0.3207756,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.69,0.2618775,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.7,0.2884771,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.71001,0.3023838,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.72,0.2954724,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.73,0.2975584,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.74001,0.3112188,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.75001,0.2944505,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.76,0.2858637,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.77,0.2917839,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.78001,0.286035,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.79,0.2840936,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.8,0.2928157,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.81001,0.2916319,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.82001,0.2799751,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.83,0.2870278,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.84,0.2943606,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.85001,0.2942601,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.86,0.2924294,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.87,0.2970354,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.88,0.293559,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.89001,0.2821436,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.9,0.2767144,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.91,0.2720536,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.92001,0.2628252,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.93001,0.2937824,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.94,0.2790877,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.95,0.2847983,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.96001,0.2916797,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.97,0.2941936,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.98,0.2863481,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,89.99001,0.3116424,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.00001,0.2673036,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.01,0.3036874,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.02,0.2802391,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.03001,0.2916315,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.04,0.2936088,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.05,0.3190438,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.06001,0.2976193,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.07001,0.3194337,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.08,0.3147207,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.09,0.2953542,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.10001,0.2957987,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.11,0.2927732,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.12,0.2810585,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.13,0.2700334,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.14001,0.2906788,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.15,0.2922704,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.16,0.2763243,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.17001,0.2933684,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.18001,0.2762771,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.19,0.2741402,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.2,0.2893184,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.21001,0.2886401,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.22,0.2854226,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.23,0.300975,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.24001,0.289636,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.25001,0.2856047,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.26,0.2874806,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.27,0.2707968,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.28001,0.3171782,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.29,0.3088251,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.3,0.309273,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.31001,0.3009105,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.32001,0.2887213,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.33,0.3124451,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.34,0.2879666,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.35001,0.2842884,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.36,0.30335,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.37,0.2976005,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.38,0.3034533,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.39001,0.300857,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.4,0.2861378,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.41,0.2827172,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.42001,0.3049819,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.43001,0.2773033,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.44,0.2934431,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.45,0.2910065,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.46001,0.3007475,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.47,0.2756176,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.48,0.2944013,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.49001,0.2990164,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.50001,0.2839545,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.51,0.2833899,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.52,0.3003215,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.53001,0.2907231,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.54,0.2915541,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.55,0.2915561,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.56001,0.2804888,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.57001,0.2850512,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.58,0.2868762,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.59,0.321269,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.60001,0.2671665,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.61,0.2843116,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.62,0.2906438,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.63,0.2939744,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.64001,0.2973026,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.65,0.2879895,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.66,0.2884478,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.67001,0.3016355,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.68001,0.3100548,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.69,0.2759314,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.7,0.2904586,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.71001,0.30046,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.72,0.2944416,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.73,0.2945401,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.74001,0.2875034,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.75001,0.3066694,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.76,0.2846769,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.77,0.2874736,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.78001,0.2843712,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.79,0.2909795,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.8,0.2805369,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.81001,0.3027888,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.82001,0.2767726,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.83,0.2892213,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.84,0.2835241,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.85001,0.2997231,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.86,0.306524,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.87,0.2699982,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.88,0.3007405,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.89001,0.2878439,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.9,0.2746251,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.91,0.2862255,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.92001,0.300922,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.93001,0.3081053,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.94,0.2759603,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.95,0.2817696,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.96001,0.3002168,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.97,0.2900292,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.98,0.3120319,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,90.99001,0.3006677,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.00001,0.2935472,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.01,0.2892213,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.02,0.2932473,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.03001,0.2796535,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.04,0.2786449,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.05,0.2921917,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.06001,0.2965451,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.07001,0.302003,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.08,0.2895203,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.09,0.2930426,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.10001,0.3055324,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.11,0.2847402,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.12,0.2854488,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.13,0.2779264,ns,nm
PARP1_sesamin,PARP1–sesamin,global_protein_ligand_minimum_distance,91.14001,0.2890762,ns,nm
