"gene","distance","Z","FC","p.value","p.adj","candidate","significant","neg_log10_q","response_rank"
"F10",4.42089871028494e-17,-2.33319369357326,5.14473143752918e-21,0.99999999994277,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,35
"SHISA5",6.26537574634708e-17,-2.32578390020397,1.03332234941335e-20,0.999999999918893,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,36
"FLT1",6.74957159286047e-17,-2.32415527460137,1.19920656156562e-20,0.999999999912625,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,37
"S100A12",1.0317275847517e-16,-2.31454471439551,2.80202279461875e-20,0.99999999986644,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,38
"F2",1.24364079095492e-16,-2.31013192897721,4.07128491614441e-20,0.999999999839007,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,39
"VEGFA",1.25795963289081e-16,-2.30985778687267,4.16557530274216e-20,0.999999999837154,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,40
"CD164",1.53166714338732e-16,-2.30507497715565,6.17547505705692e-20,0.999999999801722,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,41
"ABCB1",1.65853341375744e-16,-2.30310445478035,7.24085799852745e-20,0.999999999785299,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,42
"PSMD5-AS1",2.07811436063468e-16,-2.29740070591236,1.13679058121976e-19,0.999999999730983,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,43
"S100A8",2.45827940274084e-16,-2.29303485136756,1.59075781041056e-19,0.999999999681769,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,44
"EHMT1",2.75950858186681e-16,-2.28997159458275,2.00449546315658e-19,0.999999999642774,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,45
"ZMAT2",2.91038965926598e-16,-2.28854430475881,2.22968676974047e-19,0.999999999623242,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,46
"ELANE",2.97935322824768e-16,-2.2879130685675,2.3366064484003e-19,0.999999999614315,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,47
"CLC",3.56584102950652e-16,-2.28300110536649,3.34707570256549e-19,0.999999999538393,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,48
"BOD1L1",3.64043376730399e-16,-2.28242731447715,3.48857326100189e-19,0.999999999528736,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,49
"FCGR3A",3.83433063282898e-16,-2.28098186974555,3.87008673142821e-19,0.999999999503636,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,50
"ETS1",4.02265409079712e-16,-2.27963707148211,4.2595817506231e-19,0.999999999479257,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,51
"CD79A",4.05711403788177e-16,-2.27939689133062,4.33287349926205e-19,0.999999999474796,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,52
"ZFC3H1",4.24253942716685e-16,-2.2781339087613,4.73798142377492e-19,0.999999999450792,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,53
"TLR9",4.28163827604768e-16,-2.27787368591555,4.82571342698589e-19,0.999999999445731,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,54
"ATM",4.30998298159272e-16,-2.27768631491006,4.88981794706945e-19,0.999999999442061,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,55
"PLG",4.40850100321087e-16,-2.27704322276712,5.11591673579045e-19,0.999999999429308,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,56
"CYP3A4",5.59449160710685e-16,-2.2701404633328,8.23877861197771e-19,0.999999999275778,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,57
"PLAT",5.74434707901942e-16,-2.26936050149074,8.68606199291196e-19,0.999999999256379,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,58
"IGKV4-1",5.79313585007065e-16,-2.26911035072941,8.83423617197095e-19,0.999999999250063,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,59
"C5AR1",5.92413114465539e-16,-2.26844758130474,9.23827546404759e-19,0.999999999233106,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,60
"C1QB",6.06248543197138e-16,-2.26776115562284,9.67482226966324e-19,0.999999999215195,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,61
"HLF",6.19536889899518e-16,-2.26711446793805,1.01035948316779e-18,0.999999999197993,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,62
"ACHE",6.39612415555925e-16,-2.26615979471122,1.07689993345734e-18,0.999999999172005,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,63
"IGKV1-5",6.44615037452492e-16,-2.26592592384395,1.09381139759143e-18,0.999999999165529,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,64
"IGHG1",7.13019184770178e-16,-2.26287558395177,1.33827082490816e-18,0.999999999076978,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,65
"RASSF5",7.62223402188781e-16,-2.26083381932098,1.52934735651345e-18,0.999999999013282,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,66
"ALOX5AP",8.15430252934782e-16,-2.25875003839854,1.75031098952616e-18,0.999999998944404,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,67
"APOB",8.63916284296079e-16,-2.2569508167331,1.96464867700865e-18,0.999999998881638,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,68
"UQCRHL",9.1705459975032e-16,-2.25507629402912,2.21376729259912e-18,0.999999998812849,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,69
"GYPA",9.6081447318287e-16,-2.25360164561615,2.43008045487205e-18,0.9999999987562,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,70
"TRAC",9.70342530732652e-16,-2.25328825718425,2.4785159267051e-18,0.999999998743866,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,71
"C9orf78",9.94282548005846e-16,-2.25251239216785,2.60232307561851e-18,0.999999998712875,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,72
"IL2",1.02424694045627e-15,-2.25156365919798,2.76153740591832e-18,0.999999998674086,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,73
"NBEAL1",1.03256953333499e-15,-2.25130439634478,2.80659788161143e-18,0.999999998663312,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,74
"XDH",1.03365823659002e-15,-2.25127061472066,2.81251934836293e-18,0.999999998661902,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,75
"MAP2K1",1.03711508319389e-15,-2.25116355431824,2.83136253061811e-18,0.999999998657427,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,76
"CXCR2",1.10676882748074e-15,-2.24906930480368,3.22444829109066e-18,0.999999998567259,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,77
"LMO4",1.12808837054931e-15,-2.24845101165251,3.34986899965667e-18,0.99999999853966,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,78
"USP3",1.1567239130543e-15,-2.24763620396801,3.52209452566539e-18,0.999999998502591,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,79
"MBD4",1.23306545285818e-15,-2.24554596085712,4.00233871542255e-18,0.999999998403764,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,80
"AZU1",1.24232231644019e-15,-2.24530014469807,4.06265695861954e-18,0.999999998391781,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,81
"ARG1",1.2473424523402e-15,-2.24516749438713,4.09555711235467e-18,0.999999998385283,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,82
"ALK",1.27076052037298e-15,-2.24455471774137,4.25078370650137e-18,0.999999998354967,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,83
"CXCL12",1.35301239376342e-15,-2.24247686639329,4.81886909923683e-18,0.99999999824849,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,84
"RP11-290D2.6",1.35344417326075e-15,-2.24246624936262,4.82194522904384e-18,0.999999998247931,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,85
"ALPL",1.35402987193104e-15,-2.24245185227639,4.82611949503568e-18,0.999999998247173,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,86
"JCHAIN",1.36212072377532e-15,-2.24225351787628,4.88396767155828e-18,0.999999998236699,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,87
"NFKB1",1.42358221898907e-15,-2.24077917541978,5.33465931328548e-18,0.999999998157135,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,88
"NOD2",1.51801165538853e-15,-2.23861752923907,6.0658517485977e-18,0.999999998034894,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,89
"PARP8",1.54232666408727e-15,-2.23807972199926,6.26172965301677e-18,0.999999998003418,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,90
"CCL4",1.54665749409971e-15,-2.23798469895317,6.2969447102342e-18,0.999999997997811,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,91
"ANKRD36B",1.62855068083894e-15,-2.23622969634442,6.98142595853455e-18,0.999999997891798,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,92
"CTSK",1.62885329105446e-15,-2.23622335370339,6.98402071609489e-18,0.999999997891407,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,93
"PRPF38B",1.64761796746478e-15,-2.23583202037302,7.1458618907042e-18,0.999999997867115,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,94
"KDR",1.65776243532145e-15,-2.23562205666323,7.23412765738376e-18,0.999999997853983,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,95
"ABL1",1.82581678873357e-15,-2.23229561348868,8.77517875311951e-18,0.999999997636432,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,96
"MTRNR2L12",1.83660148022551e-15,-2.23209128464261,8.87915095644492e-18,0.999999997622471,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,97
"AR",1.84099068525224e-15,-2.23200842188109,8.92164137537867e-18,0.999999997616789,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,98
"RNF5",1.90322029437433e-15,-2.23085155653614,9.53497809369298e-18,0.999999997536231,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,99
"HBD",1.91312075980408e-15,-2.23067051930054,9.63443715830978e-18,0.999999997523415,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,100
"C1QA",1.91643966066991e-15,-2.2306100114695,9.66789398802581e-18,0.999999997519119,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,101
"LTF",1.94151273433928e-15,-2.2301557928837,9.9225219070164e-18,0.999999997486661,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,102
"GZMA",1.97417835176701e-15,-2.22957155324228,1.02592201680879e-17,0.999999997444374,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,103
"F8",2.01326342632651e-15,-2.22888334861756,1.0669468552252e-17,0.999999997393778,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,104
"MS4A1",2.01717373585538e-15,-2.22881513165979,1.07109548681892e-17,0.999999997388716,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,105
"DEFA4",2.11747082444217e-15,-2.22710321282979,1.18025663297584e-17,0.999999997258878,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,106
"KLF1",2.18225932018015e-15,-2.22603416657691,1.25358646258366e-17,0.999999997175008,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,107
"DNAJC8",2.20266789089793e-15,-2.22570307872649,1.2771432769059e-17,0.999999997148589,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,108
"IDO1",2.20450683979179e-15,-2.22567337550538,1.27927667306467e-17,0.999999997146208,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,109
"MON2",2.21212297232723e-15,-2.22555058450281,1.2881312348394e-17,0.999999997136349,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,110
"TEK",2.21652716620719e-15,-2.2254797441146,1.29326551285124e-17,0.999999997130647,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,111
"IGFBP3",2.22129997070308e-15,-2.22540311155239,1.29884103578068e-17,0.999999997124469,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,112
"DEFA3",2.23874259179918e-15,-2.22512425295546,1.31931926168507e-17,0.999999997101889,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,113
"EGFR",2.24748975414197e-15,-2.22498511467366,1.3296490287606e-17,0.999999997090566,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,114
"FIS1",2.26609541945187e-15,-2.22469070574716,1.35175494021632e-17,0.99999999706648,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,115
"PPARG",2.30292686269814e-15,-2.22411399133494,1.39605288655286e-17,0.999999997018801,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,116
"KNG1",2.30747592357634e-15,-2.22404331375322,1.40157368888009e-17,0.999999997012912,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,117
"CCDC47",2.32876158494645e-15,-2.22371419104804,1.42755101248824e-17,0.999999996985357,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,118
"USP48",2.41720621473911e-15,-2.22237382225289,1.53804479356522e-17,0.999999996870863,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,119
"EMC6",2.42819155612213e-15,-2.22221030413163,1.55205629167209e-17,0.999999996856642,0.99999999994277,"CA2",FALSE,2.48546725564023e-11,120
"PRSS57",4.57146045915666e-06,4.02249109319986,1942.46007282725,0,0,"CD38",TRUE,12,1
"SMIM24",1.07828978197639e-06,2.89110907781281,108.071989099525,2.59190835373673e-25,2.59190835373673e-22,"CD38",TRUE,12,2
"GYPC",5.66527321587347e-07,2.45155775954853,29.8321039483328,4.71125601852427e-08,3.5334420138932e-05,"CD38",TRUE,4.45180203134879,3
"CDCA7",5.27217030288105e-07,2.40469230416315,25.8357471942887,3.71739539133155e-07,0.000223043723479893,"CD38",TRUE,3.6516099934329,4
"RPS18",4.74274945707422e-07,2.33651915912529,20.9075204991838,4.8199854050768e-06,0.0024099927025384,"CD38",TRUE,2.6179842724675,5
"C1orf228",4.66466482825689e-07,2.32590960358099,20.2247449103768,6.8856478642471e-06,0.00295099194182019,"CD38",TRUE,2.53003197641255,6
"CD34",4.42090548649356e-07,2.2917651373679,18.1662223663578,2.02437593358877e-05,0.00759140975095787,"CD38",TRUE,2.11967756663283,7
"SPINK2",4.37911212626443e-07,2.28574719316468,17.8243744029284,2.42259890063617e-05,0.00807532966878723,"CD38",TRUE,2.0928397389148,8
"RPS6",4.07393615071939e-07,2.24022335379549,15.4266136011257,8.57717930536565e-05,0.0251142679891282,"CD38",TRUE,1.60007947579292,9
"IMPDH2",4.05617719825124e-07,2.2374838728671,15.2924124903001,9.20856492934701e-05,0.0251142679891282,"CD38",TRUE,1.60007947579292,10
"ZFP36L2",3.91343570872631e-07,2.21507753400624,14.2350360796024,0.000161338540339483,0.0403346350848707,"CD38",TRUE,1.39432186784818,11
"BST2",3.7925685417552e-07,2.19554191141629,13.3693114918948,0.000255775235192177,0.0590250542751177,"CD38",FALSE,1.22896360490365,12
"LCP1",3.76098734964656e-07,2.19034830447309,13.1475826790186,0.000287890417566744,0.0616908037643022,"CD38",FALSE,1.20977957133282,13
"C1QTNF4",3.54412080597635e-07,2.15362265026583,11.6750620982195,0.000633434264376496,0.126686852875299,"CD38",FALSE,0.897268452361768,14
"ICAM3",3.45956901013054e-07,2.13877247501568,11.1246450143629,0.000851881786408451,0.159727834951585,"CD38",FALSE,0.796619394991699,15
"FABP5",3.39537004184794e-07,2.12728459156387,10.7155974492757,0.00106236148999602,0.187475557058121,"CD38",FALSE,0.727055347279016,16
"RPL18A",3.3248647906276e-07,2.1144484763393,10.2751966697599,0.00134830500727965,0.224717501213276,"CD38",FALSE,0.648363102995332,17
"IGFBP7",3.25895679294316e-07,2.10223339101297,9.8718687036066,0.00167824968832322,0.25775223204729,"CD38",FALSE,0.588797565184604,18
"RPS21",3.25177901691284e-07,2.1008901506101,9.8284314717313,0.0017183482136486,0.25775223204729,"CD38",FALSE,0.588797565184604,19
"EEF1B2",2.98243787670457e-07,2.04852024706277,8.26770510537882,0.00403564854186183,0.545066590563366,"CD38",FALSE,0.263550436902114,20
"RPS19",2.97138432214459e-07,2.04628437589081,8.20653489339463,0.00417397850445698,0.545066590563366,"CD38",FALSE,0.263550436902114,21
"RPS3A",2.96423107318175e-07,2.04483358458542,8.16706997051704,0.00426577618151456,0.545066590563366,"CD38",FALSE,0.263550436902114,22
"SELL",2.95364875700856e-07,2.04268172943384,8.10886111769108,0.00440493931768883,0.545066590563366,"CD38",FALSE,0.263550436902114,23
"RPS5",2.94350230381858e-07,2.04061219758311,8.05324525551825,0.00454222158802805,0.545066590563366,"CD38",FALSE,0.263550436902114,24
"FKBP4",2.87812721669301e-07,2.0271271060393,7.69949316901667,0.00552363334834439,0.637342309424353,"CD38",FALSE,0.195627250295249,25
"RPS28",2.81578230596023e-07,2.01401651646155,7.3695389130406,0.00663379413304492,0.726860178177848,"CD38",FALSE,0.138549123784677,26
"RPL10A",2.80808033029951e-07,2.0123793766936,7.32927842718438,0.00678402832965991,0.726860178177848,"CD38",FALSE,0.138549123784677,27
"RPL36",2.7580009022709e-07,2.00163815214941,7.07018817988259,0.00783770232531736,0.81079679227421,"CD38",FALSE,0.0910879781590558,28
"RPL12",2.72435694697246e-07,1.99432639078373,6.898746429412,0.00862562104481977,0.862562104481977,"CD38",FALSE,0.0642096259209819,29
"RPL3",2.70130702366479e-07,1.98927153053283,6.78250403612321,0.00920556594165535,0.890861220160195,"CD38",FALSE,0.0501899458093273,30
"ZFAS1",2.66381789799922e-07,1.98096943880845,6.59555324143214,0.0102233782891132,0.958441714604362,"CD38",FALSE,0.0184342925880697,31
"F10",3.69871601931283e-17,-2.34209894162064,1.27158132717085e-19,0.99999999971548,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,32
"FLT1",6.13295962481562e-17,-2.3259206733885,3.49608816712946e-19,0.999999999528229,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,33
"SHISA5",8.10619343422917e-17,-2.31653011346429,6.10767741370394e-19,0.99999999937644,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,34
"F2",1.18118368519845e-16,-2.30330380817498,1.29681207225739e-18,0.999999999091388,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,35
"S100A12",1.18381596278089e-16,-2.30322366025558,1.30259842534199e-18,0.999999999089363,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,36
"VEGFA",1.20554498398063e-16,-2.30256790948511,1.35085584429324e-18,0.999999999072648,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,37
"CD164",1.4278047366926e-16,-2.29639259405706,1.89487166693312e-18,0.999999998901677,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,38
"ABCB1",1.60106925839e-16,-2.29213476491325,2.38266180515983e-18,0.999999998768396,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,39
"PSMD5-AS1",1.84571431843022e-16,-2.28675955553274,3.16643901464213e-18,0.999999998580205,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,40
"S100A8",2.65658292988389e-16,-2.27253087978418,6.55977465821035e-18,0.999999997956454,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,41
"EHMT1",2.71370255650453e-16,-2.27167868126684,6.84489283073235e-18,0.999999997912515,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,42
"ZMAT2",2.89293045283274e-16,-2.26910237576479,7.77889933852223e-18,0.999999997774646,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,43
"ELANE",3.17113842417077e-16,-2.26536592313715,9.34700694032637e-18,0.999999997560638,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,44
"CLC",3.75154664694182e-16,-2.2584096138769,1.30816602900855e-17,0.999999997114165,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,45
"BOD1L1",3.87869774774052e-16,-2.25701194584658,1.39834405788089e-17,0.999999997016355,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,46
"FCGR3A",3.95488199078641e-16,-2.25619349612494,1.45381526166148e-17,0.999999996957752,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,47
"ETS1",4.09813245174913e-16,-2.25469100429595,1.56104041386983e-17,0.999999996847558,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,48
"CD79A",4.25147342902211e-16,-2.2531324810189,1.68004573165602e-17,0.999999996729602,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,49
"ZFC3H1",4.30487544424102e-16,-2.25260118399271,1.72251632177967e-17,0.999999996688523,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,50
"TLR9",4.41458184510295e-16,-2.25152746167196,1.81142897853503e-17,0.999999996604133,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,51
"ATM",4.50399838734761e-16,-2.25066935574042,1.88555245167911e-17,0.99999999653535,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,52
"PLG",4.57111519696538e-16,-2.2500349371451,1.94216667306965e-17,0.999999996483721,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,53
"PLAT",5.77855975224688e-16,-2.23981685216973,3.10371176204374e-17,0.999999995554908,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,54
"CYP3A4",5.81749411886483e-16,-2.23951950222646,3.14567659546793e-17,0.999999995524958,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,55
"IGKV4-1",5.82840890646339e-16,-2.23943645439608,3.15749151106537e-17,0.999999995516562,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,56
"C5AR1",6.12532643768989e-16,-2.2372276087693,3.48739099978838e-17,0.999999995288162,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,57
"C1QB",6.2658123788749e-16,-2.23621479802923,3.64919388182605e-17,0.999999995180094,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,58
"HLF",6.42054625374749e-16,-2.2351218786347,3.83165257122692e-17,0.999999995061067,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,59
"ACHE",6.47101030052692e-16,-2.23477039305187,3.8921211272249e-17,0.999999995022248,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,60
"IGKV1-5",6.58822792907576e-16,-2.23396307637978,4.03440410330142e-17,0.99999999493208,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,61
"IGHG1",7.39738957288483e-16,-2.2287079784592,5.08626691167449e-17,0.999999994309641,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,62
"RASSF5",7.7246958984237e-16,-2.22672350308749,5.54632031971536e-17,0.999999994057865,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,63
"ALOX5AP",8.44840199638613e-16,-2.2225830278619,6.63424195260033e-17,0.999999993501162,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,64
"APOB",8.85380462425606e-16,-2.22039673247141,7.28621586538296e-17,0.999999993189311,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,65
"UQCRHL",9.24710861773363e-16,-2.21835737664522,7.94793090910058e-17,0.999999992886766,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,66
"TRAC",9.90830644972153e-16,-2.21509307877184,9.12517129678961e-17,0.999999992378147,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,67
"GYPA",1.00072887903124e-15,-2.21462082401262,9.30839985980958e-17,0.999999992302006,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,68
"C9orf78",1.02245906942536e-15,-2.21359814259691,9.71704084833683e-17,0.999999992134849,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,69
"NBEAL1",1.06054312550287e-15,-2.21185055517481,1.0454393232483e-16,0.999999991841891,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,70
"MAP2K1",1.06221925601218e-15,-2.2117749030402,1.04874645410356e-16,0.999999991828998,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,71
"IL2",1.06464291288143e-15,-2.21166569473943,1.05353774617803e-16,0.999999991810354,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,72
"XDH",1.0671236625706e-15,-2.21155413760887,1.05845321289041e-16,0.999999991791271,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,73
"CXCR2",1.14921320682098e-15,-2.20798415376421,1.22756184668189e-16,0.999999991159807,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,74
"LMO4",1.15312874622584e-15,-2.20781947929809,1.23594106664918e-16,0.999999991129687,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,75
"USP3",1.18411335899933e-15,-2.2065332527482,1.30325298064023e-16,0.999999990891341,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,76
"AZU1",1.28487037171293e-15,-2.20254386126733,1.5344784535355e-16,0.999999990116279,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,77
"MBD4",1.28495077775846e-15,-2.20254078799202,1.53467051213949e-16,0.999999990115661,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,78
"ARG1",1.28982633226527e-15,-2.20235474670018,1.54633876469969e-16,0.999999990078156,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,79
"ALK",1.3196428494891e-15,-2.20123013901524,1.6186575713093e-16,0.999999989848796,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,80
"CXCL12",1.38877196417811e-15,-2.19870545655684,1.79268525543733e-16,0.999999989317028,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,81
"JCHAIN",1.38989932289867e-15,-2.198665198157,1.7955969208482e-16,0.999999989308356,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,82
"RP11-290D2.6",1.39504931689769e-15,-2.19848165043482,1.80892802368367e-16,0.99999998926874,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,83
"ALPL",1.40191610829425e-15,-2.19823783013474,1.82677986909832e-16,0.999999989215918,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,84
"NFKB1",1.47856521402705e-15,-2.1955845041388,2.03199733528452e-16,0.999999988626304,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,85
"NOD2",1.55878849359527e-15,-2.19293265185812,2.25848155452816e-16,0.999999988009195,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,86
"PARP8",1.57419149024066e-15,-2.19243712816916,2.30333594984946e-16,0.999999987890709,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,87
"CCL4",1.60659452351588e-15,-2.1914083227311,2.39913523869267e-16,0.999999987641453,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,88
"CTSK",1.67513930785554e-15,-2.18929016658025,2.6082188216916e-16,0.99999998711418,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,89
"ANKRD36B",1.69089859223696e-15,-2.1888138572585,2.65752458192753e-16,0.999999986992953,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,90
"PRPF38B",1.69595874016329e-15,-2.18866173804966,2.67345408694917e-16,0.999999986954028,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,91
"KDR",1.70772442430539e-15,-2.18830955615968,2.71067683880188e-16,0.999999986863522,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,92
"ABL1",1.88627771498954e-15,-2.18320858530033,3.30714649512331e-16,0.999999985490021,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,93
"AR",1.88667441220556e-15,-2.18319772863586,3.30853767283986e-16,0.99999998548697,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,94
"MTRNR2L12",1.89182480422765e-15,-2.1830569545375,3.32662614094333e-16,0.999999985447351,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,95
"RNF5",1.94445094881298e-15,-2.18163733129681,3.51427828752583e-16,0.99999998504253,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,96
"HBD",1.9639797394469e-15,-2.18111902298845,3.58522298307508e-16,0.999999984892307,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,97
"LTF",1.98355199871231e-15,-2.18060403974179,3.65703692327876e-16,0.99999998474175,0.99999999971548,"CD38",FALSE,1.23565450002837e-10,98
